match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,captain,stat_hitWoodwork,stat_goals,stat_penaltyWon,stat_goalAssist,stat_outfielderBlock,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
10913385,home,Al Raed,Silviu Lung Jr.,silviu-lung-jr,S. Lung Jr.,G,1,189.0,122,M,44556,EUR,612921600.0,G,1,1,False,21.0,15.0,12.0,7.0,9.0,10.0,6.0,11.0,1.0,1.0,1.0,1.0,1.0,11.0,3.0,2.0,2.0,90.0,34.0,6.9,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913385,home,Al Raed,Mohammed Al-Dosari,mohammed-al-dosari,M. Al-Dosari,D,32,,12,M,970908,EUR,931651200.0,D,32,32,False,46.0,37.0,4.0,2.0,10.0,12.0,28.0,37.0,,,5.0,9.0,3.0,9.0,,,,90.0,77.0,7.3,16.0,1,3.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,
10913385,home,Al Raed,Mohammed Salem,mohammed-salem,M. Salem,D,,175.0,5,M,818554,EUR,492134400.0,D,12,12,False,33.0,22.0,13.0,4.0,15.0,19.0,7.0,14.0,1.0,2.0,2.0,3.0,5.0,6.0,,,,90.0,39.0,6.7,11.0,0,,,,,,,,,1.0,,,,1.0,1.0,Mohammed,Salem,1.0,,,,,,,,,,,,
10913385,home,Al Raed,Pablo Santos,pablo-santos,P. Santos,D,27,185.0,62,M,874392,EUR,700876800.0,D,28,28,False,19.0,18.0,5.0,4.0,11.0,11.0,7.0,8.0,2.0,1.0,2.0,1.0,3.0,2.0,,,,45.0,24.0,6.5,2.0,1,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,
10913385,home,Al Raed,Awdh Faraj,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000.0,D,27,27,False,28.0,24.0,4.0,2.0,10.0,10.0,14.0,18.0,,2.0,3.0,5.0,,7.0,,,,90.0,45.0,6.7,9.0,1,,,2.0,,1.0,1.0,,2.0,2.0,,3.0,,1.0,,,,,1.0,,1.0,,,,,,,,,
10913385,home,Al Raed,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400.0,M,14,14,False,43.0,38.0,4.0,2.0,19.0,22.0,19.0,21.0,1.0,,9.0,3.0,,7.0,,,,90.0,52.0,6.7,7.0,0,,,2.0,,3.0,1.0,,1.0,1.0,,,1.0,4.0,4.0,,,1.0,,,,,,,,,,,,
10913385,home,Al Raed,Sultan Farhan,sultan-farhan,S. Farhan,M,5,180.0,54,M,908619,EUR,843609600.0,M,44,44,False,28.0,26.0,4.0,4.0,17.0,18.0,9.0,10.0,1.0,,6.0,5.0,2.0,6.0,,,,89.0,37.0,7.2,2.0,0,,,4.0,,1.0,1.0,,1.0,3.0,2.0,,1.0,1.0,1.0,,,1.0,,,,True,,,,,,,,
10913385,home,Al Raed,Mohamed Fouzair,mohamed-fouzair,M. Fouzair,M,,168.0,271,M,893191,EUR,693532800.0,M,10,10,False,28.0,20.0,2.0,,6.0,7.0,15.0,24.0,,,15.0,12.0,,7.0,,,,81.0,52.0,7.0,13.0,3,3.0,1.0,5.0,,5.0,2.0,2.0,2.0,6.0,4.0,,4.0,7.0,2.0,,,1.0,,1.0,,,,,,,,,,
10913385,home,Al Raed,Karim El Berkaoui,el-berkaoui-karim,K. El Berkaoui,F,33,175.0,2625,M,919719,EUR,818812800.0,M,11,11,False,27.0,22.0,3.0,1.0,6.0,6.0,16.0,21.0,1.0,2.0,9.0,6.0,2.0,3.0,,,,89.0,53.0,8.9,11.0,7,,,3.0,1.0,4.0,1.0,1.0,1.0,,,2.0,3.0,1.0,3.0,,,1.0,2.0,3.0,3.0,,2.0,3.0,1.0,,,,,
10913385,home,Al Raed,Alexandru Mitriță,alexandru-mitrita,A. Mitriță,F,20,167.0,1639,M,179639,EUR,792201600.0,M,82,82,False,32.0,26.0,2.0,1.0,4.0,4.0,24.0,32.0,,,1.0,5.0,,4.0,,,,85.0,45.0,6.9,9.0,3,4.0,2.0,,,3.0,2.0,2.0,,2.0,,,1.0,,2.0,,,,1.0,,1.0,,,,,,,,,
10913385,home,Al Raed,Júlio Tavares,julio-tavares,J. Tavares,F,11,187.0,109,M,218652,EUR,595900800.0,F,17,17,False,33.0,25.0,,,3.0,5.0,22.0,28.0,4.0,7.0,8.0,10.0,1.0,,,,,90.0,46.0,7.7,13.0,3,,,1.0,2.0,3.0,3.0,,,,,3.0,,1.0,4.0,,,3.0,2.0,2.0,1.0,,,,,1.0,1.0,,,
