match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialWon,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_wonContest,stat_wasFouled,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_blockedScoringAttempt,stat_accurateCross,stat_dispossessed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_goalAssist,stat_bigChanceCreated,stat_goals
10390070,home,Nice,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189,3913,M,1076,EUR,531532800,G,1,1,False,38.0,25.0,14.0,2.0,24.0,29.0,1.0,9.0,7.0,1.0,1.0,90.0,43.0,6.4,13.0,0.0,0.0,0.00010302,0,0.1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390070,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,945217,EUR,946512000,D,25,25,False,62.0,54.0,5.0,2.0,44.0,49.0,10.0,13.0,11.0,,,90.0,72.0,6.8,10.0,0.0,0.0,0.113257,0,,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10390070,home,Nice,Dante,dante,Dante,D,4,188,1257,M,3577,EUR,435283200,D,4,4,False,73.0,65.0,7.0,3.0,58.0,61.0,7.0,12.0,4.0,,,90.0,90.0,7.3,9.0,0.2494,0.313,0.00424281,3,,3.0,1.0,2.0,1.0,4.0,1.0,2.0,,,,True,1.0,6.0,1.0,1.0,2.0,5.0,4.0,,,,,,,,,,,,,,,
10390070,home,Nice,Mattia Viti,mattia-viti,M. Viti,D,2,190,528,M,1009268,EUR,1011830400,D,42,42,False,68.0,54.0,4.0,,43.0,51.0,11.0,17.0,6.0,,,90.0,81.0,6.9,15.0,0.0,0.0,0.00320273,0,,,,1.0,1.0,2.0,1.0,,,,,,2.0,4.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
10390070,home,Nice,Youcef Atal,youcef-atal,Y. Atal,D,20,176,9879,M,894238,EUR,832291200,M,20,20,False,18.0,16.0,,,11.0,12.0,5.0,7.0,2.0,,,34.0,27.0,6.6,5.0,0.0327,0.0186,0.0104582,1,,3.0,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,3.0,1.0,,youcefatal,1.0,,,,,,,,,,
10390070,home,Nice,Aaron Ramsey,aaron-ramsey,A. Ramsey,M,10,182,2882,M,23571,EUR,662169600,M,16,16,False,39.0,34.0,3.0,2.0,20.0,22.0,14.0,18.0,5.0,,,55.0,52.0,7.2,6.0,0.0673,0.0,0.0381809,1,,3.0,1.0,3.0,,1.0,,1.0,1.0,,,,1.0,7.0,,,,2.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,,,,,,,,
10390070,home,Nice,Khéphren Thuram,khephren-thuram,K. Thuram,M,19,191,11655,M,904832,EUR,985564800,M,19,19,False,34.0,29.0,3.0,2.0,22.0,24.0,8.0,11.0,2.0,,,45.0,40.0,6.9,7.0,0.0,0.0,0.0955609,0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,,k_thuram,1.0,,,1.0,1.0,,,,,,
10390070,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,906075,EUR,973468800,M,26,26,False,30.0,24.0,4.0,3.0,13.0,14.0,11.0,18.0,5.0,,,76.0,49.0,6.8,11.0,0.0,0.0,0.00976932,0,,2.0,,,1.0,1.0,,,,,,,,4.0,,,,1.0,,,,3.0,,2.0,,,,2.0,,,,,,
10390070,home,Nice,Nicolas Pépé,nicolas-pepe,N. Pépé,F,19,183,12582,M,593526,EUR,801705600,F,29,29,False,28.0,21.0,,,6.0,7.0,18.0,26.0,3.0,,,76.0,43.0,6.9,12.0,0.139,0.1324,0.173348,3,,6.0,1.0,,,1.0,,,2.0,,,,1.0,2.0,,1.0,1.0,,,3.0,,1.0,nicolas_pepe19,5.0,2.0,1.0,3.0,,,,,,,
10390070,home,Nice,Gaëtan Laborde,gaetan-laborde,G. Laborde,F,9,181,848,M,149730,EUR,767923200,F,24,24,False,17.0,11.0,1.0,1.0,5.0,8.0,7.0,10.0,4.0,,,90.0,32.0,6.7,11.0,0.1672,0.0,0.0563241,3,,6.0,1.0,1.0,,,2.0,,2.0,,,,,2.0,,1.0,,2.0,,2.0,,,,1.0,2.0,2.0,1.0,1.0,,,,,,
