match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_expectedGoals,player_firstName,player_lastName,stat_accurateCross,stat_totalContest,stat_wonTackle,stat_wonContest,player_sofascoreId,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated
12117305,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,38.0,16.0,31.0,9.0,0.0,8.0,9.0,8.0,29.0,1.0,9.0,1.0,2.0,4.0,1.0,90.0,47.0,7.5,22.0,0.00288841,0,0.9063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117305,home,Atlético Mineiro,Mariano,mariano,Mariano,D,,177,308,M,40076,EUR,519868800,D,25,25,False,22.0,18.0,6.0,3.0,0.0,11.0,13.0,7.0,10.0,4.0,4.0,,,,,90.0,50.0,6.9,13.0,0.00587944,0,,True,1.0,1.0,1.0,5.0,5.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
12117305,home,Atlético Mineiro,Bruno Fuchs,bruno-fuchs,B. Fuchs,D,3,190,3790,M,973737,EUR,922924800,D,3,3,False,24.0,19.0,6.0,3.0,0.0,16.0,18.0,3.0,7.0,6.0,1.0,,,,,90.0,41.0,7.3,10.0,0.00126784,0,,,1.0,1.0,1.0,3.0,1.0,,1.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12117305,home,Atlético Mineiro,Lyanco,lyanco,Lyanco,D,4,187,2874,M,797893,EUR,854755200,D,2,2,False,28.0,24.0,6.0,4.0,0.0,19.0,20.0,5.0,8.0,5.0,1.0,,,,,90.0,40.0,7.0,6.0,0.0129164,1,,,,5.0,1.0,6.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0654,,,,,,,,,,,,
12117305,home,Atlético Mineiro,Renzo Saravia,renzo-saravia,R. Saravia,D,26,178,1136,M,315916,EUR,740188800,M,26,26,False,20.0,9.0,7.0,,0.0,6.0,11.0,4.0,10.0,3.0,5.0,,,,,90.0,32.0,6.3,13.0,0.00275572,0,,,1.0,3.0,2.0,5.0,3.0,1.0,,,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,
12117305,home,Atlético Mineiro,Fausto Vera,fausto-vera,F. Vera,M,8,181,1966,M,930690,EUR,954028800,M,18,18,False,18.0,15.0,,,0.0,5.0,5.0,10.0,13.0,2.0,1.0,,,,,90.0,28.0,6.8,4.0,0.00311596,0,,,,1.0,1.0,4.0,4.0,3.0,,,1.0,1.0,2.0,,,,1.0,,,,,,1.0,,1.0,,,,,,
12117305,home,Atlético Mineiro,Otávio,otavio,Otávio,M,94,173,1027,M,552686,EUR,768009600,M,5,5,False,29.0,22.0,4.0,1.0,0.0,8.0,9.0,14.0,20.0,2.0,6.0,,,,,89.0,40.0,6.9,9.0,0.00620538,0,,,,,,4.0,4.0,2.0,1.0,,2.0,2.0,2.0,1.0,,,1.0,,,,,,,2.0,,,,,,,
12117305,home,Atlético Mineiro,Rubens,rubens,Rubens,M,44,178,1492,M,1093196,EUR,993081600,M,44,44,False,12.0,10.0,,,0.0,6.0,8.0,4.0,4.0,2.0,1.0,,,,,40.0,20.0,5.7,2.0,0.00224273,0,,,,,2.0,3.0,4.0,,,2.0,1.0,,,3.0,,,,,,Rubens,,,1.0,,1.0,,,,,,
12117305,home,Atlético Mineiro,Paulinho,paulinho,Paulinho,F,10,175,11050,M,885179,EUR,963619200,F,10,10,False,8.0,7.0,,,0.0,4.0,4.0,3.0,4.0,2.0,1.0,,,,,45.0,19.0,6.3,6.0,0.0020713,0,,,,1.0,,7.0,2.0,1.0,4.0,1.0,,1.0,,,,,,1.0,,,,,2.0,,1.0,paulinho10,,,,,
12117305,home,Atlético Mineiro,Deyverson,deyverson,Deyverson,F,16,185,4460,M,270287,EUR,673660800,F,9,9,False,14.0,10.0,1.0,,0.0,4.0,5.0,6.0,9.0,1.0,,,,,,70.0,27.0,6.6,9.0,0.00379152,0,,,,8.0,3.0,10.0,7.0,,1.0,,,4.0,,1.0,,,3.0,1.0,,,,,,,,,,,,,
