match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,captain,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_dispossessed,player_sofascoreId,stat_bigChanceMissed,stat_unsuccessfulTouch,stat_totalContest,stat_blockedScoringAttempt,stat_wonContest,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_outfielderBlock,stat_errorLeadToAShot,stat_hitWoodwork
13472723,home,Grêmio,Tiago Volpi,tiago-volpi,T. Volpi,G,18,189.0,1690,M,243509,EUR,661564800,G,1,1,False,26.0,20.0,12.0,6.0,0.0,19.0,20.0,1.0,6.0,7.0,1.0,3.0,5.0,90.0,38.0,7.6,6.0,0.00028944,0,-0.1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472723,home,Grêmio,João Lucas,joao-lucas,J. Lucas,D,2,181.0,682,M,981019,EUR,889401600,D,2,2,False,28.0,20.0,4.0,2.0,0.0,14.0,17.0,6.0,11.0,5.0,,,,63.0,55.0,6.9,18.0,0.305369,1,,6.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0359,1.0,,,,,,,,,,,,,,,,,,,,
13472723,home,Grêmio,Erick Noriega,erick-noriega,E. Noriega,D,19,185.0,3770,M,1020375,EUR,1003708800,D,19,19,False,57.0,48.0,12.0,5.0,0.0,34.0,36.0,14.0,21.0,2.0,,,,90.0,68.0,7.0,9.0,0.0117199,2,,,,3.0,3.0,5.0,4.0,,,2.0,3.0,2.0,1.0,,,3.0,0.1012,2.0,,,,,,,,,,,,,,,,,,,,
13472723,home,Grêmio,Walter Kannemann,walter-kannemann,W. Kannemann,D,4,183.0,2119,M,249647,EUR,668908800,D,4,4,False,49.0,44.0,7.0,5.0,0.0,36.0,36.0,8.0,13.0,1.0,,,,90.0,60.0,7.0,6.0,0.0047443,1,,,,,3.0,2.0,4.0,,,1.0,2.0,2.0,1.0,1.0,,2.0,0.0287,,True,,,,,,,,,,,,,,,,,,,
13472723,home,Grêmio,Marlon,marlon,Marlon,D,23,178.0,1921,M,870787,EUR,864086400,D,23,23,False,45.0,36.0,7.0,3.0,0.0,9.0,10.0,27.0,35.0,1.0,,,,90.0,71.0,7.5,16.0,0.31866,2,,9.0,4.0,,,1.0,2.0,,,1.0,2.0,,1.0,1.0,1.0,2.0,0.0821,4.0,,,,1.0,1.0,0.0454,,,,,,,,,,,,,,
13472723,home,Grêmio,Dodi,dodi,Dodi,M,17,169.0,1040,M,870804,EUR,829699200,M,17,17,False,21.0,20.0,,,0.0,13.0,14.0,7.0,7.0,,,,,63.0,30.0,6.5,3.0,0.0079249,0,,,,,,4.0,1.0,,,,1.0,4.0,,,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,
13472723,home,Grêmio,Arthur,arthur,Arthur,M,29,172.0,8983,M,794927,EUR,839808000,M,29,29,False,71.0,63.0,7.0,6.0,0.0,31.0,35.0,32.0,36.0,9.0,,,,90.0,83.0,7.5,13.0,0.0438542,2,,3.0,,1.0,1.0,2.0,5.0,,,,,,1.0,1.0,4.0,1.0,0.1892,,,,,2.0,,0.5835,,arthurmelo,1.0,2.0,,,,,,,,,,
13472723,home,Grêmio,Alysson,alysson-edward-franco-da-rocha,Alysson,M,47,184.0,2252,M,1631879,EUR,1146787200,M,47,47,False,19.0,14.0,1.0,,0.0,7.0,7.0,7.0,12.0,2.0,,,,76.0,40.0,7.0,10.0,0.021635,3,,1.0,,1.0,1.0,6.0,2.0,1.0,,1.0,,2.0,,,1.0,1.0,0.1849,1.0,,Alysson Edward Franco da Rocha,,1.0,,0.4371,2.0,,,1.0,1.0,1.0,,,,,,,,
13472723,home,Grêmio,Edenilson,edenilson,Edenilson,M,8,175.0,1388,M,221636,EUR,629942400,M,8,8,False,19.0,17.0,1.0,1.0,0.0,5.0,6.0,12.0,13.0,2.0,,,,88.0,34.0,7.0,5.0,0.0886043,1,,2.0,1.0,,,1.0,4.0,,,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.3906,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,
13472723,home,Grêmio,Francis Amuzu,amuzu-francis,F. Amuzu,M,9,170.0,1934,M,901889,EUR,935366400,M,9,9,False,23.0,19.0,,,0.0,7.0,8.0,12.0,15.0,1.0,,,,76.0,34.0,7.1,9.0,0.0486991,1,,4.0,1.0,2.0,1.0,3.0,4.0,,,,1.0,,,,,1.0,0.0419,,,,,1.0,,0.1916,,,,1.0,3.0,,3.0,,,,,,,
