match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceCreated,stat_shotOffTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_totalContest,stat_wonContest,stat_bigChanceMissed,captain,stat_errorLeadToAShot,stat_goodHighClaim,stat_outfielderBlock,stat_totalOffside,stat_hitWoodwork
14288990,home,Vitória SC,Oumar Camara,oumar-camara,O. Camara,F,19,176,863,M,1563640,EUR,1178841600,F,19,19,False,12.0,9.0,,,0.0,2.0,3.0,7.0,9.0,1.0,,2.0,,,,,45.0,15.0,6.2,5.0,0.0459243,13.839740264285,2.0,10.069941234787,0.0,,1,,0.11,0.02,-0.13,,,,3.0,,1.0,,,,1.0,2.0,2.0,,,,1.0,,,,0.0393,,-0.22,1.0,1.0,,,,,,,1.0,,,,
14288990,home,Vitória SC,Miguel Nóbrega,miguel-nobrega,M. Nóbrega,D,3,186,136,M,1066233,EUR,955929600,D,3,3,True,40.0,36.0,3.0,2.0,0.0,27.0,27.0,9.0,13.0,4.0,2.0,4.0,,,,,74.0,45.0,6.8,4.0,0.00188614,73.940349515123,12.0,31.691882831338,0.0,,1,,0.04,0.04,0.19,,,,3.0,,,,1.0,1.0,,1.0,,,,2.0,3.0,,1.0,,0.0135,,-0.07,,,,,,,,,,,,,
14288990,home,Vitória SC,Telmo Arcanjo,telmo-arcanjo,T. Arcanjo,M,18,180,562,M,1035280,EUR,993081600,M,18,18,True,20.0,16.0,1.0,,0.0,2.0,2.0,14.0,18.0,3.0,,1.0,1.0,,,,45.0,35.0,6.7,10.0,0.018271,105.74896175977,11.0,14.194943766867,1.0,,3,,-0.01,0.0,-0.01,,2.0,,2.0,,1.0,,1.0,,,,1.0,,,,,,2.0,,0.068,,0.02,,1.0,12.335105214811,15.278024250537,2.0,1.0,,,,,,,
14288990,home,Vitória SC,Nélson Oliveira,nelson-oliveira,N. Oliveira,F,7,186,454,M,42898,EUR,681609600,F,7,7,True,15.0,10.0,1.0,1.0,0.0,1.0,1.0,9.0,14.0,2.0,,1.0,1.0,,,,45.0,21.0,6.5,8.0,0.0170763,57.434320938667,6.0,-5.8334740371352,0.0,,0,,0.08,-0.63,0.0,,,,4.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,3.0,,,,,,,,
14288990,home,Vitória SC,Miguel Maga,miguel-maga,M. Maga,D,2,175,183,M,1131047,EUR,1037404800,D,2,2,True,8.0,8.0,,,0.0,3.0,3.0,5.0,5.0,,,2.0,,,,,16.0,12.0,7.1,1.0,0.146306,,,,,,0,,0.41,,0.15,,1.0,,,,,1.0,,,,,1.0,Miguel Maga,,,,,,,,,,,,,,,,,,,,,,
14288990,home,Vitória SC,Orest Lebedenko,orest-lebedenko,O. Lebedenko,D,17,174,158,M,844409,EUR,906508800,D,17,17,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,0.00906773,,,,,,0,,,,,,,,2.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
14288990,home,Vitória SC,Juan Castillo,juan-castillo,J. Castillo,G,25,191,383,M,1175004,EUR,1042416000,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Juan Castillo,,,,,,,,,,,,,,,,,,,,,,
14288990,home,Vitória SC,Fabio Blanco,blanco-fabio,F. Blanco,M,22,179,419,M,1130363,EUR,1077062400,F,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288990,home,Vitória SC,Matija Mitrović,mitrovic-matija,M. Mitrović,M,6,182,262,M,1166097,EUR,1102809600,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Matija Mitrovic,,,,,,,,,,,,,,,,,,,,,,
14288990,home,Vitória SC,Alioune Ndoye,alioune-ndoye,A. Ndoye,F,90,186,952,M,1063255,EUR,1002153600,F,90,90,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288990,away,CF Estrela Amadora,Renan Ribeiro,renan-ribeiro,R. Ribeiro,G,40,193,154,M,82598,EUR,638150400,G,40,40,False,36.0,21.0,22.0,9.0,0.0,15.0,22.0,6.0,14.0,2.0,1.0,5.0,1.0,2.0,4.0,1.0,90.0,45.0,7.0,15.0,0.0006384,75.617519889645,15.0,18.479959921232,0.0,0.9298,0,0.9633,0.02,0.01,-0.49,0.56,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,1.0,,,
14288990,away,CF Estrela Amadora,Jefferson Encada,encada-jefferson,J. Encada,D,17,188,310,M,851283,EUR,892771200,D,17,17,False,26.0,23.0,4.0,2.0,0.0,18.0,19.0,5.0,7.0,5.0,3.0,5.0,2.0,,,,90.0,53.0,6.4,7.0,0.0133092,90.495078931082,13.0,52.010952403468,0.0,,0,,0.06,0.15,-0.36,,,,3.0,1.0,,4.0,1.0,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,
14288990,away,CF Estrela Amadora,Luan Patrick,luan-patrick,Luan Patrick,D,30,190,250,M,1002565,EUR,1011484800,D,30,30,False,52.0,41.0,17.0,9.0,0.0,33.0,38.0,8.0,14.0,4.0,3.0,9.0,,,,,90.0,68.0,6.7,11.0,0.00208855,183.4124577657,28.0,76.979764799722,0.0,,0,,0.06,0.15,0.28,,,,1.0,,,3.0,2.0,,,,,,,1.0,,,,,,,,,,,,2.0,2.0,,,,,1.0,,
14288990,away,CF Estrela Amadora,Bernardo Schappo,schappo-bernardo,B. Schappo,D,14,191,183,M,1017590,EUR,922060800,D,14,14,False,56.0,51.0,8.0,3.0,0.0,41.0,43.0,10.0,13.0,4.0,5.0,5.0,1.0,,,,90.0,72.0,7.1,9.0,0.0502177,88.899948082088,12.0,41.131347882894,1.0,,0,,0.18,0.15,-0.1,,,,5.0,,1.0,,2.0,1.0,3.0,3.0,,,,1.0,1.0,,,,,,,,,16.486482863021,17.51728977325,,,,,,,2.0,,
14288990,away,CF Estrela Amadora,Otavio,otavio,Otávio,D,83,193,47,M,2115909,EUR,1132876800,D,83,83,False,24.0,23.0,,,0.0,15.0,16.0,8.0,8.0,6.0,4.0,2.0,3.0,,,,65.0,49.0,6.8,7.0,0.00657164,83.905584441058,13.0,24.201336067048,0.0,,0,,0.09,0.1,-0.03,,,,3.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,3.0,1.0,,,,,1.0,,
14288990,away,CF Estrela Amadora,Stefan Leković,stefan-lekovic,S. Leković,D,4,194,876,M,1146225,EUR,1073606400,M,4,4,False,27.0,19.0,4.0,,0.0,16.0,21.0,3.0,6.0,1.0,7.0,5.0,,,,,66.0,44.0,6.4,8.0,0.116705,85.657802095689,11.0,43.512972523002,0.0,,1,,-0.05,0.15,0.17,,,,2.0,,,4.0,1.0,,,1.0,,Stefan Lekovic,,1.0,,,,,0.0782,,-0.07,,1.0,,,,,,,,,,,
14288990,away,CF Estrela Amadora,Abraham Marcus,abraham-marcus,A. Marcus,M,99,178,267,M,1090543,EUR,946771200,M,99,99,False,21.0,17.0,4.0,2.0,1.0,9.0,9.0,8.0,12.0,6.0,1.0,2.0,,,,,90.0,41.0,6.8,13.0,0.258796,171.82523896625,17.0,70.281837668763,3.0,,1,,0.2,0.33,-0.12,,3.0,1.0,7.0,,4.0,,3.0,,2.0,2.0,2.0,Abraham Marcus,,1.0,3.0,1.0,,,0.4247,0.3068,-0.4,1.0,,23.799797586228,67.083823156239,1.0,,1.0,,,,,1.0,
14288990,away,CF Estrela Amadora,Eddy Doué,eddy-doue,E. Doué,M,39,180,206,M,2368703,EUR,1134259200,M,39,39,False,26.0,18.0,,,0.0,12.0,17.0,6.0,9.0,3.0,3.0,4.0,1.0,,,,75.0,39.0,6.1,12.0,0.00380737,60.969637037106,9.0,16.000726737886,0.0,,0,,-0.17,0.06,-0.12,,,,6.0,,2.0,,,,1.0,2.0,,Eddy,Doué,1.0,,,,,,,,,,,,3.0,2.0,,,,,1.0,,
14288990,away,CF Estrela Amadora,Paulo Moreira,paulo-daniel-valente-moreira,P. Moreira,M,19,176,57,M,1090646,EUR,950745600,M,19,19,False,31.0,22.0,4.0,3.0,0.0,11.0,15.0,11.0,16.0,9.0,,6.0,2.0,,,,90.0,59.0,7.6,24.0,0.00924385,116.63321426574,11.0,41.254672405171,1.0,,2,,-0.27,-0.07,-0.01,,1.0,,10.0,1.0,3.0,,5.0,3.0,6.0,2.0,,Paulo,Moreira,1.0,1.0,1.0,,1.0,0.4712,0.784,0.52,,1.0,25.21572244448,35.667208693701,4.0,1.0,,,,,1.0,,1.0
14288990,away,CF Estrela Amadora,Jovane Cabral,jovane-cabral,J. Cabral,F,11,176,1135,M,845802,EUR,897782400,M,11,11,False,35.0,27.0,2.0,1.0,0.0,19.0,23.0,8.0,12.0,3.0,,7.0,2.0,,,,83.0,50.0,5.8,16.0,0.0161668,164.81789584786,20.0,25.284394289532,1.0,,1,,-0.47,0.28,-0.23,,2.0,,7.0,,1.0,,1.0,1.0,4.0,5.0,1.0,,,,,1.0,,,0.1746,0.4538,0.22,1.0,,15.422491667891,17.337608139533,1.0,,,True,1.0,,,,
14288990,away,CF Estrela Amadora,Rodrigo Pinho,rodrigo-pinho,Rodrigo Pinho,F,9,185,215,M,801339,EUR,675561600,F,9,9,False,13.0,10.0,,,0.0,6.0,7.0,4.0,6.0,3.0,1.0,3.0,1.0,,,,65.0,22.0,6.6,4.0,0.00139178,8.5898941794303,2.0,3.2443228650858,0.0,,0,,-0.03,0.02,0.24,,,,4.0,,,1.0,1.0,1.0,,,,,,3.0,1.0,,,,,,,,,,,1.0,,,,,,2.0,1.0,
14288990,away,CF Estrela Amadora,Max Scholze,scholze-max,M. Scholze,D,21,184,99,M,1410927,EUR,1114819200,D,21,21,True,10.0,9.0,,,0.0,7.0,8.0,2.0,2.0,1.0,,,,,,,25.0,15.0,6.3,2.0,0.00119756,18.531270927066,4.0,-3.5016502388741,0.0,,0,,-0.03,-0.03,-0.19,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14288990,away,CF Estrela Amadora,Leandro Antonetti,leandro-antonetti,L. Antonetti,F,7,189,334,M,1158547,EUR,1042416000,F,7,7,True,4.0,2.0,,,0.0,2.0,2.0,,2.0,1.0,,,,,,,25.0,6.0,6.5,2.0,3.619e-05,6.2639253667329,1.0,1.7383083682573,0.0,,1,,-0.33,0.16,-0.01,,,,,,,,,,,,,Leandro Antonetti,,,1.0,1.0,,,0.0761,0.1504,-0.2,,,,,,,,,,,,,
14288990,away,CF Estrela Amadora,Robson Lucas Oliveira Botelho,oliveira-botelho-robson-lucas,R. L. O. Botelho,M,8,180,75,M,2058164,EUR,1028678400,M,8,8,True,14.0,12.0,4.0,2.0,0.0,7.0,8.0,5.0,6.0,1.0,1.0,1.0,,,,,24.0,18.0,6.7,2.0,0.0115176,28.356607032184,4.0,4.3654558796813,0.0,,0,,0.17,0.02,-0.01,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
14288990,away,CF Estrela Amadora,Billal Brahimi,billal-brahimi,B. Brahimi,F,26,183,3087,M,948250,EUR,952992000,F,26,26,True,6.0,6.0,,,0.0,3.0,3.0,3.0,3.0,,,,,,,,15.0,10.0,6.5,3.0,0.0435382,14.622132189971,2.0,7.695872276057,0.0,,0,,0.05,0.07,-0.01,,2.0,1.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14288990,away,CF Estrela Amadora,Ianis Stoica,ianis-stoica,I. Stoica,F,10,180,561,M,910316,EUR,1039305600,F,10,10,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,13.0,5.0,6.5,1.0,0.00084182,48.006367180753,3.0,29.629431638389,1.0,,0,,0.0,0.03,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,27.655239882089,31.138266104586,,,,,,,,,
14288990,away,CF Estrela Amadora,Eduardo Dos Santos Haesler,eduardo-dos-santos-haesler,E. D. S. Haesler,G,13,195,50,M,939692,EUR,918604800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288990,away,CF Estrela Amadora,Alex Sola,alex-sola,A. Sola,M,63,173,71,M,2037671,EUR,1071360000,M,63,63,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Alex Sola,,,,,,,,,,,,,,,,,,,,,,
14288990,away,CF Estrela Amadora,Tom Moustier,tom-moustier,T. Moustier,M,28,185,56,M,1210450,EUR,1020297600,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Tom Moustier,,,,,,,,,,,,,,,,,,,,,,
14288990,away,CF Estrela Amadora,Jorge Meireles,jorge-meireles,J. Meireles,F,18,175,133,M,1164070,EUR,1081036800,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
