match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_lastName,stat_aerialWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalCross,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_challengeLost,captain,stat_accurateCross,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork,stat_ownGoals,stat_bigChanceMissed,stat_clearanceOffLine,stat_errorLeadToAShot
14065727,home,Stade Rennais,Brice Samba,brice-samba,B. Samba,G,30,186.0,2098,M,164055,EUR,767232000,G,30,30,False,31.0,23.0,10.0,2.0,0.0,23.0,25.0,6.0,1.0,6.0,1.0,3.0,4.0,90.0,39.0,7.7,8.0,0.00014834,0.7583,0,1.5527,0.03,0.02,-0.04,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065727,home,Stade Rennais,Abdelhamid Ait Boudlal,abdelhamid-ait-boudlal,A. A. Boudlal,D,48,190.0,4716,M,1597145,EUR,1145145600,D,48,48,False,21.0,17.0,3.0,1.0,0.0,10.0,10.0,11.0,2.0,3.0,,,,45.0,30.0,6.5,6.0,0.0276026,,0,,0.07,0.08,-0.13,,Abdelhamid Ait Boudlal,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
14065727,home,Stade Rennais,Jérémy Jacquet,jeremy-jacquet,J. Jacquet,D,97,191.0,9015,M,1445625,EUR,1121212800,D,97,97,False,55.0,50.0,4.0,3.0,0.0,24.0,26.0,29.0,1.0,4.0,,,,90.0,60.0,6.6,5.0,0.0113885,,1,,0.19,0.1,-0.06,,,26.0,1.0,2.0,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.2857,1.0,-0.55,,,,,,,,,,,,,,,,,
14065727,home,Stade Rennais,Anthony Rouault,anthony-rouault,A. Rouault,D,24,186.0,600,M,991479,EUR,991094400,D,24,24,False,57.0,54.0,2.0,1.0,0.0,30.0,32.0,25.0,2.0,4.0,,,,90.0,66.0,8.1,3.0,0.0232682,,1,,0.26,0.07,0.17,,,24.0,,1.0,,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0.3561,1.0,0.54,1.0,0.4873,,,,,,,,,,,,,,,
14065727,home,Stade Rennais,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176.0,5767,M,286909,EUR,797644800,M,95,95,False,20.0,14.0,,,0.0,5.0,7.0,13.0,4.0,3.0,1.0,,,45.0,39.0,6.5,13.0,0.00987396,,2,,-0.13,0.09,0.18,,,9.0,,2.0,,,3.0,,3.0,2.0,,,,,,2.0,0.0581,,-0.29,,,przemek.franek_,6.0,1.0,1.0,1.0,,,,,,,,,,
14065727,home,Stade Rennais,Ludovic Blas,ludovic-blas,L. Blas,F,10,180.0,1176,M,806076,EUR,883526400,M,10,10,False,31.0,28.0,4.0,4.0,0.0,4.0,5.0,26.0,5.0,6.0,4.0,,,89.0,53.0,6.5,13.0,0.0350678,,1,,0.16,0.24,-0.24,,,24.0,1.0,12.0,3.0,,,3.0,1.0,1.0,2.0,,,,,2.0,0.0606,3.0,-0.12,,,,2.0,2.0,,1.0,4.0,,,,,,,,,
14065727,home,Stade Rennais,Valentin Rongier,valentin-rongier,V. Rongier,M,21,172.0,1149,M,581314,EUR,786758400,M,21,21,False,63.0,58.0,,,0.0,19.0,19.0,44.0,3.0,5.0,2.0,,,90.0,72.0,6.7,8.0,0.0701463,,1,,0.15,0.36,-0.07,,,39.0,,5.0,2.0,1.0,1.0,,,,,,,,,2.0,0.0488,1.0,-0.24,,,,1.0,1.0,1.0,,1.0,True,,,,,,,,
14065727,home,Stade Rennais,Djaoui Cissé,djaoui-cisse,D. Cissé,M,6,188.0,1161,M,1445628,EUR,1075507200,M,6,6,False,30.0,26.0,2.0,2.0,0.0,7.0,7.0,23.0,6.0,5.0,,,,69.0,50.0,7.5,7.0,0.283092,,5,,0.47,0.3,0.15,,,19.0,1.0,3.0,3.0,1.0,,,5.0,4.0,1.0,,,,,,0.1247,2.0,-0.51,,,,,,3.0,2.0,,,,,,,,,,
14065727,home,Stade Rennais,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173.0,1164,M,1102502,EUR,1021507200,M,26,26,False,44.0,34.0,5.0,2.0,0.0,13.0,16.0,28.0,3.0,5.0,,,,90.0,74.0,7.1,16.0,0.0326136,,2,,0.36,0.15,0.17,,Quentin Merlin,21.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,1.0,,0.0532,1.0,-0.09,,,,5.0,1.0,,2.0,1.0,,1.0,1.0,,,,,,
14065727,home,Stade Rennais,Esteban Lepaul,lepaul-esteban,E. Lepaul,F,9,177.0,1997,M,966621,EUR,956016000,F,9,9,False,10.0,5.0,1.0,,0.0,2.0,4.0,6.0,2.0,2.0,,,,90.0,14.0,6.5,7.0,0.00674281,,1,,0.01,0.2,-0.06,,,3.0,2.0,4.0,,,,,1.0,,1.0,,1.0,,,1.0,0.0465,1.0,0.0,,,,1.0,,,1.0,1.0,,,,,,,,,
14065727,home,Stade Rennais,Breel Embolo,breel-embolo,B. Embolo,F,7,185.0,4494,M,352296,EUR,855878400,F,7,7,False,8.0,6.0,,,0.0,,,8.0,2.0,1.0,2.0,,,69.0,22.0,5.7,8.0,0.0727814,,2,,0.22,0.04,-0.07,,,6.0,1.0,14.0,2.0,,,2.0,,,1.0,,,1.0,,8.0,0.1879,2.0,-0.61,,0.0153,breelembolo97,1.0,3.0,1.0,,1.0,,1.0,,,,,,,
