match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,stat_fouls,stat_dispossessed,stat_shotOffTarget,stat_keyPass,captain,stat_bigChanceCreated,stat_totalOffside,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_goalAssist,stat_goals
10411698,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,30.0,16.0,20.0,6.0,13.0,16.0,3.0,14.0,1.0,9.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,90.0,46.0,6.5,14.0,0.0,0.0,0.00043523,0,-1.0477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411698,home,Hellas Verona,Giangiacomo Magnani,giangiacomo-magnani,G. Magnani,D,96,190,252,M,812829,EUR,812764800,D,23,23,False,23.0,17.0,6.0,3.0,14.0,16.0,3.0,7.0,,3.0,,,,,,,,45.0,28.0,6.3,7.0,0.0,0.0,0.00184179,0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411698,home,Hellas Verona,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,6,6,False,51.0,27.0,12.0,1.0,24.0,32.0,3.0,19.0,9.0,12.0,2.0,,,,,,,90.0,70.0,6.3,25.0,0.0,0.0,0.0007185,0,,4.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
10411698,home,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188,1744,M,288321,EUR,800928000,D,27,27,False,57.0,43.0,13.0,6.0,33.0,40.0,10.0,17.0,4.0,11.0,2.0,,,,,,,90.0,69.0,6.7,16.0,0.0706,0.0,0.176675,1,,2.0,1.0,,5.0,2.0,8.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
10411698,home,Hellas Verona,Davide Faraoni,davide-faraoni,D. Faraoni,D,19,180,300,M,32040,EUR,688348800,M,5,5,False,27.0,16.0,3.0,1.0,12.0,16.0,4.0,11.0,4.0,10.0,2.0,,,,,,,81.0,48.0,6.6,12.0,0.0,0.0,0.00383671,0,,5.0,1.0,,5.0,2.0,9.0,1.0,1.0,,,1.0,,2.0,,,1.0,True,1.0,1.0,,,,,,,,,,,,
10411698,home,Hellas Verona,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182,371,M,139235,EUR,760320000,M,61,61,False,29.0,25.0,6.0,6.0,18.0,19.0,7.0,10.0,4.0,6.0,,,,,,,,90.0,42.0,6.6,6.0,0.0,0.0,0.00474505,0,,4.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,
10411698,home,Hellas Verona,Ondrej Duda,ondrej-duda,O. Duda,M,11,181,1121,M,246319,EUR,786585600,M,33,33,False,31.0,22.0,2.0,1.0,13.0,13.0,9.0,18.0,10.0,9.0,1.0,,,,,,,90.0,49.0,7.0,11.0,0.0358,0.3383,0.00775144,1,,1.0,,,1.0,2.0,4.0,1.0,5.0,4.0,,1.0,3.0,1.0,,,,,,,,,1.0,,,,,,,,,
10411698,home,Hellas Verona,Josh Doig,josh-doig,J. Doig,D,3,189,836,M,989276,EUR,1021680000,M,3,3,False,16.0,9.0,3.0,1.0,5.0,7.0,4.0,9.0,4.0,3.0,2.0,,,,,,,45.0,37.0,5.9,14.0,0.0194,0.0,0.00223937,1,,,,2.0,3.0,,8.0,,3.0,2.0,,1.0,,2.0,2.0,,,,,,,,,1.0,1.0,,,,,,,
10411698,home,Hellas Verona,Darko Lazović,darko-lazovic,D. Lazović,M,88,181,680,M,41157,EUR,653356800,F,8,8,False,24.0,19.0,,,11.0,12.0,10.0,18.0,,6.0,,,,,,,,90.0,43.0,7.1,17.0,0.0242,0.3735,0.439521,1,,,,4.0,1.0,,2.0,,1.0,,,,,,,,3.0,,1.0,1.0,,,1.0,,,6.0,2.0,,,,,
10411698,home,Hellas Verona,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179,1937,M,877037,EUR,959299200,F,26,26,False,15.0,7.0,2.0,,4.0,8.0,4.0,8.0,4.0,2.0,,,,,,,,73.0,24.0,6.3,11.0,0.0177,0.0,0.0577662,1,,1.0,1.0,1.0,4.0,3.0,10.0,2.0,2.0,,,,1.0,2.0,,1.0,,,,,,,,,,1.0,1.0,,,,,
