match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_outfielderBlock,stat_accurateCross,stat_wasFouled,stat_ownGoals,stat_goalAssist,stat_totalOffside,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded,player_sofascoreId
11453076,home,Damac FC,Mohammed Al-Mahasneh,mohammed-al-mahasneh,M. Al-Mahasneh,G,33,180.0,55,M,1018709,EUR,862185600,G,33,33,False,21.0,18.0,6.0,3.0,17.0,20.0,1.0,1.0,7.0,4.0,5.0,90.0,28.0,7.3,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453076,home,Damac FC,Alhwsawi Sanousi Mohammed,alhwsawi-sanousi-mohammed,A. S. Mohammed,D,12,172.0,20,M,1085415,EUR,902707200,D,21,21,False,45.0,38.0,3.0,2.0,18.0,20.0,20.0,28.0,2.0,,,90.0,71.0,6.9,12.0,1,Alhwsawi Sanousi Mohammed,,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11453076,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,5,182.0,329,M,880083,EUR,646099200,D,15,15,False,50.0,45.0,7.0,5.0,31.0,33.0,14.0,17.0,6.0,,,90.0,62.0,6.9,7.0,1,,,,4.0,7.0,4.0,,,,,2.0,3.0,3.0,1.0,True,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11453076,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,3,185.0,1163,M,906407,EUR,702172800,D,3,3,False,45.0,40.0,11.0,7.0,30.0,30.0,10.0,15.0,4.0,,,90.0,60.0,7.1,6.0,1,,,,,,1.0,,,,,5.0,3.0,,,,1.0,,,,,1.0,1.0,3.0,,,,,,,,,,,,
11453076,home,Damac FC,Dhari Al-Enezi,dhari-al-enezi,D. Al-Enezi,D,20,170.0,42,M,1214301,EUR,957571200,D,20,20,False,40.0,36.0,2.0,1.0,18.0,19.0,19.0,23.0,4.0,,,90.0,59.0,6.6,7.0,0,Dhari Al-Enezi,,2.0,,5.0,4.0,,2.0,1.0,,1.0,1.0,4.0,1.0,,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,
11453076,home,Damac FC,Bader Munshi,bader-munshi,B. Munshi,M,16,178.0,9,M,1102071,EUR,929836800,M,16,16,False,37.0,34.0,2.0,1.0,20.0,20.0,14.0,17.0,2.0,,,89.0,56.0,6.6,7.0,0,Bader Munshi,,,1.0,8.0,10.0,,5.0,2.0,,,2.0,4.0,,,,,,4.0,2.0,,,,,4.0,1.0,,,,,,,,,
11453076,home,Damac FC,Domagoj Antolić,domagoj-antolic,D. Antolić,M,8,180.0,103,M,67645,EUR,646704000,M,17,17,False,56.0,54.0,2.0,2.0,26.0,26.0,28.0,30.0,5.0,,,89.0,69.0,7.3,7.0,0,,,,1.0,3.0,4.0,,2.0,1.0,,1.0,1.0,1.0,3.0,,1.0,,,2.0,1.0,2.0,,,,,,1.0,,,,,,,,
11453076,home,Damac FC,Ahmad Zain,ahmad-zain,A. Zain,M,49,177.0,14,M,818809,EUR,678412800,M,49,49,False,36.0,29.0,,,7.0,9.0,23.0,30.0,6.0,,,69.0,54.0,6.8,15.0,1,,,3.0,,4.0,2.0,1.0,3.0,1.0,,,1.0,,2.0,,,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,1.0,,,,,,,
11453076,home,Damac FC,Nicolae Stanciu,nicolae-stanciu,N. Stanciu,M,8,171.0,4005,M,108673,EUR,736732800,M,31,31,False,51.0,37.0,9.0,5.0,6.0,8.0,31.0,49.0,7.0,,,90.0,75.0,8.2,23.0,6,,,6.0,,1.0,5.0,,1.0,1.0,3.0,1.0,,,4.0,,,1.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,,,1.0,,,,,,
11453076,home,Damac FC,Georges-Kévin N'Koudou,georges-kevin-nkoudou,G. N'Koudou,M,11,172.0,2369,M,342909,EUR,792633600,M,10,10,False,52.0,43.0,9.0,5.0,11.0,11.0,32.0,42.0,6.0,,,89.0,81.0,10.0,17.0,7,,,1.0,,4.0,6.0,1.0,4.0,2.0,4.0,,2.0,1.0,6.0,,,,2.0,1.0,,2.0,1.0,,,3.0,,1.0,1.0,2.0,3.0,,,,,
