match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_totalCross,stat_accurateCross,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_shotOffTarget,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed
11407346,home,Frosinone,Michele Cerofolini,michele-cerofolini,M. Cerofolini,G,31,191,126,M,869273,EUR,915408000,G,31,31,False,30.0,14.0,19.0,3.0,13.0,15.0,1.0,15.0,4.0,3.0,5.0,90.0,37.0,7.0,16.0,0.0,0.0,0.00013215,0,-0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407346,home,Frosinone,Anthony Oyono,anthony-oyono,A. Oyono,D,20,179,394,M,1106257,EUR,987033600,D,22,22,False,37.0,27.0,4.0,1.0,17.0,20.0,10.0,17.0,8.0,,,90.0,74.0,7.2,13.0,0.0,0.0,0.0162897,0,,Anthony Oyono,,1.0,2.0,3.0,10.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,
11407346,home,Frosinone,Ilario Monterisi,ilario-monterisi,I. Monterisi,D,30,190,147,M,1009363,EUR,1008720000,D,30,30,False,47.0,31.0,11.0,3.0,26.0,34.0,5.0,13.0,8.0,,,90.0,63.0,7.8,16.0,0.3053,0.306,0.0149131,1,,,,4.0,8.0,4.0,11.0,,,,8.0,1.0,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,
11407346,home,Frosinone,Simone Romagnoli,simone-romagnoli,S. Romagnoli,D,4,193,92,M,111487,EUR,634521600,D,6,6,False,38.0,30.0,4.0,2.0,24.0,27.0,6.0,11.0,4.0,,,90.0,47.0,7.1,8.0,0.0,0.0,0.00291121,0,,,,3.0,1.0,3.0,3.0,,,,5.0,,2.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
11407346,home,Frosinone,Riccardo Marchizza,marchizza-riccardo,R. Marchizza,D,5,185,121,M,792311,EUR,890870400,D,3,3,False,24.0,18.0,7.0,2.0,9.0,11.0,10.0,15.0,2.0,,,90.0,43.0,6.9,10.0,0.0,0.0,0.0301374,0,,,,1.0,1.0,4.0,3.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,,1.0,,,,2.0,1.0,,2.0,1.0,,,,,,,
11407346,home,Frosinone,Luca Mazzitelli,luca-mazzitelli,L. Mazzitelli,M,4,180,415,M,369866,EUR,816393600,M,36,36,False,42.0,29.0,7.0,3.0,17.0,19.0,12.0,24.0,11.0,,,90.0,65.0,7.0,17.0,0.1114,0.0274,0.00783263,2,,,,3.0,3.0,7.0,7.0,1.0,,,3.0,1.0,1.0,,1.0,3.0,1.0,1.0,,1.0,,,,1.0,,True,2.0,1.0,,,,
11407346,home,Frosinone,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186,6499,M,1087316,EUR,990489600,M,45,45,False,38.0,33.0,3.0,2.0,19.0,20.0,14.0,18.0,4.0,,,74.0,46.0,6.7,5.0,0.0,0.0,0.0100383,0,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,
11407346,home,Frosinone,Francesco Gelli,francesco-gelli,F. Gelli,M,10,173,62,M,595900,EUR,845337600,M,14,14,False,27.0,22.0,,,10.0,11.0,13.0,17.0,6.0,,,90.0,49.0,6.8,15.0,0.0218,0.0,0.043838,1,,,,,2.0,4.0,5.0,,2.0,1.0,1.0,2.0,1.0,,6.0,1.0,2.0,,,,1.0,,,1.0,1.0,,2.0,,1.0,,,
11407346,home,Frosinone,Abdou Harroui,abdou-harroui,A. Harroui,M,21,181,1064,M,915812,EUR,884649600,M,21,21,False,21.0,19.0,,,7.0,8.0,12.0,13.0,6.0,,,82.0,37.0,7.4,6.0,0.0871,0.2843,0.0684697,2,,,,,,4.0,1.0,1.0,2.0,1.0,,2.0,,,1.0,,1.0,1.0,1.0,,2.0,,,,,,1.0,1.0,,,,
11407346,home,Frosinone,Jaime Báez,jaime-baez,J. Báez,M,28,178,206,M,796443,EUR,798768000,M,7,7,False,21.0,14.0,3.0,,5.0,8.0,9.0,14.0,6.0,,,60.0,33.0,6.6,10.0,0.0354,0.2425,0.0318027,2,,,,,,4.0,4.0,1.0,3.0,2.0,,1.0,,,,2.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,,1.0,,
