match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_fouls,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_aerialLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_totalOffside,player_firstName,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAShot,stat_goalAssist
10385540,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,29.0,26.0,5.0,3.0,24.0,26.0,2.0,3.0,6.0,1.0,1.0,90.0,31.0,5.5,3.0,0.0,0.0,0.00015999,0,-3.2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385540,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7696,M,252821,EUR,753408000,D,22,22,False,32.0,26.0,1.0,1.0,14.0,15.0,12.0,18.0,1.0,,,57.0,43.0,5.6,9.0,0.1502,0.0,0.0319869,1,,nelsonsemedo50,1.0,6.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385540,home,Wolverhampton,Craig Dawson,craig-dawson,C. Dawson,D,,188,419,M,50027,EUR,641952000,D,15,15,False,45.0,37.0,6.0,2.0,25.0,25.0,12.0,20.0,5.0,,,45.0,53.0,6.7,8.0,0.1884,0.0,0.00502686,1,,,,2.0,,,,,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10385540,home,Wolverhampton,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,23,23,False,72.0,62.0,8.0,4.0,32.0,34.0,31.0,40.0,7.0,,,90.0,80.0,6.2,12.0,0.0,0.0,0.29972,0,,,2.0,4.0,,,,,1.0,3.0,5.0,,1.0,,,,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,
10385540,home,Wolverhampton,Jonny Otto,jonny-otto,J. Otto,D,17,175,572,M,235648,EUR,762652800,D,19,19,False,42.0,29.0,2.0,1.0,12.0,17.0,17.0,25.0,10.0,,,84.0,67.0,5.8,21.0,0.0476,0.0493,0.306896,1,,,,6.0,2.0,,,,2.0,2.0,6.0,,1.0,,2.0,2.0,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,,,,,,,,,
10385540,home,Wolverhampton,Rúben Neves,ruben-neves,R. Neves,M,8,181,15401,M,280955,EUR,858211200,M,8,8,False,66.0,53.0,14.0,6.0,22.0,23.0,31.0,44.0,10.0,,,76.0,84.0,7.3,15.0,0.2153,0.0,0.0252143,5,,rubenneves,1.0,1.0,,,,2.0,1.0,,6.0,3.0,,,3.0,2.0,,,2.0,2.0,3.0,,,,,,1.0,,True,,,,,,,,
10385540,home,Wolverhampton,Mario Lemina,mario-lemina,M. Lemina,M,99,184,8756,M,307284,EUR,746841600,M,5,5,False,70.0,60.0,2.0,2.0,42.0,47.0,18.0,23.0,8.0,,,90.0,90.0,6.8,13.0,0.0965,0.0,0.0123386,1,,,,6.0,2.0,2.0,,,,1.0,8.0,1.0,2.0,,3.0,3.0,,1.0,4.0,3.0,2.0,,,,,,1.0,1.0,,1.0,,,,,,,
10385540,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176,14959,M,1015267,EUR,981936000,M,35,35,False,53.0,46.0,,,19.0,22.0,27.0,31.0,7.0,,,90.0,66.0,6.7,11.0,0.0296,0.0,0.0357798,1,,joaogomes.01,,4.0,1.0,,,1.0,1.0,1.0,7.0,,,1.0,5.0,2.0,,1.0,1.0,,,,,,,3.0,1.0,2.0,,,,,,,,,
10385540,home,Wolverhampton,Pedro Neto,pedro-neto,P. Neto,M,7,172,39913,M,879349,EUR,952560000,F,7,7,False,23.0,21.0,1.0,1.0,6.0,7.0,15.0,18.0,1.0,,,45.0,33.0,7.2,6.0,0.169,0.0,0.0314504,1,,pedroneto_30,2.0,2.0,,1.0,,1.0,1.0,,3.0,,,,,,,,2.0,2.0,,1.0,,,,1.0,1.0,2.0,,,,,,,,,
10385540,home,Wolverhampton,Raúl Jiménez,raul-jimenez,R. Jiménez,F,7,189,17432,M,192442,EUR,673401600,F,9,9,False,19.0,13.0,1.0,1.0,5.0,5.0,8.0,14.0,1.0,,,90.0,26.0,6.7,7.0,0.6211,0.505,0.0282729,2,,RJimenez9,,5.0,,,1.0,,,5.0,6.0,,,,1.0,,,5.0,,,,,2.0,,,1.0,,2.0,,,,,,,,,
