match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_aerialLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_lastManTackle,stat_expectedGoals,stat_keyPass,stat_bigChanceMissed,stat_blockedScoringAttempt,captain,stat_hitWoodwork,stat_penaltyWon,stat_penaltyMiss,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_goalAssist,player_sofascoreId,stat_penaltyConceded
11391383,home,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188,2069,M,1154630,EUR,1110499200,G,50,50,False,24.0,16.0,11.0,3.0,15.0,18.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,90.0,35.0,6.5,9.0,0.00014158,0,-0.7083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391383,home,Toulouse,Warren Kamanzi,,,warren-kamanzi,W. Kamanzi,M,12,177,196,M,1048366,EUR,973900800,D,12,12,False,31.0,30.0,2.0,2.0,13.0,13.0,18.0,21.0,,1.0,3.0,1.0,1.0,,,70.0,47.0,6.4,5.0,0.0550152,0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391383,home,Toulouse,Christian Mawissa,,,christian-mawissa,C. Mawissa,D,13,184,895,M,1407848,EUR,1113782400,D,13,13,False,62.0,57.0,4.0,2.0,37.0,41.0,20.0,21.0,1.0,4.0,9.0,2.0,1.0,,,90.0,80.0,6.8,8.0,0.00506835,0,,,,5.0,,4.0,3.0,2.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391383,home,Toulouse,Rasmus Nicolaisen,,,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,73.0,63.0,8.0,3.0,53.0,55.0,10.0,18.0,3.0,5.0,6.0,,1.0,,,90.0,79.0,6.5,10.0,0.00425119,0,,,,7.0,,2.0,,,,,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
11391383,home,Toulouse,Gabriel Suazo,,,gabriel-suazo,G. Suazo,M,12,178,3981,M,818986,EUR,871084800,D,17,17,False,56.0,41.0,11.0,4.0,25.0,29.0,17.0,32.0,,6.0,5.0,1.0,3.0,,,90.0,89.0,6.5,24.0,0.0265438,1,,5.0,1.0,10.0,2.0,3.0,2.0,1.0,2.0,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0244,1.0,,,,,,,,,,,,,,,,,,,,
11391383,home,Toulouse,Cristian Cásseres Jr.,,,cristian-casseres-jr,C. Cásseres Jr.,M,23,174,1378,M,878938,EUR,948326400,M,24,24,False,35.0,28.0,4.0,1.0,21.0,23.0,7.0,12.0,,3.0,5.0,,,,,62.0,41.0,6.5,7.0,0.0453941,1,,,,,,,,,,,,,3.0,2.0,,,,0.3295,,1.0,1.0,,,,,,,,,,,,,,,,,,
11391383,home,Toulouse,Vincent Sierro,,,vincent-sierro,V. Sierro,M,14,184,461,M,794412,EUR,813110400,M,8,8,False,29.0,21.0,3.0,2.0,8.0,8.0,14.0,26.0,3.0,8.0,4.0,3.0,3.0,,,90.0,59.0,7.0,18.0,0.0970929,3,,5.0,1.0,6.0,1.0,,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,0.8654,1.0,1.0,2.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,
11391383,home,Toulouse,Aron Dønnum,,,aron-donnum,A. Dønnum,M,15,179,643,M,863133,EUR,893030400,M,15,15,False,23.0,18.0,1.0,,5.0,6.0,14.0,18.0,,2.0,1.0,2.0,2.0,,,88.0,36.0,6.5,10.0,0.113387,1,,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,0.0274,1.0,,,,,,,1.0,1.0,0.0559,,,,,,,,,,,
11391383,home,Toulouse,Niklas Schmidt,,,niklas-schmidt,N. Schmidt,M,31,183,152,M,795002,EUR,888710400,M,20,20,False,52.0,43.0,6.0,6.0,16.0,19.0,29.0,38.0,,2.0,4.0,1.0,1.0,,,88.0,66.0,7.0,15.0,0.102322,1,,5.0,2.0,4.0,2.0,,,,1.0,,,,1.0,,2.0,,,0.011,1.0,,,,,,,1.0,,0.0476,,,,,,,,,,,
11391383,home,Toulouse,Shavy Warren Babicka,,,babicka-shavy-warren,S. W. Babicka,F,80,180,1188,M,1136280,EUR,959817600,M,80,80,False,14.0,10.0,,,3.0,3.0,7.0,11.0,,2.0,1.0,,,,,62.0,18.0,6.5,5.0,0.0105221,0,,,,3.0,,2.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
