match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_challengeLost,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_aerialLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_goalAssist,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,player_sofascoreId
11451089,home,Gaziantep FK,Florin Niță,florin-nita,F. Niță,G,185,1579,M,83551,EUR,552268800,G,33,33,False,19.0,13.0,15.0,9.0,7.0,7.0,6.0,12.0,6.0,2.0,2.0,90.0,27.0,7.2,7.0,0.00073567,0,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451089,home,Gaziantep FK,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,175,571,M,899069,EUR,862790400,D,11,11,False,39.0,33.0,5.0,3.0,15.0,16.0,19.0,28.0,13.0,,,90.0,82.0,7.1,25.0,0.0315448,0,,19,5.0,1.0,1.0,6.0,7.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,
11451089,home,Gaziantep FK,Arda Kızıldağ,arda-kizildag,A. Kızıldağ,D,187,127,M,904228,EUR,908409600,D,4,4,False,31.0,24.0,7.0,3.0,16.0,19.0,8.0,12.0,2.0,,,90.0,44.0,7.4,7.0,0.0164128,1,,4,,,1.0,3.0,4.0,,,,5.0,1.0,3.0,2.0,,1.0,,,1.0,1.0,2.0,0.0884,2.0,,,,,,,,,,,,,
11451089,home,Gaziantep FK,Nicolas N'Koulou,nicolas-nkoulou,N. N'Koulou,D,184,462,M,38533,EUR,638496000,D,63,63,False,26.0,25.0,2.0,1.0,22.0,22.0,3.0,4.0,2.0,,,90.0,35.0,7.9,1.0,0.00062705,2,,3,,,1.0,1.0,2.0,,,,3.0,1.0,1.0,1.0,,,,,1.0,,,0.2682,,2.0,1.0,0.5343,,,,,,,,,,
11451089,home,Gaziantep FK,Papy Djilobodji,papy-djilobodji,P. Djilobodji,D,193,175,M,106661,EUR,596937600,D,3,3,False,30.0,24.0,8.0,4.0,15.0,16.0,9.0,14.0,3.0,,,90.0,50.0,7.9,7.0,0.148301,1,,3,,,6.0,4.0,11.0,,,,6.0,2.0,3.0,1.0,1.0,2.0,,,,,4.0,0.1708,2.0,,,,True,1.0,1.0,1.0,,,,,,
11451089,home,Gaziantep FK,Júnior Morais,junior-morais,J. Morais,M,176,58,M,79056,EUR,522374400,D,13,13,False,19.0,14.0,3.0,,4.0,6.0,10.0,17.0,5.0,,,90.0,54.0,6.8,18.0,0.00940052,1,,12,4.0,,2.0,6.0,6.0,1.0,2.0,1.0,,,3.0,2.0,1.0,,Júnior,Morais,3.0,,,0.0203,1.0,,,,,1.0,1.0,,,,,,,
11451089,home,Gaziantep FK,Lazar Marković,lazar-markovic,L. Marković,M,175,330,M,98461,EUR,762566400,M,50,50,False,13.0,11.0,1.0,,2.0,4.0,9.0,9.0,3.0,,,63.0,27.0,6.8,6.0,0.0197847,2,,50,,,,3.0,6.0,2.0,3.0,2.0,,,3.0,1.0,1.0,1.0,,,,2.0,,0.0367,,,,,,,,,,,,,,
11451089,home,Gaziantep FK,Furkan Soyalp,furkan-soyalp,F. Soyalp,M,175,70,M,226992,EUR,802915200,M,5,5,False,28.0,20.0,6.0,4.0,7.0,9.0,13.0,19.0,3.0,,,90.0,36.0,7.0,9.0,0.0112153,0,,33,,,1.0,6.0,6.0,,1.0,,,,4.0,4.0,,1.0,,,2.0,,1.0,,,,,,,2.0,,1.0,,,,,,
11451089,home,Gaziantep FK,Marko Jevtović,marko-jevtovic,M. Jevtović,M,194,134,M,310068,EUR,743472000,M,8,8,False,14.0,11.0,1.0,,6.0,7.0,5.0,7.0,3.0,,,48.0,18.0,6.7,5.0,0.221666,1,,16,,,,2.0,,,,,1.0,,,,2.0,,,,,,2.0,0.0154,1.0,,,,,1.0,1.0,,,,,,,
11451089,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,177,793,M,180511,EUR,647395200,M,44,44,False,22.0,16.0,2.0,1.0,2.0,4.0,17.0,24.0,4.0,,,90.0,46.0,6.6,17.0,0.16713,1,,44,6.0,3.0,,9.0,3.0,5.0,3.0,2.0,1.0,,,,2.0,1.0,,,1.0,,1.0,0.1163,1.0,,,,,1.0,1.0,,,,,,,
