match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_penaltyWon,stat_outfielderBlock,stat_fouls,player_sofascoreId,captain,stat_shotOffTarget,stat_expectedGoals,stat_challengeLost,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceMissed
11067319,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,24.0,15.0,13.0,5.0,11.0,15.0,4.0,9.0,2.0,2.0,1.0,1.0,2.0,90.0,29.0,6.6,9.0,0.00084706,0,0.1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067319,home,Atlético Mineiro,Renzo Saravia,renzo-saravia,R. Saravia,D,26,178,1136,M,315916,EUR,740188800,D,26,26,False,53.0,43.0,3.0,2.0,21.0,24.0,22.0,32.0,,11.0,,,,89.0,87.0,7.6,19.0,0.025569,0,,,,3.0,1.0,1.0,5.0,12.0,1.0,7.0,4.0,3.0,3.0,3.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
11067319,home,Atlético Mineiro,Mauricio Lemos,mauricio-lemos,M. Lemos,D,4,186,1260,M,385916,EUR,820108800,D,28,28,False,62.0,50.0,18.0,9.0,38.0,39.0,12.0,23.0,3.0,7.0,,,,90.0,73.0,7.0,14.0,0.00338591,0,,,,,,1.0,1.0,5.0,1.0,,,2.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,
11067319,home,Atlético Mineiro,Jemerson,jemerson,Jemerson,D,21,184,1651,M,328519,EUR,714614400,D,34,34,False,66.0,58.0,7.0,3.0,48.0,51.0,10.0,15.0,2.0,5.0,,,,90.0,75.0,7.1,8.0,0.00949104,0,,,,,1.0,1.0,4.0,4.0,,,,1.0,2.0,2.0,,1.0,,2.0,3.0,,,,,,,,,,,,,,,,,
11067319,home,Atlético Mineiro,Guilherme Arana,guilherme-arana,G. Arana,D,13,176,4933,M,1127439,EUR,860976000,D,13,13,False,58.0,45.0,5.0,,19.0,23.0,26.0,39.0,1.0,12.0,,,,90.0,83.0,6.6,19.0,0.0275481,1,,,,4.0,1.0,,3.0,2.0,1.0,,,1.0,2.0,2.0,,,,,1.0,guiarana,True,1.0,0.0161,,,,,,,,,,,,,
11067319,home,Atlético Mineiro,Matías Zaracho,matias-zaracho,M. Zaracho,M,11,171,1332,M,859970,EUR,889488000,M,15,15,False,33.0,29.0,2.0,1.0,10.0,12.0,19.0,21.0,1.0,6.0,,,,89.0,49.0,7.1,9.0,0.0470185,0,,,,,2.0,,4.0,7.0,1.0,2.0,2.0,1.0,5.0,2.0,4.0,,,,,,,,,1.0,1.0,,,,,,,,,,,
11067319,home,Atlético Mineiro,Alan Franco,alan-franco,A. Franco,M,21,174,3281,M,822729,EUR,903657600,M,23,23,False,32.0,27.0,2.0,,15.0,16.0,12.0,17.0,,2.0,,,,90.0,39.0,6.3,6.0,0.0128114,0,,,,1.0,3.0,,6.0,1.0,,,,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,,,
11067319,home,Atlético Mineiro,Otávio,otavio,Otávio,M,94,173,1027,M,552686,EUR,768009600,M,5,5,False,51.0,44.0,2.0,1.0,24.0,26.0,20.0,25.0,,6.0,,,,90.0,59.0,7.0,7.0,0.0278894,0,,,,,2.0,,4.0,5.0,,,,2.0,4.0,2.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,
11067319,home,Atlético Mineiro,Rubens,rubens,Rubens,M,44,178,1492,M,1093196,EUR,993081600,M,44,44,False,35.0,26.0,,,10.0,14.0,17.0,27.0,,5.0,,,,85.0,55.0,6.6,20.0,0.438056,1,,Rubens,,6.0,4.0,4.0,11.0,7.0,5.0,,,,2.0,,1.0,1.0,,,2.0,,,,0.0242,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
11067319,home,Atlético Mineiro,Hulk,hulk,Hulk,F,7,180,24458,M,34705,EUR,522633600,F,7,7,False,44.0,33.0,6.0,2.0,8.0,8.0,25.0,37.0,,6.0,,,,89.0,70.0,8.5,21.0,0.529838,6,,,,1.0,2.0,,5.0,8.0,3.0,3.0,3.0,,,,5.0,5.0,,,,Hulk,,3.0,1.0529,,1.0,1.0,,1.0,1.0,,2.0,1.0,1.015,,,
