match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim
12499717,home,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,15.0,13.0,3.0,1.0,0.0,13.0,15.0,2.0,1.0,1.0,45.0,17.0,6.5,2.0,3.119e-05,0,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499717,home,RB Leipzig,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,3,3,False,35.0,32.0,2.0,1.0,0.0,20.0,22.0,6.0,,,80.0,64.0,7.5,9.0,0.0161891,1,,12.0,13.0,4.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.2762,0.2777,,,,,,,,,,,,,,,,,
12499717,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,39.0,32.0,3.0,1.0,0.0,21.0,25.0,2.0,,,90.0,56.0,7.7,8.0,0.0115053,1,,11.0,14.0,4.0,7.0,,,,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.3191,0.9382,True,2.0,5.0,2.0,2.0,1.0,,,,,,,,,,,
12499717,home,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2734,M,976421,EUR,1040083200,D,23,23,False,74.0,64.0,9.0,6.0,0.0,45.0,51.0,1.0,,,80.0,89.0,6.9,13.0,0.0207631,0,,19.0,24.0,,3.0,,1.0,1.0,,,6.0,,2.0,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,
12499717,home,RB Leipzig,Benjamin Henrichs,benjamin-henrichs,B. Henrichs,D,39,182,1142,M,319857,EUR,856656000,D,39,39,False,36.0,27.0,8.0,1.0,1.0,15.0,17.0,4.0,,,90.0,58.0,7.7,15.0,0.944232,0,,14.0,24.0,4.0,5.0,1.0,1.0,1.0,,,3.0,2.0,3.0,2.0,,1.0,1.0,1.0,,,,1.0,,1.0,,2.0,,,5.0,2.0,2.0,,,,,,
12499717,home,RB Leipzig,Amadou Haidara,amadou-haidara,A. Haidara,M,21,174,6620,M,822708,EUR,886204800,M,8,8,False,32.0,23.0,4.0,2.0,0.0,8.0,14.0,4.0,,,65.0,42.0,6.6,11.0,0.100013,0,,16.0,20.0,4.0,3.0,,,,,,3.0,,2.0,,,1.0,,2.0,,,,1.0,1.0,1.0,,,,,2.0,1.0,,amadou_haidara04,,,,,
12499717,home,RB Leipzig,Kevin Kampl,kevin-kampl,K. Kampl,M,,178,752,M,84251,EUR,655430400,M,44,44,False,58.0,56.0,,,0.0,31.0,32.0,5.0,,,90.0,74.0,7.0,9.0,0.137714,0,,26.0,30.0,3.0,4.0,,1.0,1.0,,,,2.0,1.0,1.0,,4.0,,1.0,,,,,2.0,2.0,,1.0,,,4.0,1.0,,,,,,,
12499717,home,RB Leipzig,Antonio Nusa,nusa-antonio,A. Nusa,M,7,180,11508,M,1121923,EUR,1113696000,M,7,7,False,19.0,14.0,2.0,,0.0,4.0,6.0,4.0,,,90.0,43.0,6.4,19.0,0.206355,0,,11.0,15.0,11.0,4.0,4.0,3.0,1.0,,,,,2.0,2.0,,4.0,1.0,1.0,,,,1.0,,3.0,,2.0,,,2.0,1.0,1.0,nusaantonio,,,,,
12499717,home,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,M,14,14,False,37.0,26.0,2.0,2.0,0.0,13.0,14.0,4.0,,,90.0,52.0,7.0,16.0,0.259337,2,,13.0,24.0,7.0,8.0,2.0,3.0,2.0,2.0,,,,2.0,2.0,,1.0,,,0.1909,1.0749,,3.0,4.0,1.0,,2.0,,,1.0,,,,,,,,
12499717,home,RB Leipzig,Benjamin Šeško,benjamin-sesko,B. Šeško,F,30,195,79780,M,986397,EUR,1054339200,F,30,30,False,12.0,7.0,1.0,,0.0,1.0,3.0,,,,65.0,20.0,6.6,9.0,0.00979553,2,,6.0,9.0,1.0,5.0,,,,2.0,,1.0,,,,,1.0,,1.0,0.2697,0.7897,,,5.0,,,,,,,,,benjamin_sesko,1.0,,,,
