match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_wasFouled,captain,stat_totalCross,stat_errorLeadToAShot,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_outfielderBlock,stat_keyPass,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_hitWoodwork
14573019,home,AC Sparta Praha,Peter Vindahl Jensen,,,vindahl-jensen-peter,P. V. Jensen,G,1,194.0,252,M,814180,EUR,887587200,G,1,1,False,39.0,33.0,13.0,7.0,0.0,30.0,34.0,3.0,5.0,1.0,1.0,1.0,15.0,1.0,1.0,90.0,49.0,7.4,6.0,0.00467946,0.1816,0,0.4941,0.09,0.04,0.23,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573019,home,AC Sparta Praha,Uchenna Aririerisim,Uchenna,Aririerisim,uchenna-aririerisim,U. Aririerisim,D,16,187.0,165,M,1865871,EUR,1070496000,D,16,16,False,99.0,85.0,6.0,2.0,0.0,44.0,52.0,41.0,47.0,2.0,6.0,2.0,6.0,,,90.0,111.0,7.1,14.0,0.0261395,,0,,0.09,0.05,0.26,,1.0,3.0,1.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14573019,home,AC Sparta Praha,Adam Ševinský,Adam Sevinsky,,adam-sevinsky,A. Sevinsky,D,19,187.0,77,M,1146039,EUR,1087603200,D,19,19,False,78.0,72.0,8.0,4.0,0.0,34.0,37.0,38.0,41.0,2.0,3.0,4.0,3.0,,,90.0,88.0,7.3,7.0,0.0319993,,2,,0.23,0.06,0.23,,3.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.1503,0.677,0.15,,,,,,,,,,,,,,,,,
14573019,home,AC Sparta Praha,Jaroslav Zelený,,,jaroslav-zeleny,J. Zelený,D,30,189.0,119,M,118204,EUR,714268800,D,30,30,False,109.0,92.0,6.0,2.0,0.0,40.0,43.0,52.0,66.0,3.0,5.0,5.0,6.0,,,90.0,125.0,7.4,19.0,0.0286711,,0,,0.25,0.18,0.22,,4.0,4.0,1.0,,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
14573019,home,AC Sparta Praha,Pavel Kadeřábek,,,pavel-kaderabek,P. Kadeřábek,M,3,182.0,267,M,109296,EUR,704160000,M,3,3,False,39.0,34.0,2.0,,0.0,14.0,16.0,18.0,23.0,2.0,5.0,2.0,1.0,,,90.0,55.0,6.8,8.0,0.0798317,,0,,0.02,0.01,0.0,,1.0,3.0,,2.0,2.0,1.0,1.0,,,1.0,,,,,,1.0,True,2.0,,,,,,,,,,,,
14573019,home,AC Sparta Praha,Patrik Vydra,Patrik Vydra,,patrik-vydra,P. Vydra,M,26,190.0,155,M,1123855,EUR,1056067200,M,26,26,False,30.0,23.0,1.0,,0.0,10.0,11.0,11.0,19.0,2.0,3.0,,5.0,,,62.0,41.0,6.5,12.0,0.0172097,,1,,0.04,0.0,-0.12,,1.0,2.0,,,,,,1.0,,2.0,0.0934,,-0.02,1.0,,1.0,,2.0,1.0,,,,,,,,,,,
14573019,home,AC Sparta Praha,Kaan Kairinen,,,kaan-kairinen,K. Kairinen,M,6,185.0,376,M,547862,EUR,914284800,M,6,6,False,85.0,82.0,6.0,5.0,0.0,34.0,35.0,43.0,50.0,,2.0,1.0,8.0,,,90.0,101.0,8.1,9.0,0.674591,,0,,0.79,0.16,0.23,,,3.0,1.0,1.0,,2.0,,,,,,,,1.0,1.0,,,7.0,,2.0,1.0,1.0,1.0,5.0,,,,,,
14573019,home,AC Sparta Praha,John Mercado,,,john-mercado,John Mercado,F,7,184.0,894,M,1002514,EUR,1023062400,M,7,7,False,40.0,36.0,2.0,,0.0,12.0,14.0,22.0,26.0,2.0,4.0,2.0,8.0,,,76.0,51.0,6.7,9.0,0.0379793,,0,,0.09,-0.08,0.13,,1.0,5.0,1.0,2.0,2.0,1.0,,,,,,,,2.0,,,,2.0,,,1.0,,,,,,,,,
14573019,home,AC Sparta Praha,Veljko Birmančević,,,veljko-birmancevic,V. Birmančević,F,20,177.0,1536,M,831510,EUR,889056000,F,14,14,False,29.0,23.0,2.0,1.0,0.0,3.0,5.0,17.0,24.0,1.0,8.0,,5.0,,,90.0,53.0,7.4,15.0,0.0839592,,0,,0.24,0.43,0.19,,1.0,2.0,2.0,3.0,3.0,,,,,4.0,,,,2.0,1.0,3.0,,3.0,,,,,,1.0,1.0,,,,,
14573019,home,AC Sparta Praha,Kevin-Prince Milla,,,kevin-prince-milla,K. Milla,F,11,187.0,124,M,1103241,EUR,1072310400,F,28,28,False,13.0,7.0,,,0.0,1.0,2.0,6.0,11.0,3.0,5.0,,1.0,,,61.0,28.0,6.6,10.0,0.0440783,,5,,-0.01,0.09,-0.02,,1.0,6.0,1.0,1.0,1.0,4.0,,2.0,3.0,3.0,0.3809,0.6586,0.13,,,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,,,,
