match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_penaltyConceded,stat_totalCross,stat_dispossessed,stat_wonContest,stat_unsuccessfulTouch,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,captain,stat_aerialLost,stat_keyPass,stat_bigChanceCreated,stat_clearanceOffLine,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,player_sofascoreId,stat_goodHighClaim,stat_accurateCross,stat_errorLeadToAShot,stat_penaltyWon,stat_goals
13558931,home,Preston North End,David Cornell,,,david-cornell,D. Cornell,G,13,180.0,39,M,73412,EUR,670118400,G,13,13,False,30.0,19.0,21.0,10.0,0.0,11.0,12.0,8.0,18.0,1.0,7.0,2.0,1.0,3.0,1.0,90.0,37.0,6.8,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13558931,home,Preston North End,Jordan Storey,,,jordan-storey,J. Storey,D,14,188.0,66,M,845941,EUR,873158400,D,14,14,False,17.0,15.0,3.0,2.0,0.0,11.0,11.0,4.0,6.0,2.0,2.0,,,,,90.0,34.0,6.4,5.0,0,1.0,5.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
13558931,home,Preston North End,Lewis Gibson,,,lewis-gibson,L. Gibson,D,19,186.0,80,M,867443,EUR,963964800,D,19,19,False,26.0,21.0,4.0,1.0,0.0,16.0,18.0,5.0,8.0,6.0,2.0,,,,,90.0,37.0,6.3,5.0,0,4.0,2.0,5.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
13558931,home,Preston North End,Andrew Hughes,,,andrew-hughes,A. Hughes,D,16,188.0,50,M,78368,EUR,707702400,D,16,16,False,26.0,18.0,4.0,,0.0,15.0,18.0,3.0,8.0,3.0,4.0,,,,,90.0,42.0,6.2,8.0,0,1.0,1.0,4.0,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
13558931,home,Preston North End,Robbie Brady,,,robbie-brady,R. Brady,M,11,175.0,409,M,267621,EUR,695347200,M,11,11,False,23.0,16.0,4.0,3.0,0.0,5.0,7.0,11.0,19.0,2.0,6.0,,,,,90.0,45.0,6.9,15.0,0,2.0,2.0,8.0,,1.0,1.0,4.0,1.0,1.0,1.0,,,3.0,1.0,1.0,4.0,3.0,,,,,,,,,,,,,,,
13558931,home,Preston North End,Stefán Teitur Þórðarson,,,stefan-teitur-thordarson,S. T. Þórðarson,M,23,187.0,144,M,858282,EUR,908496000,M,22,22,False,17.0,14.0,2.0,2.0,0.0,6.0,7.0,8.0,10.0,,3.0,,,,,83.0,22.0,6.1,5.0,2,,4.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,
13558931,home,Preston North End,Benjamin Whiteman,,,benjamin-whiteman,B. Whiteman,M,4,185.0,112,M,775063,EUR,834969600,M,4,4,False,22.0,14.0,4.0,1.0,0.0,6.0,7.0,8.0,15.0,3.0,1.0,,,,,90.0,35.0,6.5,12.0,0,,5.0,5.0,1.0,,1.0,5.0,3.0,,1.0,,,,2.0,,,,,,True,1.0,1.0,,,,,,,,,,
13558931,home,Preston North End,Mads Frøkjær,,,mads-frokjaer-jensen,M. Frøkjær-Jensen,F,29,186.0,163,M,939585,EUR,933206400,M,10,10,False,19.0,13.0,4.0,2.0,0.0,8.0,10.0,5.0,9.0,2.0,5.0,,,,,83.0,34.0,7.1,8.0,0,,3.0,4.0,,1.0,1.0,3.0,,,2.0,1.0,,,,1.0,2.0,,,,,1.0,2.0,1.0,,,,,,,,,
13558931,home,Preston North End,Jayden Meghoma,Jayden Meghoma,,meghoma-jayden,J. Meghoma,M,30,176.0,428,M,1410201,EUR,1151452800,M,3,3,False,8.0,6.0,1.0,,0.0,4.0,4.0,2.0,4.0,3.0,2.0,,,,,77.0,24.0,7.0,6.0,0,,2.0,3.0,1.0,1.0,3.0,,,2.0,,1.0,,,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,
13558931,home,Preston North End,Emil Riis Jacobsen,,,emil-riis-jacobsen,E. R. Jacobsen,F,18,190.0,400,M,920597,EUR,898646400,F,9,9,False,12.0,4.0,,,0.0,3.0,4.0,1.0,8.0,,1.0,,,,,77.0,20.0,6.2,13.0,0,2.0,6.0,2.0,3.0,1.0,,,,,1.0,,,,,,3.0,,,,,1.0,,,,,,,,,,,
