match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_wasFouled,stat_fouls,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_totalCross,stat_accurateCross,stat_wonContest,player_sofascoreId,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_goalAssist,stat_goals,stat_errorLeadToAShot
11352433,home,Sheffield United,Wesley Foderingham,,,wesley-foderingham,W. Foderingham,G,25,185,333,M,187861,EUR,663811200,G,18,18,False,25.0,4.0,24.0,3.0,1.0,1.0,3.0,24.0,1.0,8.0,1.0,5.0,6.0,1.0,1.0,90.0,34.0,7.3,21.0,0.00052285,0,1.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352433,home,Sheffield United,Anel Ahmedhodžić,,,anel-ahmedhodzic,A. Ahmedhodžić,D,21,190,1549,M,825899,EUR,922406400,D,15,15,False,19.0,7.0,8.0,,5.0,11.0,2.0,8.0,4.0,2.0,,,,,,90.0,25.0,6.1,12.0,0.00050656,0,,True,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11352433,home,Sheffield United,Jack Robinson,,,jack-robinson,J. Robinson,D,6,180,148,M,98454,EUR,746841600,D,19,19,False,22.0,10.0,6.0,2.0,5.0,10.0,5.0,12.0,4.0,3.0,,,,,,90.0,41.0,6.5,23.0,0.00112907,0,,,2.0,5.0,3.0,5.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11352433,home,Sheffield United,Auston Trusty,,,auston-trusty,A. Trusty,D,6,188,817,M,822459,EUR,902880000,D,5,5,False,16.0,9.0,4.0,1.0,4.0,8.0,5.0,8.0,4.0,4.0,,,,,,88.0,33.0,6.6,12.0,0.00432867,0,,,7.0,1.0,8.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11352433,home,Sheffield United,Jayden Bogle,,,bogle-jayden,J. Bogle,D,2,178,805,M,929132,EUR,964656000,M,20,20,False,15.0,10.0,2.0,1.0,6.0,9.0,4.0,6.0,2.0,3.0,,,,,,90.0,36.0,6.5,9.0,0.00316302,0,,,1.0,,8.0,6.0,,2.0,2.0,2.0,1.0,,6.0,4.0,4.0,,,,,,,,,,,,,,,,,
11352433,home,Sheffield United,Gustavo Hamer,,,gustavo-hamer,G. Hamer,M,8,169,1011,M,837495,EUR,867110400,M,8,8,False,26.0,20.0,8.0,2.0,9.0,13.0,12.0,17.0,3.0,6.0,,,,,,90.0,40.0,6.4,10.0,0.092356,0,,,,1.0,4.0,1.0,,1.0,1.0,,1.0,1.0,,,2.0,4.0,1.0,,,,,,,,,,,,,,,
11352433,home,Sheffield United,Vinícius Souza,,,vinicius-souza,Vinicius,M,5,187,1714,M,979290,EUR,929577600,M,21,21,False,21.0,10.0,4.0,1.0,5.0,7.0,5.0,14.0,4.0,3.0,,,,,,86.0,34.0,7.0,11.0,0.00134322,0,,,3.0,5.0,5.0,10.0,,2.0,1.0,,,,5.0,4.0,1.0,,,,,,,,,,,,,,,,,
11352433,home,Sheffield United,Andre Brooks,,,andre-brooks,A. Brooks,M,11,180,245,M,1396445,EUR,1061337600,M,35,35,False,12.0,3.0,3.0,,1.0,5.0,2.0,8.0,,2.0,,,,,,74.0,22.0,6.7,12.0,0.00101495,0,,,1.0,1.0,3.0,5.0,,1.0,2.0,1.0,3.0,,2.0,2.0,,1.0,,2.0,,,,,,,,,,,,,,
11352433,home,Sheffield United,James McAtee,,,james-mcatee,J. McAtee,M,24,180,10550,M,1003334,EUR,1034899200,F,28,28,False,18.0,10.0,1.0,,2.0,3.0,8.0,15.0,,6.0,,,,,,90.0,41.0,6.9,17.0,0.227207,2,,,3.0,,8.0,8.0,,,,4.0,6.0,,5.0,3.0,1.0,,,3.0,jamesmcatee_,1.0,1.0,1.0,1.0,0.426,0.421,1.0,,,,,,
11352433,home,Sheffield United,Cameron Archer,,,cameron-archer,C. Archer,F,19,181,984,M,993451,EUR,1007856000,F,10,10,False,11.0,8.0,1.0,,3.0,3.0,5.0,8.0,,6.0,,,,,,90.0,38.0,5.9,13.0,0.00580502,4,,,5.0,,16.0,9.0,4.0,2.0,,4.0,8.0,,1.0,1.0,3.0,,,4.0,,2.0,2.0,2.0,,0.5594,,,2.0,1.0,,,,
