match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,player_firstName,player_lastName,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_goodHighClaim
10408384,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,202673,M,TheOctopus,70988,EUR,705542400,G,1,1,False,22.0,22.0,3.0,3.0,20.0,20.0,2.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,90.0,34.0,6.6,1.0,0.0,0.0,0.00026299,0,-0.4239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408384,home,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173,154229,M,DaniCarvajal,138572,EUR,695088000,D,2,2,False,48.0,44.0,3.0,2.0,13.0,13.0,32.0,40.0,2.0,,,,,,83.0,65.0,6.4,9.0,0.0,0.0,0.0361216,0,,5.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10408384,home,Real Madrid,Éder Militão,eder-militao,É. Militão,D,3,186,138748,M,EMilitão,822519,EUR,885081600,D,3,3,False,75.0,68.0,5.0,1.0,32.0,33.0,36.0,45.0,4.0,1.0,,,,,90.0,89.0,6.6,11.0,0.0,0.0,0.061766,0,,3.0,,5.0,4.0,2.0,,4.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
10408384,home,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,192797,M,ARüdiger,142622,EUR,731116800,D,22,22,False,60.0,55.0,7.0,3.0,31.0,32.0,24.0,29.0,6.0,,,,,,90.0,70.0,7.1,6.0,0.0628,0.0226,0.0140327,2,,1.0,,,1.0,,,4.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
10408384,home,Real Madrid,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180,15081,M,nachofdez90,69404,EUR,632620800,D,6,6,False,35.0,34.0,1.0,1.0,10.0,11.0,24.0,25.0,2.0,1.0,,,,,77.0,48.0,6.7,4.0,0.0,0.0,0.0100039,0,,1.0,,5.0,5.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,
10408384,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,M,15,15,False,71.0,59.0,2.0,1.0,17.0,21.0,43.0,51.0,5.0,,,,,,90.0,89.0,7.9,13.0,0.0782,0.0,0.120674,2,,1.0,1.0,3.0,8.0,1.0,,2.0,3.0,3.0,,2.0,1.0,4.0,1.0,1.0,3.0,,1.0,2.0,,1.0,,,,,,,,,
10408384,home,Real Madrid,Toni Kroos,toni-kroos,T. Kroos,M,,183,45525,M,Kroos,26502,EUR,631411200,M,8,8,False,78.0,74.0,8.0,7.0,25.0,26.0,50.0,56.0,5.0,,,,,,63.0,91.0,7.2,9.0,0.0,0.0,0.139718,0,,4.0,1.0,6.0,4.0,4.0,1.0,,2.0,1.0,,2.0,,,2.0,2.0,2.0,,1.0,,,,,,,,,,,,
10408384,home,Real Madrid,Dani Ceballos,dani-ceballos,D. Ceballos,M,19,179,67396,M,Danifuli10,547838,EUR,839376000,M,19,19,False,57.0,50.0,2.0,,14.0,16.0,36.0,41.0,5.0,1.0,,,,,63.0,76.0,7.1,11.0,0.0246,0.0,0.041242,1,,,,5.0,9.0,2.0,2.0,,5.0,3.0,,,,,3.0,2.0,,2.0,,1.0,,,,,,,,,,,
10408384,home,Real Madrid,Marco Asensio,marco-asensio,M. Asensio,F,21,182,31005,M,marcoasensio10,361004,EUR,822182400,F,11,11,False,41.0,37.0,5.0,3.0,8.0,8.0,29.0,40.0,5.0,,,,,,63.0,57.0,6.7,15.0,0.0733,0.0366,0.0327768,2,,7.0,,5.0,3.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,
10408384,home,Real Madrid,Karim Benzema,karim-benzema,K. Benzema,F,90,184,194244,M,KBenz9,3306,EUR,566870400,F,9,9,False,20.0,19.0,,,4.0,4.0,15.0,17.0,,,,,,,90.0,29.0,6.2,4.0,0.981,0.0258,0.0459733,4,,1.0,,2.0,3.0,,,1.0,1.0,,,1.0,,2.0,2.0,,,,,3.0,1.0,,,,True,1.0,,,,,
