match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_duelLost,stat_bigChanceCreated,stat_totalTackle,stat_fouls,stat_aerialLost,stat_totalOffside,player_sofascoreId,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wasFouled,stat_dispossessed,stat_blockedScoringAttempt,stat_wonTackle,stat_totalCross,stat_shotOffTarget,stat_goalAssist,stat_accurateCross,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_firstName,player_lastName,stat_challengeLost,stat_hitWoodwork
11352656,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,16.0,12.0,9.0,5.0,8.0,8.0,4.0,8.0,1.0,1.0,7.0,1.0,3.0,3.0,90.0,24.0,7.2,4.0,0.0,0.0,0.00060314,0,-0.0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352656,home,Wolverhampton,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,23,23,False,52.0,44.0,8.0,5.0,33.0,36.0,11.0,16.0,2.0,2.0,9.0,,,,90.0,63.0,7.2,9.0,0.0,0.0,0.0139391,0,,True,6.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11352656,home,Wolverhampton,Craig Dawson,craig-dawson,C. Dawson,D,,188,419,M,50027,EUR,641952000,D,15,15,False,54.0,48.0,7.0,4.0,39.0,43.0,9.0,11.0,2.0,3.0,3.0,,,,90.0,63.0,7.2,6.0,0.0,0.0,0.111923,0,,,7.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11352656,home,Wolverhampton,Toti Gomes,toti-gomes,T. Gomes,D,24,187,1047,M,973418,EUR,916444800,D,24,24,False,53.0,39.0,6.0,,27.0,29.0,12.0,24.0,1.0,2.0,3.0,,,,90.0,58.0,6.5,15.0,0.0,0.0,0.0029223,0,,,2.0,1.0,,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11352656,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7696,M,252821,EUR,753408000,M,22,22,False,24.0,19.0,3.0,3.0,7.0,8.0,12.0,16.0,1.0,6.0,3.0,,,,90.0,43.0,6.8,11.0,0.471,0.5481,0.0119788,1,,,2.0,,,1.0,,3.0,,1.0,3.0,,,nelsonsemedo50,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11352656,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176,14959,M,1015267,EUR,981936000,M,8,8,False,22.0,17.0,1.0,,11.0,13.0,6.0,9.0,,1.0,2.0,,,,69.0,30.0,6.2,8.0,0.0334,0.0,0.00122721,1,,,2.0,,,1.0,,5.0,,1.0,2.0,1.0,,joaogomes.01,,,,,,2.0,1.0,,,,,,,,,,,,
11352656,home,Wolverhampton,Mario Lemina,mario-lemina,M. Lemina,M,99,184,8756,M,307284,EUR,746841600,M,5,5,False,38.0,29.0,2.0,1.0,15.0,17.0,14.0,21.0,2.0,6.0,6.0,,,,90.0,50.0,6.9,9.0,0.0268,0.3458,0.00792232,1,,,,1.0,3.0,,,4.0,,2.0,3.0,1.0,,,1.0,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,
11352656,home,Wolverhampton,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179,44710,M,931278,EUR,991785600,M,3,3,False,11.0,10.0,1.0,,4.0,4.0,6.0,8.0,,4.0,1.0,,,,45.0,25.0,6.8,4.0,0.1718,0.0,0.00473929,1,,,2.0,,,1.0,,2.0,,2.0,1.0,,,r_aitnouri,2.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,
11352656,home,Wolverhampton,Pedro Neto,pedro-neto,P. Neto,M,7,172,39913,M,879349,EUR,952560000,F,7,7,False,22.0,17.0,1.0,,9.0,11.0,9.0,19.0,,4.0,5.0,,,,90.0,41.0,7.1,17.0,0.5599,0.0,0.0818638,1,,,,,,3.0,2.0,2.0,1.0,,,1.0,1.0,pedroneto_30,3.0,2.0,1.0,,2.0,,,,8.0,1.0,1.0,1.0,,,,,,,
11352656,home,Wolverhampton,Matheus Cunha,matheus-cunha,M. Cunha,F,10,184,69408,M,886363,EUR,927763200,F,12,12,False,9.0,6.0,1.0,1.0,4.0,5.0,2.0,4.0,,2.0,3.0,,,,76.0,17.0,6.5,6.0,0.0,0.0,0.00019663,0,,,,1.0,,1.0,,6.0,,1.0,3.0,1.0,1.0,Cunha,2.0,,,,1.0,,,1.0,,,,,,,,,,,
11352656,home,Wolverhampton,Hee-Chan Hwang,hee-chan-hwang,H. Hwang,F,11,177,6362,M,786186,EUR,822614400,F,11,11,False,23.0,16.0,2.0,1.0,7.0,9.0,10.0,15.0,,4.0,7.0,,,,86.0,37.0,7.8,9.0,0.2273,0.8813,0.100797,2,,,,1.0,1.0,1.0,1.0,2.0,,2.0,,1.0,,Hwangso,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,
11352656,home,Wolverhampton,Matt Doherty,matt-doherty,M. Doherty,D,2,182,1449,M,143047,EUR,695520000,D,2,2,True,14.0,10.0,,,6.0,8.0,4.0,6.0,1.0,4.0,6.0,,,,45.0,27.0,6.6,7.0,0.0,0.0,0.00384252,0,,,1.0,,,2.0,,1.0,,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
11352656,home,Wolverhampton,Boubacar Traoré,boubacar-traore,B. Traoré,M,8,183,1011,M,982613,EUR,998265600,M,6,6,True,16.0,14.0,2.0,1.0,7.0,8.0,7.0,8.0,,,7.0,,,,21.0,19.0,6.7,3.0,0.0,0.0,0.00588071,0,,,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
