match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_totalOffside,stat_aerialLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceMissed,stat_goalAssist,stat_goals,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
10408276,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,22.0,17.0,16.0,12.0,11.0,12.0,6.0,10.0,7.0,3.0,3.0,90.0,30.0,7.4,6.0,0.0,0.0,0.00172183,0,0.5463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408276,home,Athletic Club,Óscar de Marcos,oscar-de-marcos,Ó. de Marcos,D,10,180,561,M,,52663,EUR,608515200,D,18,18,False,3.0,2.0,1.0,,1.0,1.0,1.0,2.0,,,,29.0,9.0,6.4,1.0,0.0,0.0,0.00062772,0,,,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408276,home,Athletic Club,Yeray Álvarez,yeray-alvarez,Y. Álvarez,D,5,183,811,M,,807648,EUR,790905600,D,5,5,False,53.0,43.0,8.0,4.0,22.0,23.0,22.0,31.0,13.0,,,90.0,68.0,7.5,10.0,0.0,0.0,0.0790928,0,,,,,1.0,,2.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10408276,home,Athletic Club,Iñigo Martínez,inigo-martinez,I. Martínez,D,26,181,62317,M,IñigoMartínez,173883,EUR,674438400,D,4,4,False,49.0,41.0,7.0,3.0,23.0,26.0,18.0,23.0,3.0,,,90.0,59.0,7.2,9.0,0.0,0.0,0.00598938,0,,,,,1.0,,,1.0,,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10408276,home,Athletic Club,Yuri Berchiche,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,,84531,EUR,634608000,D,17,17,False,39.0,33.0,2.0,1.0,16.0,17.0,17.0,25.0,7.0,,,90.0,67.0,7.5,15.0,0.0977,0.0715,0.104628,2,,,,,5.0,1.0,2.0,4.0,3.0,,7.0,,3.0,1.0,1.0,2.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
10408276,home,Athletic Club,Oihan Sancet,oihan-sancet,O. Sancet,M,8,188,3356,M,,966801,EUR,956620800,M,8,8,False,29.0,22.0,,,6.0,7.0,16.0,23.0,4.0,,,90.0,45.0,7.3,12.0,0.1615,0.0161,0.0605894,3,,,,,3.0,1.0,,,1.0,,5.0,,2.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,,,,,,,,
10408276,home,Athletic Club,Mikel Vesga,mikel-vesga,M. Vesga,M,6,191,504,M,,359742,EUR,734227200,M,6,6,False,54.0,44.0,4.0,1.0,12.0,13.0,32.0,42.0,12.0,,,90.0,65.0,7.1,14.0,0.1348,0.0,0.0832195,1,,,,,4.0,1.0,1.0,1.0,1.0,,4.0,,2.0,,2.0,2.0,,,1.0,,,,,2.0,,,1.0,3.0,,,,,,,,
10408276,home,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,NicoWill,1085400,EUR,1026432000,M,11,11,False,21.0,15.0,,,2.0,4.0,13.0,23.0,6.0,,,90.0,39.0,7.3,15.0,0.2243,0.0,0.0694318,3,,,,,2.0,,,,6.0,,5.0,,2.0,1.0,,1.0,,1.0,2.0,1.0,2.0,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,
10408276,home,Athletic Club,Raúl García,raul-garcia,R. García,M,22,184,373,M,,4581,EUR,521424000,M,22,22,False,14.0,9.0,1.0,,1.0,1.0,8.0,14.0,6.0,,,69.0,34.0,7.1,8.0,0.5988,0.1504,0.113129,5,,,,,3.0,,,,1.0,,8.0,,2.0,3.0,2.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,1.0,2.0,1.0,2.0,1.0,,,,,,
10408276,home,Athletic Club,Álex Berenguer,alex-berenguer,Á. Berenguer,M,7,175,1919,M,,592012,EUR,804816000,M,7,7,False,20.0,17.0,1.0,,10.0,11.0,9.0,19.0,5.0,,,82.0,43.0,7.2,14.0,0.0371,0.0441,0.100058,1,,,,,6.0,1.0,,,10.0,2.0,7.0,,4.0,1.0,2.0,2.0,1.0,1.0,2.0,,,1.0,3.0,1.0,,,,2.0,,,,,,,,
10408276,home,Athletic Club,Iñaki Williams,inaki-williams,I. Williams,M,9,186,20741,M,IñakiWill,783374,EUR,771638400,F,9,9,False,15.0,9.0,1.0,1.0,1.0,1.0,8.0,14.0,3.0,,,82.0,27.0,7.5,10.0,0.2261,0.8386,0.0198367,2,,,,,1.0,,,,,,2.0,,2.0,,,,,,1.0,,,2.0,2.0,2.0,,,,1.0,,,1.0,,,,,
10408276,home,Athletic Club,Íñigo Lekue,inigo-lekue,Í. Lekue,D,15,180,388,M,,801837,EUR,736473600,D,15,15,True,33.0,26.0,4.0,1.0,10.0,11.0,17.0,25.0,9.0,,,61.0,46.0,6.8,10.0,0.0167,0.0,0.0278933,1,,,,,1.0,,1.0,,3.0,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,
10408276,home,Athletic Club,Unai Vencedor,unai-vencedor,U. Vencedor,M,12,176,264,M,,966802,EUR,974246400,M,16,16,True,10.0,10.0,1.0,1.0,4.0,4.0,6.0,6.0,2.0,,,21.0,13.0,6.8,,0.1695,0.311,0.00296489,1,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,
