match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_fouls,stat_challengeLost,stat_totalOffside,player_sofascoreId,stat_errorLeadToAShot,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_punches
12437825,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196,1913,M,164343,EUR,694310400,G,13,13,False,48.0,38.0,10.0,2.0,0.0,36.0,39.0,2.0,9.0,12.0,1.0,2.0,4.0,90.0,58.0,6.8,10.0,0.00188574,0,-0.7085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437825,home,Girona FC,David López,david-lopez,D. López,D,5,185,551,M,135116,EUR,623894400,D,5,5,False,56.0,50.0,3.0,1.0,0.0,24.0,26.0,26.0,31.0,,,,,69.0,67.0,6.8,9.0,0.0149008,1,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0893,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437825,home,Girona FC,Ladislav Krejčí,ladislav-krejci,L. Krejčí,D,37,191,2172,M,856250,EUR,924566400,D,18,18,False,98.0,88.0,8.0,4.0,0.0,53.0,58.0,35.0,40.0,4.0,1.0,,,90.0,110.0,6.4,12.0,0.051496,1,,,6.0,,1.0,,1.0,,,0.0177,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12437825,home,Girona FC,Daley Blind,daley-blind,D. Blind,D,17,180,2785,M,44864,EUR,636940800,D,17,17,False,80.0,71.0,13.0,9.0,0.0,36.0,38.0,36.0,44.0,1.0,,,,90.0,95.0,7.0,13.0,0.147822,0,,2.0,2.0,,2.0,,1.0,,2.0,,1.0,1.0,1.0,4.0,1.0,,,,,2.0,,,,1.0,1.0,2.0,,,,,,,,,,
12437825,home,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181,1573,M,1084081,EUR,1051228800,M,4,4,False,74.0,61.0,1.0,,0.0,28.0,29.0,33.0,48.0,9.0,,,,90.0,111.0,7.3,17.0,0.0215703,0,,3.0,10.0,,6.0,,1.0,1.0,,,,,2.0,2.0,,3.0,2.0,,,1.0,5.0,Arnau Martinez,,,,,1.0,1.0,,,,,,,,
12437825,home,Girona FC,Oriol Romeu,oriol-romeu,O. Romeu,M,28,182,14412,M,69416,EUR,685670400,M,14,14,False,41.0,35.0,2.0,1.0,0.0,23.0,26.0,12.0,15.0,3.0,,,,69.0,50.0,6.4,8.0,0.0142461,0,,,5.0,,,,2.0,2.0,1.0,,,2.0,2.0,4.0,,1.0,,,,1.0,1.0,,,,,,1.0,,oriolromeu,1.0,,,,,,
12437825,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180,4281,M,908716,EUR,996192000,M,3,3,False,26.0,19.0,1.0,,0.0,11.0,14.0,12.0,21.0,4.0,,,,90.0,50.0,6.8,13.0,0.0768203,3,,9.0,2.0,3.0,1.0,,1.0,,,0.1129,1.0,,,1.0,,,,,1.0,,1.0,,,4.0,,1.0,,,MGutiérrez,,1.0,,,,,
12437825,home,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184,4247,M,839585,EUR,884131200,M,21,21,False,23.0,17.0,1.0,,0.0,6.0,7.0,12.0,19.0,1.0,,,,73.0,46.0,6.8,15.0,0.0257376,2,,3.0,8.0,,3.0,,3.0,2.0,3.0,0.3232,1.0,2.0,1.0,13.0,2.0,5.0,3.0,,,,1.0,,,1.0,1.0,4.0,3.0,1.0,YangelHerrera8,,,2.0,1.0,1.2068,,
12437825,home,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178,5432,M,319735,EUR,879552000,F,8,8,False,31.0,26.0,3.0,2.0,1.0,1.0,1.0,28.0,36.0,3.0,,,,89.0,63.0,7.1,18.0,0.257088,4,,6.0,6.0,1.0,1.0,,2.0,2.0,,0.2336,3.0,,1.0,9.0,5.0,4.0,,2.0,,,4.0,,,3.0,1.0,,,,viktortsygankov,,1.0,1.0,,0.1003,,
12437825,home,Girona FC,Cristhian Stuani,cristhian-stuani,C. Stuani,F,7,184,1894,M,32048,EUR,529459200,F,7,7,False,8.0,5.0,,,0.0,5.0,5.0,,3.0,2.0,,,,78.0,10.0,6.6,3.0,7.489e-05,1,,,1.0,1.0,,,,,,0.0491,,2.0,,3.0,,,,,,,1.0,,,,,2.0,,,,,,,,,True,
