match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_totalContest,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_totalCross,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_fouls,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
12501564,home,Inter,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12749,M,yannsommer,16206,EUR,598320000,G,1,1,False,42.0,40.0,5.0,3.0,0.0,38.0,38.0,2.0,4.0,1.0,3.0,1.0,2.0,90.0,47.0,6.9,2.0,0.00134012,0,-0.0992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501564,home,Inter,Yann Bisseck,yann-bisseck,Y. Bisseck,D,31,194,5415,M,,906275,EUR,975456000,D,31,31,False,62.0,58.0,1.0,,0.0,42.0,42.0,16.0,20.0,3.0,6.0,,,90.0,69.0,7.6,5.0,0.00968543,2,,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.2426,0.5067,,,,,,,,,,,,,,,,,,,,,,,
12501564,home,Inter,Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,188,5674,M,Stefandevrij,91046,EUR,697248000,D,6,6,False,55.0,52.0,3.0,2.0,0.0,43.0,45.0,9.0,10.0,9.0,8.0,,,90.0,72.0,7.4,5.0,0.00187044,1,,1.0,2.0,2.0,2.0,,,,1.0,1.0,0.0748,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12501564,home,Inter,Carlos Augusto,carlos-augusto,C. Augusto,D,30,184,7355,M,,929199,EUR,915667200,D,30,30,False,91.0,84.0,3.0,2.0,1.0,52.0,53.0,32.0,39.0,3.0,4.0,,,90.0,109.0,7.9,9.0,0.0734483,1,,,3.0,1.0,5.0,,,,2.0,1.0,0.0311,,,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
12501564,home,Inter,Nicola Zalewski,nicola-zalewski,N. Zalewski,M,59,175,16244,M,nico_zale,984184,EUR,1011744000,M,59,59,False,32.0,31.0,,,0.0,21.0,21.0,11.0,15.0,,2.0,,,67.0,45.0,6.8,6.0,0.133532,0,,,,1.0,2.0,,,,,,,,,,1.0,,,,4.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,
12501564,home,Inter,Davide Frattesi,davide-frattesi,D. Frattesi,M,16,178,5601,M,davidefrrattesi_22,835600,EUR,937958400,M,16,16,False,20.0,17.0,,,0.0,11.0,12.0,6.0,8.0,1.0,2.0,,,90.0,34.0,6.9,3.0,0.00224216,3,,,,1.0,7.0,1.0,,,,,0.1242,,,,1.0,2.0,,,,,1.0,,1.0,,5.0,,,,1.0,,,,,,
12501564,home,Inter,Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,20,178,32988,M,HÇalhanoğlu,135700,EUR,760665600,M,20,20,False,103.0,94.0,15.0,10.0,0.0,47.0,47.0,48.0,59.0,2.0,6.0,,,84.0,115.0,7.6,12.0,0.133744,0,,,,1.0,3.0,,,,1.0,1.0,,,,,,,,,3.0,1.0,,,3.0,2.0,,2.0,1.0,,,,,,,,
12501564,home,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,23,175,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,85.0,72.0,8.0,4.0,0.0,30.0,33.0,42.0,52.0,1.0,4.0,,,90.0,96.0,7.4,15.0,0.139685,0,,,1.0,3.0,7.0,,,,,1.0,,,,,3.0,,,,,1.0,2.0,,3.0,3.0,1.0,2.0,,,1.0,,,,,,
12501564,home,Inter,Federico Dimarco,federico-dimarco,F. Dimarco,M,32,174,15308,M,dimarco32,284361,EUR,879120000,M,32,32,False,38.0,33.0,2.0,1.0,1.0,14.0,15.0,23.0,30.0,,3.0,,,60.0,56.0,7.9,9.0,0.260742,1,,,,2.0,1.0,,1.0,,,,0.03,0.1873,,,,,,,7.0,1.0,,2.0,1.0,,,3.0,4.0,1.0,,,,,,,
12501564,home,Inter,Marko Arnautović,marko-arnautovic,M. Arnautović,F,89,192,8675,M,m.arnautovic7,21927,EUR,608947200,F,8,8,False,19.0,17.0,2.0,1.0,1.0,5.0,5.0,12.0,14.0,,2.0,,,59.0,24.0,8.4,4.0,0.247826,1,,,,,,,1.0,1.0,,2.0,0.2593,0.1014,,,,,,,,,,1.0,,,,3.0,,,,,,,,,
