match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass,player_id,player_name,playerName,reason,rescinded,description
14585922,FT,0.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
14585922,,,,,90,0.0,,1,,,injuryTime,2.0,,,,,,,,,,
14585922,,,,,86,,,5,,,substitution,,125024027.0,False,True,regular,,,,,,
14585922,,,,,86,,,5,,,substitution,,125024028.0,False,False,regular,,,,,,
14585922,,0.0,3.0,,84,,,7,,,goal,,325967794.0,,False,regular,1130663.0,Noah Pesch,,,,
14585922,,,,,82,,,9,,,card,,124257240.0,,True,yellow,1121239.0,Maximilian Neuberger,Maximilian Neuberger,Foul,False,
14585922,,,,,77,,,14,,,substitution,,125023960.0,False,True,regular,,,,,,
14585922,,,,,77,,,14,,,substitution,,125023959.0,False,True,regular,,,,,,
14585922,,,,,71,,,20,,,substitution,,125023913.0,False,False,regular,,,,,,
14585922,,,,,71,,,20,,,substitution,,125023912.0,False,False,regular,,,,,,
14585922,,,,,66,,,25,,,substitution,,125023872.0,False,False,regular,,,,,,
14585922,,,,,62,,,29,,,substitution,,125023860.0,False,True,regular,,,,,,
14585922,,,,,62,,,29,,,card,,124257132.0,,False,yellow,857470.0,Alexander Nollenberger,Alexander Nollenberger,Foul,False,
14585922,,,,,46,,,45,,,substitution,,125023780.0,False,True,regular,,,,,,
14585922,,,,,46,,,45,,,substitution,,125023773.0,False,False,regular,,,,,,
14585922,HT,0.0,2.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
14585922,,,,,45,0.0,,1,,,injuryTime,3.0,,,,,,,,,,
14585922,,0.0,2.0,,31,,,15,,,goal,,325960352.0,,False,regular,352986.0,Marcus Mathisen,,,,
14585922,,,,,31,,,15,,,inGamePenalty,,118577208.0,,False,missed,935281.0,Maximilian Breunig,,goalkeeperSave,,Goalkeeper save
14585922,,0.0,1.0,,11,,,35,,,goal,,325958485.0,,False,regular,935281.0,Maximilian Breunig,,,,
14585922,,,,,4,,,42,,,card,,124256919.0,,False,yellow,229858.0,Barış Atik,Barış Atik,Foul,False,
