match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_outfielderBlock,stat_wasFouled,stat_totalCross,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_keyPass,stat_shotOffTarget,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_blockedScoringAttempt,player_sofascoreId,captain,stat_goals,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork
11067360,home,Grêmio,Gabriel Grando,Gabriel Grando,gabriel-grando,G. Grando,G,12,192.0,1323,M,1111770,EUR,954288000,G,12,12,False,21.0,14.0,11.0,4.0,11.0,13.0,3.0,8.0,10.0,1.0,1.0,5.0,90.0,33.0,8.0,8.0,0.00073553,0,0.9451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067360,home,Grêmio,Bruno Uvini,,bruno-uvini,Bruno Uvini,D,,187.0,190,M,158267,EUR,675907200,D,15,15,False,24.0,23.0,,,8.0,8.0,15.0,16.0,2.0,,,,45.0,32.0,6.9,2.0,0.0053869,0,,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11067360,home,Grêmio,Bruno Alves,,bruno-alves,B. Alves,D,3,184.0,261,M,551810,EUR,671760000,D,34,34,False,25.0,20.0,6.0,3.0,17.0,19.0,3.0,6.0,1.0,,,,90.0,32.0,7.0,5.0,0.00239247,0,,2.0,3.0,2.0,5.0,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11067360,home,Grêmio,Walter Kannemann,,walter-kannemann,W. Kannemann,D,4,183.0,2119,M,249647,EUR,668908800,D,4,4,False,41.0,31.0,6.0,2.0,16.0,19.0,15.0,23.0,3.0,,,,90.0,56.0,7.1,11.0,0.00651127,0,,2.0,3.0,4.0,4.0,4.0,1.0,,,,2.0,2.0,1.0,2.0,0.0404,,,,,,,,,,,,,,,,,,
11067360,home,Grêmio,João Pedro,,joao-pedro,J. Pedro,D,18,179.0,1116,M,605528,EUR,848016000,M,18,18,False,43.0,33.0,3.0,2.0,14.0,15.0,19.0,28.0,2.0,,,,90.0,58.0,6.8,13.0,0.027055,0,,,2.0,3.0,5.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,
11067360,home,Grêmio,Mathias Villasanti,,mathias-villasanti,M. Villasanti,M,20,178.0,2843,M,1139775,EUR,854064000,M,20,20,False,41.0,31.0,4.0,2.0,14.0,14.0,17.0,27.0,11.0,,,,90.0,54.0,6.5,14.0,0.0461673,0,,,1.0,10.0,4.0,2.0,,2.0,1.0,,1.0,1.0,,2.0,,4.0,2.0,2.0,,1.0,,,,,,,,,,,,,
11067360,home,Grêmio,Felipe Carballo,,felipe-carballo,F. Carballo,M,,177.0,618,M,805038,EUR,844387200,M,8,8,False,45.0,28.0,6.0,,12.0,14.0,16.0,31.0,6.0,,,,83.0,58.0,6.4,20.0,0.0106246,1,,1.0,2.0,5.0,4.0,3.0,1.0,2.0,2.0,2.0,,,,,0.0624,3.0,1.0,,,,1.0,,,,,,,,,,,,
11067360,home,Grêmio,Reinaldo,,reinaldo,Reinaldo,D,6,178.0,2574,M,243109,EUR,622944000,M,6,6,False,37.0,24.0,4.0,3.0,11.0,14.0,13.0,28.0,5.0,,,,90.0,78.0,7.4,26.0,0.0184234,2,,1.0,1.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,,1.0,5.0,1.0,0.0505,,1.0,2.0,,,,,2.0,0.1367,,,,,,,,,
11067360,home,Grêmio,Franco Cristaldo,,franco-cristaldo,F. Cristaldo,M,10,175.0,2295,M,558820,EUR,840067200,F,19,19,False,35.0,25.0,2.0,1.0,9.0,10.0,18.0,31.0,5.0,,,,67.0,48.0,6.9,17.0,0.18491,1,,3.0,,4.0,1.0,,,,,2.0,,,6.0,,0.0479,,1.0,1.0,1.0,2.0,,,,,2.0,1.0,,,,,,,
11067360,home,Grêmio,João Pedro Galvão,,joao-pedro-galvao,João Pedro Galvão,F,9,184.0,2071,M,123208,EUR,700099200,F,11,11,False,9.0,5.0,,,1.0,1.0,4.0,8.0,1.0,,,,45.0,21.0,6.8,6.0,0.00601984,0,,1.0,2.0,5.0,7.0,1.0,1.0,1.0,1.0,,,3.0,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,
