match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_outfielderBlock,stat_keyPass,stat_shotOffTarget,stat_lastManTackle,stat_fouls,stat_onTargetScoringAttempt,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_errorLeadToAShot,stat_goalAssist,stat_goals,player_sofascoreId
11369795,home,Standard Liège,Arnaud Bodart,bodart-arnaud,A. Bodart,G,16,184.0,413,M,878898,EUR,889574400,G,16,16,False,41.0,18.0,29.0,6.0,15.0,20.0,3.0,21.0,1.0,10.0,2.0,6.0,7.0,1.0,2.0,2.0,90.0,57.0,8.3,23.0,0.0,0.0,0.00349249,0,1.1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369795,home,Standard Liège,Marlon Fossey,marlon-fossey,M. Fossey,M,13,180.0,286,M,880762,EUR,905299200,D,13,13,False,37.0,26.0,3.0,1.0,18.0,22.0,8.0,16.0,2.0,6.0,,,,,,,90.0,75.0,6.9,18.0,0.0,0.0,0.00422177,0,,,,1.0,1.0,2.0,3.0,6.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
11369795,home,Standard Liège,Merveille Bokadi,merveille-bokadi,M. Bokadi,D,21,186.0,291,M,867193,EUR,832636800,D,20,20,False,49.0,44.0,3.0,1.0,38.0,40.0,6.0,9.0,4.0,14.0,,,,,,,90.0,70.0,7.2,9.0,0.0,0.0,0.00132705,0,,,,,,2.0,6.0,7.0,3.0,1.0,,4.0,5.0,3.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,
11369795,home,Standard Liège,Zinho Vanheusden,zinho-vanheusden,Z. Vanheusden,D,,187.0,690,M,881024,EUR,933206400,D,4,4,False,51.0,39.0,13.0,3.0,30.0,35.0,9.0,16.0,8.0,7.0,,,,,,,90.0,70.0,7.6,14.0,0.014,0.0,0.0295794,1,,,,,2.0,5.0,3.0,6.0,,,,1.0,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,
11369795,home,Standard Liège,Jacob Barrett Laursen,jacob-barrett-laursen,J. B. Laursen,D,7,179.0,64,M,149592,EUR,785030400,D,38,38,False,24.0,22.0,4.0,3.0,20.0,20.0,2.0,4.0,4.0,,,,,,,,90.0,52.0,6.8,10.0,0.0,0.0,0.00090013,0,,,,,2.0,,5.0,3.0,1.0,1.0,,,2.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11369795,home,Standard Liège,William Balikwisha,william-balikwisha,W. Balikwisha,M,21,174.0,684,M,943881,EUR,926467200,M,22,22,False,14.0,10.0,,,3.0,3.0,7.0,11.0,,2.0,,,,,,,36.0,20.0,5.0,9.0,0.0,0.0,0.00615976,0,,,,,,,5.0,,,2.0,,,,,2.0,,1.0,,,,,2.0,,,,,,,,,,,
11369795,home,Standard Liège,Hayao Kawabe,hayao-kawabe,H. Kawabe,M,6,178.0,250,M,321001,EUR,810518400,M,6,6,False,15.0,9.0,,,4.0,8.0,5.0,8.0,,3.0,,,,,,,55.0,33.0,6.7,10.0,0.0305,0.0147,0.0197968,1,,,,1.0,3.0,2.0,8.0,6.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,3.0,,,,,,1.0,,,,,,,,,,
11369795,home,Standard Liège,Aiden O'Neill,aiden-oneill,A. O'Neill,M,21,178.0,150,M,847938,EUR,899510400,M,24,24,False,29.0,19.0,2.0,,10.0,19.0,10.0,12.0,2.0,3.0,,,,,,,90.0,49.0,6.9,16.0,0.0152,0.0,0.0628338,1,,,,2.0,1.0,4.0,5.0,10.0,1.0,,,,4.0,3.0,4.0,2.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,
11369795,home,Standard Liège,Isaac Price,isaac-price,I. Price,M,21,178.0,889,M,1066059,EUR,1064534400,M,8,8,False,32.0,25.0,3.0,2.0,16.0,19.0,9.0,13.0,2.0,6.0,,,,,,,80.0,47.0,7.1,8.0,0.011,0.0,0.00876412,1,,,,,1.0,2.0,3.0,5.0,,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,
11369795,home,Standard Liège,Aron Dønnum,aron-donnum,A. Dønnum,M,15,179.0,644,M,863133,EUR,893030400,M,11,11,False,20.0,14.0,6.0,4.0,11.0,12.0,5.0,10.0,2.0,5.0,,,,,,,80.0,40.0,7.1,11.0,0.0,0.0,0.0703613,0,,,,2.0,2.0,1.0,7.0,8.0,2.0,6.0,5.0,,,,2.0,2.0,,,3.0,,,2.0,,2.0,,True,,,,,,,
11369795,home,Standard Liège,Noah Ohio,noah-ohio,N. Ohio,F,39,185.0,960,M,1100456,EUR,1042675200,F,10,10,False,8.0,7.0,1.0,1.0,3.0,3.0,4.0,5.0,,3.0,,,,,,,60.0,22.0,6.7,7.0,0.0199,0.0,0.0104467,1,,Noah Ohio,,,3.0,1.0,7.0,4.0,1.0,4.0,3.0,,,,3.0,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,
11369795,home,Standard Liège,Romaine Mundle,mundle-romaine,R. Mundle,F,14,177.0,650,M,1094440,EUR,1051142400,M,21,21,True,7.0,5.0,,,2.0,3.0,3.0,4.0,,6.0,,,,,,,35.0,24.0,6.9,10.0,0.0899,0.0667,0.0123543,1,,,,,1.0,,5.0,7.0,1.0,2.0,1.0,,3.0,1.0,3.0,3.0,,1.0,,,,2.0,1.0,,,,,,,,,,
11369795,home,Standard Liège,Denis Drăguş,denis-dragus,D. Drăguş,F,70,184.0,2441,M,841199,EUR,931219200,F,7,7,True,7.0,4.0,,,2.0,3.0,2.0,4.0,,3.0,,,,,,,30.0,21.0,6.8,9.0,0.0449,0.0257,0.00463944,2,,,,,3.0,1.0,6.0,5.0,,6.0,3.0,,1.0,1.0,2.0,,,,,,,,1.0,,1.0,,1.0,,,,,,
11369795,home,Standard Liège,Noah Dodeigne,dodeigne-noah,N. Dodeigne,D,31,,31,M,1399507,EUR,1043107200,D,31,31,True,4.0,1.0,1.0,,,1.0,2.0,4.0,,1.0,,,,,,,10.0,8.0,6.6,4.0,0.0,0.0,0.0291529,0,,Noah Dodeigne,,1.0,,1.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,
11369795,home,Standard Liège,Sacha Banse,banse-sacha,S. Bansé,M,6,180.0,575,M,1126690,EUR,984700800,M,27,27,True,3.0,2.0,1.0,,,1.0,2.0,2.0,1.0,1.0,,,,,,,10.0,7.0,6.7,2.0,0.0,0.0,0.00127552,0,,Sacha,Bansé,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
11369795,home,Standard Liège,Laurent Henkinet,laurent-henkinet,L. Henkinet,G,,189.0,54,M,127405,EUR,716428800,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369795,home,Standard Liège,Nathan Ngoy,ngoy-nathan,N. Ngoy,D,3,183.0,2002,M,1119487,EUR,1055203200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369795,home,Standard Liège,Renaud Emond,renaud-emond,R. Emond,F,,186.0,108,M,331753,EUR,691891200,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369795,away,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184.0,297,M,39457,EUR,641347200,G,49,49,False,19.0,17.0,7.0,5.0,15.0,15.0,2.0,4.0,1.0,9.0,1.0,1.0,3.0,,,,90.0,31.0,7.4,2.0,0.0,0.0,0.00777097,0,0.1071,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
11369795,away,Royale Union Saint-Gilloise,Kevin Mac Allister,kevin-mac-allister,K. Mac Allister,D,5,175.0,9946,M,895327,EUR,878860800,D,5,5,False,81.0,77.0,4.0,4.0,45.0,45.0,32.0,36.0,1.0,7.0,,,,,,,90.0,102.0,7.5,6.0,0.0466,0.0,0.155609,1,,,,,5.0,2.0,8.0,5.0,,,,1.0,3.0,2.0,,,2.0,,,,,1.0,,,1.0,,,,,,,,
11369795,away,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196.0,311,M,303634,EUR,686793600,D,16,16,False,63.0,53.0,2.0,2.0,32.0,35.0,21.0,30.0,,3.0,,,,,,,90.0,79.0,7.4,13.0,0.5326,0.4046,0.0184581,2,,,,2.0,2.0,6.0,4.0,10.0,,,,2.0,4.0,1.0,1.0,,2.0,,1.0,1.0,,,1.0,,,,,1.0,2.0,,,,
11369795,away,Royale Union Saint-Gilloise,Koki Machida,koki-machida,K. Machida,D,28,190.0,1344,M,790977,EUR,872467200,D,28,28,False,57.0,46.0,6.0,1.0,13.0,16.0,33.0,41.0,2.0,9.0,,,,,,,90.0,82.0,7.3,16.0,0.0607,0.1066,0.0201069,1,,,,,2.0,2.0,6.0,5.0,1.0,,,6.0,1.0,1.0,3.0,2.0,2.0,,1.0,,,1.0,1.0,,,,,,,1.0,,,
11369795,away,Royale Union Saint-Gilloise,Bart Nieuwkoop,bart-nieuwkoop,B. Nieuwkoop,D,2,180.0,338,M,797279,EUR,826156800,M,2,2,False,59.0,50.0,4.0,2.0,23.0,23.0,28.0,42.0,1.0,6.0,,,,,,,90.0,80.0,6.9,20.0,0.0814,0.0,0.129429,2,,,,6.0,3.0,5.0,10.0,7.0,,3.0,1.0,1.0,1.0,1.0,4.0,,3.0,,,2.0,,3.0,,1.0,,,,,,,,,
11369795,away,Royale Union Saint-Gilloise,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182.0,634,M,928033,EUR,905904000,M,24,24,False,75.0,67.0,4.0,,21.0,22.0,46.0,53.0,,11.0,,,,,,,90.0,88.0,7.0,13.0,0.023,0.0,0.108424,1,,,,,1.0,1.0,9.0,5.0,2.0,1.0,,,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,,2.0,,,,,,,,,,,
11369795,away,Royale Union Saint-Gilloise,Senne Lynen,senne-lynen,S. Lynen,M,14,182.0,401,M,826171,EUR,919382400,M,20,20,False,81.0,71.0,2.0,,20.0,24.0,53.0,63.0,1.0,4.0,,,,,,,90.0,103.0,7.4,17.0,0.1403,0.0,0.278875,2,,,,6.0,2.0,2.0,6.0,3.0,1.0,,,1.0,1.0,1.0,1.0,,2.0,,3.0,1.0,,1.0,,2.0,1.0,,,1.0,,,,,
11369795,away,Royale Union Saint-Gilloise,Loïc Lapoussin,loic-lapoussin,L. Lapoussin,M,,181.0,702,M,902987,EUR,827884800,M,10,10,False,57.0,49.0,3.0,2.0,9.0,11.0,44.0,57.0,1.0,10.0,,,,,,,90.0,99.0,8.0,29.0,0.3164,0.0,0.505645,4,,,,11.0,,,6.0,6.0,2.0,5.0,2.0,,4.0,4.0,8.0,,1.0,,5.0,,,,,4.0,4.0,,,1.0,,,,,
11369795,away,Royale Union Saint-Gilloise,Mathias Rasmussen,mathias-rasmussen,M. Rasmussen,M,20,180.0,239,M,834244,EUR,880416000,F,4,4,False,19.0,16.0,2.0,1.0,4.0,4.0,13.0,18.0,,4.0,,,,,,,45.0,28.0,7.1,6.0,0.2789,0.424,0.0528054,3,,,,3.0,,,,2.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,2.0,1.0,1.0,,,,1.0,,,,
