match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_lastName,stat_aerialLost,stat_onTargetScoringAttempt,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_goals,stat_outfielderBlock,stat_fouls,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_bigChanceCreated,player_sofascoreId
12624954,home,Al-Riyadh,Milan Borjan,milan-borjan,M. Borjan,G,82,193.0,807,M,79413,EUR,561945600.0,G,82,82,False,34.0,18.0,23.0,9.0,0.0,12.0,15.0,6.0,19.0,2.0,15.0,1.0,1.0,1.0,2.0,2.0,2.0,90.0,52.0,6.7,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624954,home,Al-Riyadh,Marzouq Tambakti,marzouq-tambakti,M. Tambakti,D,87,187.0,50,M,1544937,EUR,1044921600.0,D,87,87,False,28.0,22.0,2.0,1.0,0.0,13.0,17.0,9.0,11.0,1.0,3.0,1.0,,,,,,88.0,35.0,6.5,8.0,0,Marzouq Tambakti,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12624954,home,Al-Riyadh,Lucas Kal,lucas-kal,Lucas Kal,M,21,186.0,179,M,840118,EUR,826934400.0,D,21,21,False,43.0,35.0,12.0,7.0,0.0,21.0,25.0,14.0,18.0,3.0,7.0,1.0,,,,,,90.0,48.0,6.7,9.0,1,,,2.0,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,
12624954,home,Al-Riyadh,Yoann Barbet,yoann-barbet,Y. Barbet,D,5,190.0,128,M,369544,EUR,736992000.0,D,5,5,False,49.0,39.0,13.0,4.0,0.0,26.0,26.0,13.0,23.0,2.0,5.0,1.0,,,,,,90.0,59.0,7.5,11.0,2,,1.0,3.0,3.0,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
12624954,home,Al-Riyadh,Faïz Selemani,faiz-selemani,F. Selemani,F,7,178.0,359,M,842745,EUR,754617600.0,M,17,17,False,34.0,27.0,7.0,3.0,1.0,11.0,13.0,18.0,30.0,2.0,5.0,3.0,,,,,,90.0,73.0,7.3,20.0,3,,,6.0,6.0,5.0,3.0,2.0,1.0,,,,,2.0,2.0,1.0,,,2.0,9.0,2.0,1.0,4.0,2.0,,,,
12624954,home,Al-Riyadh,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400.0,M,88,88,False,30.0,29.0,1.0,1.0,0.0,8.0,9.0,22.0,23.0,,4.0,2.0,,,,,,83.0,39.0,6.5,6.0,0,,,4.0,,2.0,,,,,,,,3.0,1.0,,,,1.0,2.0,1.0,,,,,,,
12624954,home,Al-Riyadh,Tozé,toze,Tozé,M,20,165.0,386,M,1089231,EUR,726969600.0,M,20,20,False,29.0,24.0,3.0,3.0,0.0,8.0,10.0,17.0,23.0,2.0,5.0,1.0,,,,,,90.0,51.0,8.3,9.0,5,,,3.0,6.0,2.0,2.0,2.0,1.0,2.0,,,1.0,1.0,2.0,3.0,1.0,,1.0,4.0,1.0,,2.0,1.0,,,,
12624954,home,Al-Riyadh,Ibrahim Bayesh,ibrahim-bayesh,I. Bayesh,M,29,177.0,2466,M,920815,EUR,957139200.0,M,11,11,False,19.0,14.0,3.0,2.0,0.0,6.0,6.0,8.0,13.0,1.0,3.0,1.0,,,,,,90.0,31.0,6.8,9.0,2,,1.0,5.0,4.0,1.0,,3.0,2.0,,,1.0,2.0,,1.0,,,,,,,2.0,,,,,,
12624954,home,Al-Riyadh,Abdulelah Al Khaibari,abdulelah-al-khaibari,A. A. Khaibari,D,80,174.0,142,M,1519328,EUR,864259200.0,M,8,8,False,35.0,25.0,5.0,1.0,0.0,9.0,11.0,18.0,28.0,1.0,5.0,1.0,,,,,,90.0,65.0,7.3,18.0,1,Abdulelah Al Khaibari,,2.0,9.0,3.0,,5.0,4.0,2.0,,,,3.0,,,,,,4.0,2.0,1.0,2.0,1.0,True,,,
12624954,home,Al-Riyadh,Mohammed Al Aqal,mohammed-al-aqal,M. A. Aqal,M,90,182.0,24,M,1127133,EUR,949881600.0,F,7,7,False,10.0,4.0,,,0.0,2.0,3.0,2.0,9.0,,1.0,6.0,,,,,,60.0,26.0,6.6,16.0,2,Mohammed Al Aqal,1.0,6.0,3.0,,,1.0,1.0,1.0,,2.0,,,,1.0,,,3.0,2.0,,1.0,,1.0,,,,
12624954,home,Al-Riyadh,Mohamed Konaté,mohamed-konate,M. Konaté,F,13,190.0,2441,M,850011,EUR,881884800.0,F,13,13,False,14.0,9.0,,,0.0,1.0,2.0,8.0,12.0,2.0,,1.0,,,,,,90.0,28.0,6.7,9.0,0,,4.0,9.0,7.0,2.0,,1.0,,2.0,,5.0,,1.0,,,,,2.0,,,1.0,,,,,,
12624954,home,Al-Riyadh,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180.0,416,M,546220,EUR,782352000.0,M,43,43,True,16.0,13.0,1.0,1.0,0.0,5.0,5.0,9.0,12.0,,1.0,,,,,,,30.0,23.0,6.8,4.0,0,,,2.0,4.0,1.0,1.0,,,3.0,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,,
12624954,home,Al-Riyadh,Talal Abubakr Haji,haji-talal-abubakr,T. A. Haji,F,90,175.0,455,M,1501473,EUR,1189900800.0,F,85,85,True,2.0,2.0,,,0.0,2.0,2.0,,,,1.0,,,,,,,15.0,3.0,6.5,,0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
12624954,home,Al-Riyadh,Nawaf Al-Abed,nawaf-al-abed,N. Al-Abed,M,,168.0,122,,144377,EUR,633312000.0,M,10,10,True,2.0,2.0,,,0.0,,,2.0,3.0,,,,,,,,,10.0,4.0,6.8,1.0,0,,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,
12624954,home,Al-Riyadh,Abdulrahman Al Shammari,abdulrahman-al-shammari,A. A. Shammari,G,22,178.0,15,M,982349,EUR,963100800.0,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624954,home,Al-Riyadh,Ziyad Al-Sahafi,ziyad-al-sahafi,Z. Al-Sahafi,D,21,182.0,36,M,831259,EUR,782352000.0,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
