match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_dispossessed,stat_blockedScoringAttempt,stat_shotOffTarget,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_fouls,stat_bigChanceCreated,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAGoal,stat_clearanceOffLine
12806485,home,Manchester City,Stefan Ortega,stefan-ortega,S. Ortega,G,27,186.0,11780,M,stefan.ortega1,125274,EUR,721008000,G,18,18,False,21.0,16.0,12.0,7.0,0.0,14.0,16.0,2.0,5.0,1.0,2.0,2.0,2.0,90.0,23.0,6.3,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12806485,home,Manchester City,Kyle Walker,kyle-walker,K. Walker,D,2,183.0,26433,M,KyleWalker2,44614,EUR,643852800,D,2,2,False,104.0,102.0,5.0,4.0,0.0,23.0,23.0,79.0,81.0,4.0,2.0,,,90.0,113.0,7.4,3.0,0,,,True,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12806485,home,Manchester City,John Stones,john-stones,J. Stones,D,5,188.0,22291,M,johnstones5,152077,EUR,770083200,D,5,5,False,94.0,87.0,7.0,4.0,0.0,28.0,30.0,59.0,64.0,1.0,3.0,,,90.0,99.0,7.2,7.0,0,,,,,2.0,1.0,3.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12806485,home,Manchester City,Kaden Braithwaite,kaden-braithwaite,K. Braithwaite,D,5,183.0,713,M,,1899484,EUR,1206403200,D,61,61,False,65.0,62.0,,,0.0,15.0,15.0,47.0,50.0,,3.0,,,76.0,77.0,7.1,4.0,0,Kaden Braithwaite,,,1.0,,2.0,3.0,,,,1.0,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
12806485,home,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170.0,17470,M,Rico_Lewis,1136731,EUR,1100995200,M,82,82,False,82.0,74.0,,,1.0,17.0,18.0,57.0,65.0,,2.0,,,90.0,108.0,8.1,12.0,1,Rico Lewis,,,1.0,,5.0,4.0,1.0,,7.0,1.0,,2.0,1.0,2.0,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,
12806485,home,Manchester City,Nico O'Reilly,nico-o-reilly,N. O’Reilly,D,33,193.0,16113,M,,1142703,EUR,1111363200,M,75,75,False,48.0,42.0,,,0.0,8.0,8.0,34.0,40.0,1.0,7.0,,,73.0,67.0,7.1,12.0,1,Nico,O’Reilly,,1.0,2.0,6.0,8.0,5.0,2.0,,,,,,4.0,3.0,1.0,,2.0,,1.0,,,,,,,,,,,,
12806485,home,Manchester City,Jérémy Doku,jeremy-doku,J. Doku,M,11,173.0,71179,M,Dokss,934386,EUR,1022457600,F,11,11,False,22.0,19.0,1.0,1.0,0.0,2.0,2.0,19.0,25.0,,2.0,,,45.0,37.0,7.9,9.0,3,,,,,,1.0,3.0,,,1.0,,,,,3.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,
12806485,home,Manchester City,James McAtee,james-mcatee,J. McAtee,M,24,180.0,10486,M,jamesmcatee_,1003334,EUR,1034899200,M,87,87,False,51.0,46.0,,,0.0,6.0,7.0,40.0,45.0,1.0,3.0,,,90.0,65.0,7.6,9.0,1,,,,1.0,,3.0,3.0,1.0,1.0,2.0,1.0,,,,2.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,
12806485,home,Manchester City,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183.0,19609,M,matheusnunes,945122,EUR,904176000,M,27,27,False,59.0,56.0,2.0,,0.0,11.0,11.0,45.0,50.0,1.0,6.0,,,90.0,81.0,8.0,10.0,6,,,,,,4.0,4.0,2.0,2.0,,1.0,,,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,,4.0,1.0,,1.0,1.0,,,,,,
12806485,home,Manchester City,Jack Grealish,jack-grealish,J. Grealish,M,18,180.0,57959,M,JGrealish,189061,EUR,810691200,F,10,10,False,79.0,68.0,5.0,3.0,1.0,6.0,7.0,62.0,75.0,1.0,3.0,,,90.0,106.0,8.0,23.0,1,,,,,,9.0,10.0,13.0,6.0,4.0,,,1.0,,3.0,,2.0,3.0,,,,,1.0,,,1.0,2.0,1.0,,,,,
12806485,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171.0,173851,M,Foden,859765,EUR,959472000,F,47,47,False,66.0,60.0,,,0.0,10.0,10.0,50.0,58.0,1.0,2.0,,,90.0,80.0,7.5,10.0,6,,,,1.0,,2.0,2.0,,,2.0,,,1.0,,1.0,1.0,1.0,2.0,1.0,4.0,1.0,,1.0,,,,,,,,,,
12806485,home,Manchester City,Savinho,savio,Savinho,M,26,176.0,52195,M,Savinho,1046795,EUR,1081555200,F,26,26,True,25.0,24.0,,,0.0,2.0,2.0,23.0,26.0,,4.0,,,45.0,42.0,7.7,7.0,5,,,,,,1.0,4.0,4.0,3.0,2.0,,,,,1.0,,3.0,3.0,,3.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,
12806485,home,Manchester City,Jacob Wright,wright-jacob,J. Wright,M,16,178.0,1325,M,,1402922,EUR,1127260800,M,56,56,True,22.0,21.0,,,0.0,6.0,6.0,15.0,16.0,,2.0,,,17.0,24.0,6.6,1.0,0,Jacob Wright,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12806485,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186.0,50024,M,JGvardiol,964994,EUR,1011744000,D,24,24,True,16.0,15.0,2.0,1.0,0.0,7.0,7.0,8.0,9.0,,1.0,,,14.0,18.0,6.5,1.0,0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
12806485,home,Manchester City,Ederson,ederson,Ederson,G,31,188.0,48446,M,Ederson93,254491,EUR,745545600,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12806485,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188.0,40381,M,RúbenD,318941,EUR,863568000,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12806485,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187.0,22626,M,manuel_akanji,383560,EUR,806112000,D,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12806485,home,Manchester City,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180.0,50691,M,IGunny,45853,EUR,656726400,M,19,19,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12806485,home,Manchester City,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178.0,33771,M,Kova8,136710,EUR,768182400,M,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12806485,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173.0,62462,M,BSilva,331209,EUR,776476800,M,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12806485,away,Watford,Jonathan Bond,jonathan-bond,J. Bond,G,31,193.0,73,M,,94743,EUR,737769600,G,23,23,False,29.0,20.0,17.0,8.0,0.0,17.0,22.0,3.0,7.0,,8.0,,,90.0,36.0,7.2,10.0,0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,5.0,,
