match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalClearance,player_firstName,player_lastName,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
10411465,home,Roma,Rui Patrício,rui-patricio,R. Patrício,G,190,3199,M,rpatricio1,17737,EUR,571881600,G,1,1,False,26.0,24.0,3.0,1.0,24.0,25.0,1.0,7.0,90.0,30.0,6.3,2.0,0.0,0.0,4.667e-05,0,-0.5711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411465,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,190,4038,M,,611210,EUR,829699200,D,23,23,False,51.0,42.0,5.0,1.0,32.0,33.0,18.0,3.0,87.0,61.0,6.9,11.0,0.2681,0.0,0.0119583,1,,23,10.0,3.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10411465,home,Roma,Chris Smalling,chris-smalling,C. Smalling,D,192,1660,M,,47741,EUR,627696000,D,6,6,False,44.0,37.0,2.0,,33.0,37.0,7.0,11.0,90.0,53.0,6.9,7.0,0.1097,0.0,0.00112216,1,,5,4.0,2.0,,4.0,,1.0,1.0,1.0,3.0,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,
10411465,home,Roma,Roger Ibañez,roger-ibanez,R. Ibañez,D,185,2299,M,,888949,EUR,911779200,D,3,3,False,83.0,73.0,11.0,6.0,54.0,59.0,24.0,14.0,90.0,107.0,7.5,13.0,0.36,0.6867,0.0127753,4,,3,19.0,3.0,4.0,6.0,2.0,,,2.0,8.0,3.0,2.0,1.0,1.0,1.0,,4.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,
10411465,home,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,180,2880,M,,893008,EUR,856137600,M,19,19,False,38.0,30.0,9.0,5.0,16.0,20.0,24.0,7.0,90.0,63.0,7.1,15.0,0.0,0.0,0.176267,0,,19,15.0,,4.0,2.0,1.0,,,,2.0,2.0,1.0,,,1.0,2.0,,,,,,,6.0,1.0,2.0,1.0,,,,,,,,,,,
10411465,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,186,2731,M,,186855,EUR,794188800,M,4,4,False,66.0,54.0,13.0,8.0,26.0,32.0,34.0,7.0,90.0,79.0,7.4,13.0,0.1584,0.0,0.0198521,2,,4,28.0,4.0,4.0,7.0,,,,2.0,,3.0,1.0,1.0,,3.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,
10411465,home,Roma,Nemanja Matić,nemanja-matic,N. Matić,M,194,3565,M,Mati,44241,EUR,586396800,M,8,8,False,41.0,33.0,5.0,2.0,16.0,21.0,20.0,6.0,67.0,55.0,7.1,10.0,0.0475,0.0,0.544873,1,,18,17.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,3.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,
10411465,home,Roma,Leonardo Spinazzola,leonardo-spinazzola,L. Spinazzola,D,185,3729,M,,148899,EUR,733017600,M,37,37,False,46.0,35.0,6.0,4.0,11.0,12.0,39.0,6.0,90.0,78.0,6.9,20.0,0.0,0.0,0.150519,0,,37,26.0,1.0,4.0,5.0,1.0,4.0,2.0,,,,,2.0,2.0,,2.0,,,,1.0,,,5.0,2.0,,,,,,,,,,,,,
10411465,home,Roma,Nicolò Zaniolo,nicolo-zaniolo,N. Zaniolo,F,189,9127,M,nicolozaniolo,864898,EUR,930873600,F,22,22,False,12.0,9.0,,,2.0,3.0,11.0,1.0,90.0,42.0,6.7,18.0,0.1281,0.0,0.0150794,2,,10,7.0,,11.0,11.0,4.0,11.0,6.0,2.0,,,,4.0,5.0,1.0,,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,
10411465,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,186,5687,M,lorepelle7,555540,EUR,835142400,F,7,7,False,41.0,37.0,4.0,3.0,17.0,17.0,32.0,8.0,90.0,72.0,8.4,13.0,0.3021,0.0425,0.806621,5,,7,25.0,,6.0,8.0,1.0,5.0,3.0,,1.0,2.0,1.0,3.0,3.0,,6.0,,,,2.0,,1.0,8.0,5.0,1.0,2.0,,,True,4.0,,,,,,,
