match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,captain,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_penaltyWon,stat_goalAssist,stat_outfielderBlock,stat_keyPass,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_penaltyConceded,stat_penaltyFaced,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed
10411467,home,Salernitana,Guillermo Ochoa,,,guillermo-ochoa,G. Ochoa,G,13,185.0,4425,M,GuiOchoa,15497,EUR,490060800,G,13,13,False,46.0,27.0,31.0,12.0,22.0,25.0,5.0,21.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,90.0,54.0,5.6,20.0,0.0,0.0,0.00072332,0,-0.802,,,,,,,,,,,,,,,,,,,,,,,,,,
10411467,home,Salernitana,Matteo Lovato,,,lovato-matteo,M. Lovato,D,20,188.0,274,M,,982601,EUR,950486400,D,66,66,False,23.0,18.0,1.0,1.0,15.0,18.0,3.0,5.0,3.0,1.0,6.0,,5.0,4.0,,90.0,32.0,6.5,6.0,0.0,0.0,0.00074252,0,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411467,home,Salernitana,Norbert Gyömbér,,,norbert-gyomber,N. Gyömbér,D,23,189.0,301,M,,224456,EUR,710121600,D,23,23,False,3.0,3.0,,,3.0,3.0,,,,,,,,,,14.0,3.0,6.5,,0.0,0.0,8.7e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411467,home,Salernitana,Lorenzo Pirola,,,lorenzo-pirola,L. Pirola,D,5,185.0,996,M,,965014,EUR,1014163200,D,98,98,False,48.0,38.0,4.0,,34.0,37.0,4.0,11.0,2.0,2.0,3.0,,3.0,2.0,,90.0,58.0,6.2,12.0,0.0,0.0,0.00110065,0,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411467,home,Salernitana,Pasquale Mazzocchi,,,pasquale-mazzocchi,P. Mazzocchi,M,30,183.0,1368,M,,377512,EUR,806803200,M,30,30,False,21.0,11.0,1.0,,9.0,14.0,3.0,9.0,1.0,9.0,6.0,,1.0,3.0,,89.0,58.0,6.1,29.0,0.0244,0.0,0.0223965,1,,2.0,,,2.0,,5.0,4.0,True,2.0,1.0,1.0,6.0,3.0,1.0,1.0,,,,,,,,,,,
10411467,home,Salernitana,Emil Bohinen,,,emil-bohinen,E. Bohinen,M,37,185.0,230,M,,824584,EUR,921196800,M,8,8,False,17.0,15.0,,,10.0,12.0,5.0,7.0,1.0,6.0,1.0,1.0,3.0,4.0,,61.0,29.0,6.3,6.0,0.0,0.0,0.00302292,0,,1.0,,,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,
10411467,home,Salernitana,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183.0,2761,M,,804621,EUR,829094400,M,18,18,False,28.0,25.0,3.0,3.0,14.0,15.0,11.0,13.0,,6.0,7.0,1.0,,7.0,,90.0,44.0,6.6,5.0,0.0,0.0,0.0230739,0,,,,,6.0,2.0,,3.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,
10411467,home,Salernitana,Domagoj Bradarić,,,domagoj-bradaric,D. Bradarić,M,12,178.0,1470,M,,897594,EUR,944784000,M,3,3,False,43.0,35.0,2.0,,19.0,20.0,16.0,24.0,3.0,3.0,13.0,,,7.0,,90.0,70.0,7.6,14.0,0.0,0.0,0.00750975,0,,,6.0,4.0,2.0,2.0,1.0,1.0,,1.0,,1.0,3.0,2.0,,,1.0,2.0,1.0,,,,,,,,
10411467,home,Salernitana,Giulio Maggiore,,,giulio-maggiore,G. Maggiore,M,18,184.0,222,M,,848185,EUR,889660800,F,25,25,False,22.0,14.0,1.0,,10.0,15.0,4.0,7.0,2.0,4.0,3.0,1.0,2.0,5.0,,61.0,25.0,6.6,8.0,0.0,0.0,0.00313997,0,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
10411467,home,Salernitana,Erik Botheim,,,erik-botheim,E. Botheim,F,20,187.0,1101,M,,844292,EUR,947462400,F,11,11,False,20.0,14.0,,,5.0,7.0,9.0,13.0,2.0,7.0,4.0,,,5.0,,90.0,28.0,6.8,9.0,0.0,0.0,0.129043,0,,4.0,1.0,,1.0,,2.0,2.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,
10411467,home,Salernitana,Boulaye Dia,,,dia-boulaye,B. Dia,F,19,180.0,11046,M,boulaye_dia,960080,EUR,848102400,F,29,29,False,24.0,19.0,,,11.0,12.0,8.0,12.0,,6.0,1.0,,,3.0,,90.0,36.0,8.7,12.0,1.0881,1.463,0.00641524,3,,2.0,,,,,2.0,,,,,3.0,2.0,1.0,,,,,1.0,1.0,3.0,3.0,,,,,
10411467,home,Salernitana,Flavius Daniliuc,,,flavius-daniliuc,F. Daniliuc,D,24,186.0,441,M,,901885,EUR,988329600,D,5,5,True,23.0,20.0,2.0,1.0,16.0,17.0,4.0,6.0,2.0,7.0,3.0,1.0,,3.0,,76.0,33.0,5.9,5.0,0.0,0.0,0.00172586,0,,4.0,1.0,,,3.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
10411467,home,Salernitana,Tonny Vilhena,,,tonny-vilhena,T. Vilhena,M,52,175.0,505,M,,149659,EUR,789091200,M,10,10,True,10.0,7.0,,,4.0,5.0,3.0,5.0,,5.0,1.0,1.0,,,,29.0,12.0,6.3,3.0,0.0,0.0,0.00048331,0,,3.0,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,
