match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_unsuccessfulTouch,captain,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_wasFouled,stat_totalOffside,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_lastManTackle
12764039,home,SK Slavia Praha,Antonín Kinský,antonin-kinsky,A. Kinský,G,31,190,3102,M,1031251,EUR,1047513600,G,31,31,False,37.0,31.0,14.0,9.0,0.0,24.0,26.0,7.0,11.0,9.0,1.0,1.0,1.0,90.0,43.0,6.5,6.0,0.00757701,0,-0.8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764039,home,SK Slavia Praha,Tomáš Holeš,tomas-holes,T. Holeš,D,3,180,241,M,151440,EUR,733536000,D,3,3,False,44.0,36.0,7.0,3.0,0.0,22.0,24.0,14.0,20.0,5.0,,,,90.0,53.0,7.1,8.0,0.0982648,1,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0198,2.0,,,,,,,,,,,,,,,,,,,,,
12764039,home,SK Slavia Praha,David Zima,zima-david,D. Zima,D,4,190,299,M,963084,EUR,973641600,D,4,4,False,44.0,39.0,4.0,2.0,0.0,24.0,27.0,15.0,17.0,1.0,,,,90.0,53.0,6.4,7.0,0.00906425,1,,,,3.0,2.0,4.0,2.0,1.0,1.0,,2.0,,,,0.016,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12764039,home,SK Slavia Praha,Jan Bořil,jan-boril,J. Bořil,D,18,175,130,M,92745,EUR,663552000,D,18,18,False,28.0,22.0,,,0.0,9.0,10.0,14.0,20.0,5.0,,,,87.0,47.0,6.7,11.0,0.061809,1,,,,1.0,,5.0,1.0,,1.0,,4.0,1.0,1.0,2.0,0.0454,,1.0,1.0,True,2.0,1.0,1.0,1.0,0.0515,,,,,,,,,,,,,
12764039,home,SK Slavia Praha,David Douděra,david-doudera,D. Doudera,M,21,183,170,M,891442,EUR,896572800,M,21,21,False,27.0,15.0,8.0,2.0,0.0,5.0,7.0,12.0,26.0,4.0,,,,90.0,53.0,6.6,17.0,0.0464623,7,,,,,,1.0,3.0,4.0,1.0,,2.0,,,1.0,0.7895,1.0,,1.0,,6.0,2.0,,1.0,0.1432,1.0,1.0,2.0,2.0,2.0,,,,,,,,
12764039,home,SK Slavia Praha,Christos Zafeiris,christos-zafeiris,C. Zafeiris,M,20,172,2144,M,1026524,EUR,1045958400,M,10,10,False,34.0,27.0,4.0,2.0,0.0,9.0,11.0,19.0,24.0,7.0,,,,87.0,49.0,6.9,8.0,0.164968,2,,,,1.0,1.0,4.0,7.0,1.0,,,,1.0,,2.0,0.0338,,,,,1.0,1.0,,,,2.0,1.0,,1.0,4.0,1.0,,,,,,,
12764039,home,SK Slavia Praha,Oscar Dorley,oscar-dorley,O. Dorley,M,19,172,1543,M,845721,EUR,900806400,M,19,19,False,26.0,19.0,4.0,1.0,0.0,8.0,10.0,11.0,16.0,4.0,,,,90.0,39.0,6.8,9.0,0.0126385,1,,,,,2.0,2.0,7.0,,2.0,,1.0,4.0,2.0,1.0,0.0056,,,2.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,
12764039,home,SK Slavia Praha,El Hadji Malick Diouf,diouf-el-hadji-malick,E. H. M. Diouf,M,12,183,14742,M,1471764,EUR,1104192000,M,12,12,False,44.0,34.0,7.0,4.0,0.0,11.0,12.0,25.0,41.0,13.0,,,,90.0,84.0,7.9,26.0,0.784569,1,,El Hadji Malick Diouf,,2.0,3.0,8.0,11.0,,3.0,,2.0,3.0,2.0,2.0,0.0367,4.0,,5.0,,9.0,2.0,1.0,1.0,0.0542,6.0,3.0,,,2.0,,2.0,,,,,,
12764039,home,SK Slavia Praha,Simion Michez,simion-michez,S. Michez,M,41,178,193,M,1126520,EUR,1013212800,F,14,14,False,8.0,4.0,,,0.0,1.0,1.0,3.0,7.0,2.0,,,,55.0,16.0,6.8,7.0,0.00634463,2,,,,2.0,1.0,2.0,1.0,1.0,,,,,,,0.0853,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,
12764039,home,SK Slavia Praha,Tomáš Chorý,tomas-chory,T. Chorý,F,25,199,1042,M,188307,EUR,791078400,F,25,25,False,15.0,11.0,1.0,1.0,0.0,6.0,6.0,5.0,9.0,,,,,72.0,29.0,7.3,5.0,0.00602673,4,,,,4.0,5.0,9.0,8.0,1.0,3.0,,,,,4.0,1.0039,1.0,,1.0,,,,1.0,2.0,0.7435,,,1.0,1.0,3.0,1.0,,1.0,,,,,
