match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_penaltyWon,stat_blockedScoringAttempt,stat_hitWoodwork,stat_unsuccessfulTouch,player_sofascoreId,stat_dispossessed,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_challengeLost
12437846,home,Leganés,Marko Dmitrović,marko-dmitrovic,M. Dmitrović,G,13,194,1184,M,94527,EUR,696211200,G,13,13,False,28.0,9.0,24.0,5.0,0.0,5.0,5.0,4.0,23.0,14.0,2.0,1.0,1.0,4.0,90.0,42.0,6.5,19.0,0.0052939,0,-0.3168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437846,home,Leganés,Valentin Rosier,valentin-rosier,V. Rosier,D,19,175,797,M,842419,EUR,840412800,D,12,12,False,39.0,29.0,6.0,2.0,1.0,14.0,15.0,16.0,27.0,3.0,,,,,90.0,71.0,7.3,14.0,0.118075,0,,3.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12437846,home,Leganés,Sergio González,sergio-gonzalez,S. González,D,4,186,271,M,377234,EUR,703728000,D,6,6,False,35.0,27.0,12.0,8.0,0.0,12.0,15.0,15.0,20.0,,,,,,90.0,44.0,6.5,8.0,0.00598548,1,,,,3.0,2.0,3.0,2.0,,,6.0,,,,,,,,,,True,1.0,1.0,0.0774,,,,,,,,,,,,,,
12437846,home,Leganés,Matija Nastasić,matija-nastasic,M. Nastasić,D,15,188,481,M,98440,EUR,733276800,D,22,22,False,29.0,22.0,7.0,4.0,0.0,14.0,15.0,8.0,14.0,3.0,,,,,90.0,42.0,7.0,7.0,0.0411953,0,,,,,1.0,,3.0,,,7.0,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,
12437846,home,Leganés,Javier Hernández,javier-hernandez,J. Hernández,D,26,181,457,M,1031658,EUR,894067200,D,20,20,False,13.0,10.0,2.0,,0.0,5.0,5.0,5.0,8.0,2.0,,,,,85.0,33.0,5.9,7.0,0.00259742,1,,,,2.0,1.0,6.0,2.0,2.0,,4.0,,,1.0,1.0,,2.0,,,,,,,0.0282,,1.0,,,,,,,,,,,,
12437846,home,Leganés,Renato Tapia,renato-tapia,R. Tapia,M,13,185,3151,M,352376,EUR,806889600,M,5,5,False,27.0,22.0,4.0,1.0,0.0,8.0,8.0,14.0,20.0,3.0,,,,,85.0,44.0,7.0,7.0,0.0140347,1,,1.0,,1.0,,1.0,6.0,2.0,2.0,2.0,,1.0,1.0,1.0,3.0,,,,,,1.0,,0.0099,,,1.0,1.0,,,,,,,,,,
12437846,home,Leganés,Seydouba Cisse,seydouba-cisse,S. Cisse,M,8,172,3843,M,906065,EUR,981763200,M,8,8,False,19.0,15.0,3.0,1.0,0.0,6.0,6.0,9.0,13.0,1.0,,,,,72.0,29.0,6.0,9.0,0.00374905,0,,,,1.0,,4.0,2.0,2.0,1.0,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,2.0,seydoubacisse32,2.0,1.0,,,,,,,
12437846,home,Leganés,Dani Raba,dani-raba,D. Raba,F,19,184,999,M,873947,EUR,814924800,M,10,10,False,27.0,18.0,6.0,1.0,0.0,4.0,4.0,16.0,28.0,1.0,,,,,90.0,53.0,8.0,20.0,0.126699,2,,5.0,2.0,,1.0,7.0,5.0,1.0,,1.0,,,,,4.0,4.0,3.0,,,,,1.0,1.5768,,,,3.0,,2.0,,2.0,2.0,1.9118,,,,
12437846,home,Leganés,Darko Brašanac,darko-brasanac,D. Brašanac,M,5,178,208,M,94539,EUR,697852800,M,14,14,False,17.0,9.0,2.0,1.0,0.0,2.0,3.0,7.0,15.0,,,,,,72.0,27.0,6.4,10.0,0.00438747,0,,1.0,,3.0,1.0,4.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,
12437846,home,Leganés,Juan Cruz,juan-cruz,J. Cruz,M,10,179,541,M,936234,EUR,956620800,M,11,11,False,9.0,6.0,,,0.0,1.0,3.0,5.0,6.0,,,,,,72.0,14.0,6.1,5.0,0.00186524,1,,,,1.0,2.0,3.0,2.0,,,1.0,,,,,,1.0,,,,,,,0.0085,,1.0,,1.0,,1.0,,,,,,,,
