match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_bigChanceCreated,stat_goals,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_ownGoals,stat_errorLeadToAShot
14025291,home,West Ham United,Alphonse Aréola,alphonse-areola,A. Aréola,G,23,195,3046,M,96531,EUR,730771200,G,23,23,False,28.0,8.0,28.0,8.0,0.0,4.0,6.0,4.0,22.0,2.0,8.0,1.0,2.0,3.0,2.0,90.0,40.0,7.0,21.0,0.00072352,0.6363,0,-0.2135,0.05,0.0,-0.06,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025291,home,West Ham United,Aaron Wan-Bissaka,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,863653,EUR,880502400,D,29,29,False,26.0,18.0,5.0,2.0,0.0,9.0,12.0,9.0,14.0,9.0,3.0,,,,,90.0,52.0,6.6,14.0,0.0233132,,0,,0.04,-0.04,0.13,,,,awbissaka,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14025291,home,West Ham United,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,3,3,False,28.0,22.0,5.0,1.0,0.0,14.0,16.0,8.0,12.0,6.0,1.0,,,,,90.0,41.0,6.4,6.0,0.00513926,,2,,0.06,0.02,-0.1,,,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.0913,0.0701,1.0,-0.26,,,,,,,,,,,,,,,,,
14025291,home,West Ham United,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,945217,EUR,946512000,D,25,25,False,25.0,22.0,2.0,,0.0,18.0,19.0,4.0,6.0,10.0,2.0,,,,,90.0,42.0,6.9,5.0,0.0096724,,0,,0.11,0.03,0.2,,,,,,1.0,1.0,1.0,4.0,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025291,home,West Ham United,El Hadji Malick Diouf,diouf-el-hadji-malick,E. H. M. Diouf,M,12,183,14539,M,1471764,EUR,1104192000,D,12,12,False,35.0,26.0,7.0,3.0,0.0,16.0,18.0,10.0,17.0,2.0,8.0,,,,,90.0,63.0,7.2,14.0,0.0148016,,0,,0.03,0.04,-0.08,,El Hadji Malick Diouf,,,3.0,,,2.0,10.0,,6.0,3.0,2.0,,,1.0,,,,,,,,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,
14025291,home,West Ham United,Mateus Fernandes,mateus-fernandes,M. Fernandes,M,18,178,3830,M,1142562,EUR,1089417600,M,18,18,False,33.0,29.0,5.0,3.0,1.0,12.0,12.0,17.0,21.0,1.0,4.0,,,,,85.0,47.0,7.1,7.0,0.0652125,,1,,0.25,0.31,-0.02,,,,,1.0,,,3.0,4.0,1.0,2.0,1.0,,,,,,1.0,,0.2375,,3.0,-0.49,1.0,2.0,1.0,,2.0,,,,,,,,,,,,
14025291,home,West Ham United,Freddie Potts,freddie-potts,F. Potts,M,32,183,468,M,1089582,EUR,1063324800,M,32,32,False,39.0,33.0,4.0,1.0,0.0,15.0,20.0,18.0,19.0,6.0,1.0,,,,,90.0,57.0,6.8,11.0,0.0417319,,0,,-0.02,0.03,0.21,,Freddie Potts,,,4.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,
14025291,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,839981,EUR,872640000,M,10,10,False,53.0,46.0,4.0,2.0,0.0,20.0,24.0,26.0,29.0,1.0,4.0,,,,,90.0,79.0,8.5,15.0,0.0648651,,2,,0.36,0.09,-0.06,,,,Paqueta,6.0,1.0,1.0,4.0,7.0,1.0,3.0,2.0,3.0,,1.0,3.0,2.0,,1.0,0.083,0.2362,1.0,0.56,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,
14025291,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,552884,EUR,851040000,F,20,20,False,18.0,16.0,,,0.0,4.0,5.0,12.0,13.0,,7.0,,,,,90.0,33.0,7.0,9.0,0.0897509,,4,,0.25,0.42,0.0,,,,jarrodbowen,3.0,1.0,1.0,4.0,3.0,1.0,,,2.0,,,1.0,2.0,,,0.2786,0.187,2.0,-0.42,1.0,1.0,2.0,1.0,1.0,,,True,1.0,2.0,1.0,,,,,,
14025291,home,West Ham United,Callum Wilson,callum-wilson,C. Wilson,F,9,180,3241,M,113956,EUR,699148800,F,9,9,False,6.0,4.0,,,0.0,2.0,2.0,2.0,4.0,,2.0,,,,,61.0,15.0,6.1,7.0,0.00086181,,1,,-0.11,0.05,-0.05,,,,,,3.0,,6.0,1.0,,,,3.0,1.0,1.0,1.0,1.0,,,0.029,0.0414,,-0.05,,,2.0,1.0,,,,,,,,,,,,,
