match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_errorLeadToAShot,stat_aerialLost,stat_totalOffside,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_shotOffTarget,player_sofascoreId,stat_errorLeadToAGoal,stat_punches
10389838,home,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,31.0,20.0,19.0,8.0,14.0,14.0,6.0,17.0,1.0,9.0,1.0,3.0,5.0,90.0,44.0,8.0,11.0,0.0,0.0,0.00146784,0,0.5953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389838,home,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178,604,M,141080,EUR,686448000,D,27,27,False,48.0,41.0,9.0,7.0,30.0,33.0,12.0,18.0,1.0,6.0,,,,90.0,80.0,7.9,14.0,0.0,0.0,0.187253,0,,1.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10389838,home,Stade Brestois,Brendan Chardonnet,brendan-chardonnet,B. Chardonnet,D,5,181,234,M,328035,EUR,788054400,D,5,5,False,47.0,36.0,13.0,5.0,30.0,35.0,6.0,13.0,4.0,5.0,,,,90.0,58.0,7.2,12.0,0.0,0.0,0.0165964,0,,,1.0,,1.0,3.0,,,,,1.0,1.0,,,,,,,True,2.0,1.0,2.0,,,,,,,,,,,
10389838,home,Stade Brestois,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184,576,M,988907,EUR,941500800,D,3,3,False,72.0,57.0,18.0,8.0,43.0,48.0,14.0,24.0,1.0,12.0,,,,90.0,77.0,6.9,16.0,0.0,0.0,0.0157555,0,,,,,2.0,6.0,,,,,1.0,2.0,1.0,,2.0,,,,,4.0,,,2.0,1.0,,,,,,,,,
10389838,home,Stade Brestois,Jean-Kévin Duverne,jean-kevin-duverne,J. Duverne,D,29,184,2643,M,845930,EUR,868665600,D,2,2,False,58.0,37.0,8.0,2.0,20.0,27.0,17.0,34.0,3.0,12.0,,,,90.0,94.0,6.4,37.0,0.0,0.0,0.0105152,0,,,3.0,,7.0,5.0,2.0,3.0,1.0,,,3.0,3.0,,1.0,,,,,1.0,1.0,,2.0,,1.0,1.0,,,,,,,
10389838,home,Stade Brestois,Pierre Lees Melou,pierre-lees-melou,P. L. Melou,M,33,185,589,M,801306,EUR,738288000,M,20,20,False,60.0,51.0,9.0,7.0,38.0,41.0,13.0,20.0,3.0,5.0,,,,90.0,78.0,7.5,12.0,0.0,0.0,0.00480977,0,,,1.0,,2.0,9.0,1.0,1.0,1.0,,,5.0,1.0,1.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,
10389838,home,Stade Brestois,Mathias Pereira Lage,mathias-pereira-lage,M. P. Lage,M,28,180,349,M,831400,EUR,849312000,M,29,29,False,20.0,10.0,3.0,1.0,5.0,6.0,6.0,18.0,1.0,3.0,,,,70.0,35.0,7.7,16.0,0.2272,0.7402,0.0293454,2,,,4.0,1.0,1.0,7.0,,,,,,2.0,2.0,2.0,1.0,1.0,,,,3.0,,,,,,,1.0,1.0,1.0,,,,
10389838,home,Stade Brestois,Haris Belkebla,haris-belkebla,H. Belkebla,M,93,177,1877,M,580642,EUR,759715200,M,7,7,False,60.0,53.0,5.0,1.0,30.0,33.0,23.0,27.0,1.0,13.0,,,,90.0,84.0,7.4,13.0,0.0,0.0,0.0159568,0,,,,,6.0,11.0,4.0,2.0,1.0,,4.0,5.0,1.0,4.0,,,,,,1.0,,1.0,5.0,,1.0,,,,,,,,
10389838,home,Stade Brestois,Mahdi Camara,camara-mahdi,M. Camara,M,45,178,964,M,916041,EUR,899164800,M,45,45,False,35.0,31.0,2.0,2.0,19.0,20.0,12.0,15.0,1.0,4.0,,,,70.0,45.0,6.9,6.0,0.0481,0.0,0.0371697,1,,,,,8.0,9.0,1.0,2.0,2.0,,,3.0,,1.0,,1.0,,,,3.0,4.0,,1.0,,3.0,,,,,1.0,,,
10389838,home,Stade Brestois,Jérémy Le Douaron,jeremy-le-douaron,J. Le Douaron,F,21,189,290,M,1047296,EUR,893116800,M,22,22,False,25.0,21.0,1.0,1.0,10.0,10.0,12.0,19.0,,1.0,,,,79.0,39.0,7.3,12.0,0.2777,0.3845,0.0483903,2,,,4.0,1.0,6.0,3.0,1.0,,,,,,2.0,1.0,1.0,2.0,,,,2.0,1.0,,,,3.0,,2.0,,1.0,,,,
