match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_totalCross,stat_aerialWon,stat_shotOffTarget,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated,stat_errorLeadToAShot,stat_goals,stat_penaltyWon,stat_totalOffside
12117346,home,Grêmio,Caíque,,,caique,Caíque,G,97,198,375,M,839514,EUR,870307200,G,97,97,False,24.0,12.0,16.0,5.0,0.0,12.0,15.0,9.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,90.0,30.0,6.3,12.0,0.00023715,0,-0.2553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117346,home,Grêmio,João Pedro,,,joao-pedro,J. Pedro,D,18,179,1116,M,605528,EUR,848016000,D,18,18,False,27.0,20.0,5.0,3.0,0.0,4.0,5.0,22.0,2.0,4.0,,,,,,90.0,48.0,6.4,12.0,0.0230888,1,,16.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0485,1.0,,,,,,,,,,,,,,,,,,,,,,
12117346,home,Grêmio,Pedro Geromel,,,pedro-geromel,P. Geromel,D,3,190,681,M,13338,EUR,496108800,D,3,3,False,20.0,18.0,6.0,6.0,0.0,10.0,11.0,9.0,4.0,2.0,,,,,,68.0,34.0,7.2,3.0,0.00366996,0,,8.0,3.0,4.0,,,,,1.0,1.0,,1.0,True,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,
12117346,home,Grêmio,Jemerson,,,jemerson,Jemerson,D,21,184,1651,M,328519,EUR,714614400,D,28,28,False,26.0,23.0,1.0,,0.0,20.0,22.0,5.0,6.0,1.0,,,,,,90.0,35.0,6.4,4.0,0.00065037,1,,3.0,1.0,3.0,,,,,,1.0,0.101,,,1.0,,,,,,,,1.0,2.0,1.0,,,,,,,,,,
12117346,home,Grêmio,Reinaldo,,,reinaldo,Reinaldo,D,6,178,2574,M,243109,EUR,622944000,D,6,6,False,29.0,26.0,5.0,4.0,0.0,9.0,9.0,24.0,1.0,5.0,,,,,,90.0,56.0,7.0,14.0,0.16193,3,,18.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0,2.0,0.0641,1.0,,,1.0,,1.0,1.0,1.0,,,4.0,,1.0,1.0,1.0,0.2037,,,,,,,
12117346,home,Grêmio,Cristian Pavón,,,cristian-pavon,C. Pavón,M,7,169,2406,M,358956,EUR,822182400,M,21,21,False,18.0,14.0,,,0.0,7.0,7.0,15.0,,7.0,,,,,,67.0,32.0,6.9,9.0,0.0311842,2,,9.0,5.0,3.0,,3.0,1.0,1.0,1.0,,0.0592,1.0,,2.0,,,1.0,2.0,2.0,,1.0,4.0,,,2.0,1.0,0.0573,,,,,,,
12117346,home,Grêmio,Mathias Villasanti,,,mathias-villasanti,M. Villasanti,M,20,178,2843,M,1139775,EUR,854064000,M,20,20,False,38.0,32.0,4.0,2.0,0.0,24.0,25.0,13.0,1.0,3.0,,,,,,90.0,54.0,7.0,9.0,0.0176545,2,,8.0,2.0,4.0,,1.0,1.0,1.0,3.0,1.0,0.1321,,,,1.0,1.0,2.0,2.0,2.0,,1.0,,,1.0,,,,,,,,,,
12117346,home,Grêmio,Dodi,,,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,17,17,False,21.0,19.0,1.0,1.0,0.0,10.0,11.0,10.0,,5.0,,,,,,79.0,26.0,6.2,3.0,0.0118092,0,,9.0,6.0,3.0,1.0,1.0,1.0,,,,,1.0,,,2.0,,,2.0,1.0,,3.0,,,,,,,,,,,,,
12117346,home,Grêmio,Yeferson Soteldo,,,yeferson-soteldo,Y. Soteldo,M,7,160,11184,M,789960,EUR,867628800,M,7,7,False,24.0,19.0,1.0,1.0,0.0,5.0,5.0,23.0,1.0,4.0,,,,,,90.0,49.0,6.9,17.0,0.339105,2,,15.0,5.0,6.0,4.0,4.0,3.0,2.0,3.0,1.0,0.0335,3.0,,,,,1.0,2.0,,,,4.0,,,1.0,,,yefersonsoteldo1006,,,,,,
12117346,home,Grêmio,Martin Braithwaite,,,martin-braithwaite,M. Braithwaite,F,22,180,6777,M,66471,EUR,676080000,F,22,22,False,13.0,12.0,,,0.0,3.0,3.0,11.0,,1.0,,,,,,90.0,31.0,6.7,9.0,0.0223564,4,,9.0,4.0,3.0,1.0,2.0,,,4.0,3.0,0.2505,1.0,,1.0,,,,,,,1.0,1.0,,3.0,,1.0,0.423,braithwaite,1.0,,,,,
12117346,home,Grêmio,Diego Costa,,,diego-costa,Diego Costa,F,,187,4454,,21212,EUR,592185600,F,19,19,False,8.0,6.0,1.0,,0.0,2.0,2.0,6.0,3.0,3.0,,,,,,45.0,22.0,6.9,6.0,0.0272125,1,,4.0,3.0,5.0,,3.0,1.0,,2.0,1.0,0.0607,1.0,,1.0,,,,2.0,,,,,1.0,,,1.0,0.1984,diego.costa,,,,,,
12117346,home,Grêmio,Franco Cristaldo,,,franco-cristaldo,F. Cristaldo,M,10,175,2295,M,558820,EUR,840067200,M,10,10,True,21.0,16.0,1.0,,0.0,4.0,4.0,20.0,,1.0,,,,,,45.0,27.0,7.4,6.0,0.157643,2,,14.0,2.0,1.0,,,,,,,0.0974,4.0,,1.0,1.0,,,1.0,1.0,,,3.0,,1.0,2.0,1.0,0.1387,,,1.0,,,,
12117346,home,Grêmio,Miguel Monsalve,Miguel Monsalve,,miguel-monsalve,M. Monsalve,M,11,177,2381,M,1066620,EUR,1077840000,M,11,11,True,9.0,7.0,,,0.0,,,9.0,,,,,,,,23.0,12.0,6.3,4.0,0.024867,0,,7.0,2.0,,2.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
12117346,home,Grêmio,Pepê,,,pepe,Pepê,M,6,183,730,M,946945,EUR,884044800,M,23,23,True,14.0,13.0,1.0,1.0,0.0,3.0,3.0,11.0,,3.0,,,,,,22.0,18.0,6.7,1.0,0.00887352,0,,10.0,3.0,2.0,,,,,,2.0,,1.0,,,,,1.0,,,,3.0,,,,,,,,,,,,,
