match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_unsuccessfulTouch,stat_outfielderBlock,stat_wonTackle,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalCross,stat_accurateCross,stat_goals,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,stat_wonContest,stat_shotOffTarget,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
11406877,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190,15444,M,MMaignan,191210,EUR,804729600,G,16,16,False,32.0,17.0,21.0,6.0,14.0,16.0,3.0,16.0,1.0,1.0,1.0,10.0,1.0,2.0,1.0,90.0,41.0,7.1,17.0,0.00061241,0,0.1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406877,home,Milan,Davide Calabria,davide-calabria,D. Calabria,D,2,177,2430,M,,318607,EUR,849830400,D,2,2,False,18.0,15.0,1.0,,9.0,12.0,6.0,6.0,1.0,2.0,,1.0,,,,37.0,27.0,6.1,7.0,0.00240319,0,,True,1.0,6.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11406877,home,Milan,Simon Kjær,simon-kjaer,S. Kjær,D,24,189,1458,M,,21535,EUR,606873600,D,24,24,False,35.0,30.0,6.0,3.0,22.0,25.0,8.0,10.0,1.0,3.0,4.0,3.0,,,,66.0,42.0,7.0,5.0,0.00200586,0,,,,2.0,2.0,,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11406877,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,46,185,3401,M,,826195,EUR,940464000,D,46,46,False,32.0,28.0,3.0,,24.0,24.0,4.0,8.0,,3.0,3.0,2.0,,,,90.0,43.0,7.1,5.0,0.00082447,1,,,,3.0,1.0,,,3.0,1.0,,2.0,1.0,2.0,0.0196,0.0595,1.0,,,,,,,,,,,,,,,,
11406877,home,Milan,Theo Hernández,theo-hernandez,T. Hernández,D,19,184,26616,M,TheoHdez,788027,EUR,876096000,D,19,19,False,46.0,36.0,6.0,1.0,14.0,19.0,23.0,30.0,1.0,6.0,,9.0,,,,90.0,69.0,7.7,14.0,0.0505289,2,,,1.0,6.0,,1.0,1.0,4.0,,,1.0,2.0,3.0,0.3536,0.7224,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11406877,home,Milan,Yacine Adli,yacine-adli,Y. Adli,M,29,187,3790,M,adliyacine,859024,EUR,964828800,M,7,7,False,54.0,46.0,1.0,1.0,18.0,19.0,29.0,37.0,2.0,4.0,3.0,6.0,,,,90.0,71.0,7.2,12.0,0.0445859,0,,,,2.0,,,1.0,1.0,2.0,,,,1.0,,,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,
11406877,home,Milan,Ismaël Bennacer,ismael-bennacer,I. Bennacer,M,4,175,31837,M,IsmaëlBennacer,823733,EUR,880934400,M,4,4,False,50.0,42.0,2.0,,15.0,21.0,27.0,29.0,1.0,6.0,1.0,5.0,,,,65.0,66.0,6.8,12.0,0.0188203,1,,,2.0,5.0,1.0,1.0,3.0,3.0,2.0,,1.0,,,0.0507,,,,,,2.0,,,,2.0,1.0,1.0,,,,,,
11406877,home,Milan,Christian Pulišić,christian-pulisic,C. Pulišić,M,11,177,37774,M,CMPulisic,817957,EUR,906076800,M,11,11,False,19.0,16.0,,,7.0,8.0,9.0,14.0,,4.0,,4.0,,,,81.0,35.0,6.7,11.0,0.0190357,1,,,2.0,5.0,,1.0,2.0,1.0,2.0,,1.0,,,0.0196,,,3.0,,,1.0,3.0,,,,,,1.0,1.0,,,,
11406877,home,Milan,Ruben Loftus-Cheek,ruben-loftus-cheek,R. Loftus-Cheek,M,8,191,7232,M,rlc,284441,EUR,822355200,M,8,8,False,33.0,24.0,1.0,,11.0,16.0,13.0,17.0,3.0,8.0,,6.0,,,,90.0,48.0,7.2,14.0,0.0295075,0,,,1.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,,1.0,,,2.0,,,,1.0,3.0,,,1.0,,,,,,,,
11406877,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,10,188,75751,M,RLeão,851284,EUR,928972800,M,10,10,False,29.0,24.0,2.0,2.0,3.0,5.0,22.0,29.0,2.0,7.0,,7.0,,,,90.0,47.0,8.0,13.0,0.191937,3,,,,4.0,,2.0,3.0,2.0,,,1.0,1.0,1.0,0.1011,0.2171,1.0,5.0,1.0,,,1.0,,,2.0,2.0,,,1.0,1.0,1.0,,
