match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_hitWoodwork,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_outfielderBlock,stat_dispossessed,stat_wonContest,stat_interceptionWon,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_goalAssist,stat_bigChanceCreated,stat_penaltyConceded
10385624,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,13.0,12.0,2.0,1.0,12.0,12.0,1.0,6.0,2.0,90.0,20.0,6.5,1.0,0.0,0.0,5.618e-05,0,-0.2706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385624,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,False,85.0,69.0,7.0,2.0,27.0,29.0,72.0,5.0,,90.0,120.0,7.1,29.0,0.0523,0.0,0.373531,1,,True,47.0,16.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10385624,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,87.0,74.0,12.0,8.0,35.0,40.0,48.0,9.0,,90.0,101.0,7.3,15.0,0.0764,0.1615,0.0465891,4,,,39.0,1.0,,3.0,,1.0,1.0,,,,,1.0,2.0,3.0,6.0,1.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,
10385624,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,92.0,82.0,10.0,7.0,49.0,53.0,39.0,10.0,,90.0,98.0,7.1,10.0,0.0,0.0,0.0205726,0,,,33.0,,,1.0,,,,,,,,1.0,1.0,4.0,4.0,,,3.0,,,,1.0,,,,,,,,,,,
10385624,home,Newcastle United,Matt Targett,,,matt-targett,M. Targett,D,3,183,816,M,,368134,EUR,811382400,D,13,13,False,72.0,62.0,4.0,2.0,29.0,32.0,43.0,3.0,,90.0,96.0,6.2,16.0,0.0,0.0,0.0726455,0,,,33.0,3.0,,9.0,4.0,,,,1.0,3.0,,1.0,1.0,,2.0,,,2.0,2.0,2.0,,,1.0,,,,,,,,,,
10385624,home,Newcastle United,Joe Willock,,,joe-willock,J. Willock,M,28,186,2651,M,,888550,EUR,935107200,M,28,28,False,63.0,58.0,1.0,1.0,9.0,10.0,60.0,3.0,,90.0,81.0,6.8,14.0,0.0658,0.0,0.241624,2,,,51.0,7.0,2.0,6.0,3.0,1.0,2.0,,1.0,1.0,1.0,2.0,,,3.0,,,,2.0,1.0,,,2.0,1.0,,,,,,,,,
10385624,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,61.0,55.0,3.0,1.0,16.0,16.0,45.0,8.0,,72.0,78.0,6.9,11.0,0.0,0.0,0.100121,0,,,39.0,,,9.0,1.0,1.0,,,,2.0,,1.0,1.0,,7.0,,,,5.0,3.0,2.0,,4.0,,1.0,,,,,,,,
10385624,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,M,7,7,False,41.0,34.0,1.0,1.0,10.0,11.0,30.0,5.0,,90.0,65.0,7.0,13.0,0.2252,0.038,0.0264005,3,,,24.0,,,9.0,1.0,2.0,2.0,1.0,1.0,2.0,,,2.0,3.0,10.0,1.0,,1.0,1.0,1.0,4.0,,4.0,2.0,,,,,,,,,
10385624,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8461,M,miguel_almiron,333373,EUR,760838400,F,24,24,False,49.0,45.0,,,7.0,9.0,41.0,4.0,,89.0,65.0,7.1,11.0,0.2477,0.3192,0.068324,2,,,38.0,1.0,,1.0,,,,,5.0,,1.0,1.0,,1.0,4.0,1.0,1.0,,2.0,1.0,1.0,,1.0,,,,,,,,,,
10385624,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,14,14,False,16.0,11.0,,,2.0,2.0,14.0,3.0,,90.0,31.0,7.6,10.0,0.9477,1.4429,0.0511732,3,,,9.0,,,5.0,1.0,2.0,,,4.0,1.0,,2.0,2.0,3.0,6.0,3.0,,,1.0,1.0,1.0,,1.0,2.0,,1.0,,,,,,,
10385624,home,Newcastle United,Ryan Fraser,,,ryan-fraser,R. Fraser,M,7,163,555,M,,138261,EUR,762048000,F,21,21,False,25.0,19.0,,,6.0,8.0,19.0,3.0,,71.0,37.0,7.0,12.0,0.2267,0.1596,0.0407906,4,,,13.0,2.0,,3.0,1.0,,2.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,
10385624,home,Newcastle United,Jacob Murphy,,,jacob-murphy,J. Murphy,F,23,176,3564,M,,372336,EUR,793584000,M,23,23,True,11.0,9.0,,,1.0,1.0,12.0,,,19.0,14.0,6.5,4.0,0.0765,0.0,0.0111108,1,,,8.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
10385624,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1652,M,,866191,EUR,878169600,M,36,36,True,28.0,26.0,3.0,1.0,3.0,4.0,25.0,2.0,,18.0,32.0,6.4,5.0,0.0,0.0,0.0271054,0,,,23.0,1.0,,3.0,2.0,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
10385624,home,Newcastle United,Chris Wood,,,chris-wood,C. Wood,F,11,191,7494,M,wodsy39,50480,EUR,692064000,F,20,20,True,,,,,,,,,,9.0,1.0,6.6,,0.0,0.0,0.0,0,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,
10385624,home,Newcastle United,Loris Karius,,,loris-karius,L. Karius,G,1,190,1739,M,,174135,EUR,740707200,G,18,18,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385624,home,Newcastle United,Sven Botman,,,sven-botman,S. Botman,D,4,193,3377,M,,910046,EUR,947635200,D,4,4,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385624,home,Newcastle United,Jamaal Lascelles,,,jamaal-lascelles,J. Lascelles,D,24,188,1036,M,,153444,EUR,752976000,D,6,6,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385624,home,Newcastle United,Javier Manquillo,,,javier-manquillo,J. Manquillo,D,2,180,210,M,,210082,EUR,768096000,D,19,19,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385624,home,Newcastle United,Jamal Lewis,,,jamal-lewis,J. Lewis,D,18,178,948,M,,891803,EUR,885686400,D,12,12,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385624,home,Newcastle United,Matt Ritchie,,,matt-ritchie,M. Ritchie,M,30,173,303,M,,42699,EUR,621388800,M,11,11,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385624,away,Bournemouth,Neto,,,neto,Neto,G,22,190,5148,M,Neto_Murara,84844,EUR,616809600,G,13,13,False,28.0,12.0,23.0,7.0,8.0,13.0,15.0,18.0,6.0,90.0,51.0,7.8,16.0,0.0,0.0,0.00209176,0,1.1212,,4.0,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,4.0,5.0,1.0,1.0,,,
10385624,away,Bournemouth,Adam Smith,,,adam-smith,A. Smith,D,15,180,494,M,,44566,EUR,672883200,D,15,15,False,24.0,15.0,3.0,2.0,11.0,14.0,10.0,4.0,,90.0,42.0,6.5,16.0,0.0,0.0,0.0063156,0,,True,4.0,,,3.0,,2.0,,,1.0,,,,1.0,1.0,4.0,,,2.0,2.0,1.0,,,1.0,1.0,,,,,,,,,
10385624,away,Bournemouth,Chris Mepham,,,chris-mepham,C. Mepham,D,2,191,391,M,,865740,EUR,878688000,D,6,6,False,21.0,15.0,3.0,1.0,13.0,17.0,4.0,3.0,,90.0,30.0,6.5,6.0,0.0,0.0,0.00313024,0,,,2.0,,,4.0,1.0,,,,,1.0,,,3.0,3.0,4.0,,,5.0,1.0,,,,,,,,,,,,,,
10385624,away,Bournemouth,Marcos Senesi,,,marcos-senesi,M. Senesi,D,5,184,5596,M,,830659,EUR,863222400,D,25,25,False,26.0,15.0,3.0,,13.0,20.0,6.0,3.0,,90.0,42.0,6.6,14.0,0.0,0.0,0.00029364,0,,,2.0,,,1.0,,,,,,1.0,,,,,,,,7.0,,,,,,,1.0,,,,,,,,
