match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_expectedGoals,stat_outfielderBlock,stat_dispossessed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_wasFouled,stat_bigChanceMissed,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_punches,stat_clearanceOffLine,stat_goalAssist,stat_penaltyConceded,stat_totalOffside
11352566,home,Newcastle United,Martin Dúbravka,,,martin-dubravka,M. Dúbravka,G,1,190,3081,M,42209,EUR,600825600,G,1,1,False,24.0,21.0,4.0,1.0,21.0,22.0,2.0,1.0,1.0,10.0,3.0,3.0,90.0,35.0,6.7,3.0,0.00014729,1.0,0,0.0062000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352566,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,69256,EUR,653702400,D,2,2,False,83.0,69.0,5.0,3.0,23.0,24.0,78.0,5.0,3.0,9.0,,,90.0,114.0,7.1,31.0,0.262002,2.0,0,,ktrippier2,True,49.0,19.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11352566,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,101882,EUR,693187200,D,5,5,False,78.0,70.0,9.0,7.0,34.0,37.0,42.0,6.0,,3.0,,,90.0,89.0,7.0,10.0,0.181266,1.0,1,,,,37.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0525,,,,,,,,,,,,,,,,
11352566,home,Newcastle United,Sven Botman,,,sven-botman,S. Botman,D,4,193,3377,M,910046,EUR,947635200,D,4,4,False,54.0,51.0,5.0,3.0,32.0,33.0,21.0,2.0,,3.0,,,79.0,60.0,6.4,4.0,0.00803128,,0,,,,19.0,,,1.0,2.0,,,,1.0,1.0,2.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,
11352566,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,99090,EUR,705369600,D,33,33,False,23.0,17.0,3.0,1.0,11.0,14.0,9.0,2.0,1.0,3.0,,,55.0,33.0,6.3,7.0,0.00455859,,1,,,,6.0,,,,3.0,1.0,2.0,1.0,,,1.0,,,,,2.0,0.0575,,1.0,1.0,,,,,,,,,,,,,
11352566,home,Newcastle United,Lewis Miley,Lewis Miley,,lewis-miley,L. Miley,M,67,188,3304,M,1400650,EUR,1146441600,M,67,67,False,39.0,37.0,2.0,,8.0,9.0,31.0,5.0,3.0,5.0,,,90.0,55.0,6.9,5.0,0.134396,1.0,5,,,,29.0,1.0,,,3.0,,1.0,1.0,,,,2.0,2.0,,2.0,,0.3604,,2.0,2.0,1.0,1.0,0.0926,,,,,,,,,,
11352566,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,866469,EUR,879638400,M,39,39,False,50.0,44.0,3.0,3.0,12.0,14.0,37.0,9.0,1.0,2.0,,,90.0,77.0,7.1,17.0,0.0658363,1.0,0,,BrunoGuimarães,,32.0,1.0,,1.0,10.0,,1.0,1.0,5.0,2.0,1.0,5.0,3.0,,,,,1.0,3.0,,,,,5.0,,,,,,,,,
11352566,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1652,M,866191,EUR,878169600,M,36,36,False,34.0,28.0,4.0,3.0,13.0,15.0,19.0,3.0,2.0,4.0,,,71.0,45.0,6.4,10.0,0.0303255,,0,,,,15.0,,,,,1.0,,,3.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
11352566,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8461,M,333373,EUR,760838400,F,24,24,False,25.0,23.0,,,6.0,6.0,22.0,2.0,,5.0,,,55.0,38.0,7.5,6.0,0.223723,2.0,1,,miguel_almiron,,18.0,3.0,1.0,,4.0,,2.0,2.0,,,1.0,2.0,1.0,1.0,1.0,,0.0606,,1.0,,,,,,,,,,,,,,
11352566,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100485,M,823941,EUR,937872000,F,14,14,False,26.0,21.0,,,4.0,4.0,24.0,4.0,,3.0,,,90.0,48.0,7.9,11.0,0.149789,3.0,6,,AlexIsak,,17.0,2.0,,2.0,6.0,,,,2.0,,,6.0,4.0,,,,1.3533,,,1.0,5.0,,1.7946,2.0,2.0,1.0,1.0,,,,,,
11352566,home,Newcastle United,Anthony Gordon,,,gordon-anthony,A. Gordon,F,10,183,15696,M,914902,EUR,982972800,F,10,10,False,29.0,25.0,2.0,2.0,6.0,7.0,27.0,8.0,,,,,90.0,49.0,6.4,15.0,0.0889598,,3,,AGordon,,19.0,5.0,,1.0,4.0,,1.0,1.0,1.0,3.0,,4.0,1.0,,,,0.4077,,2.0,2.0,1.0,,,2.0,1.0,,,,,,,,
11352566,home,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4840,M,980634,EUR,1037059200,D,21,21,True,20.0,17.0,,,5.0,5.0,17.0,,,4.0,,,35.0,30.0,6.7,5.0,0.0346041,,0,,,,12.0,2.0,,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,
11352566,home,Newcastle United,Callum Wilson,,,callum-wilson,C. Wilson,F,9,180,3241,M,113956,EUR,699148800,F,9,9,True,3.0,3.0,,,2.0,2.0,1.0,2.0,1.0,,,,35.0,9.0,6.8,2.0,0.00271299,,2,,,,1.0,,,1.0,2.0,,1.0,1.0,2.0,,1.0,,,,2.0,,0.2589,,,,,,,,,,,,,,,,
11352566,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,560128,EUR,839980800,F,7,7,True,7.0,7.0,,,,,8.0,4.0,1.0,1.0,,,19.0,14.0,6.6,3.0,0.0191283,,0,,joelinton34,,7.0,1.0,,1.0,2.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,
11352566,home,Newcastle United,Lewis Hall,Lewis Hall,,lewis-hall,L. Hall,D,3,179,4167,M,1136730,EUR,1094601600,D,20,20,True,18.0,11.0,2.0,1.0,4.0,7.0,12.0,1.0,,,,,11.0,25.0,6.6,9.0,0.00764136,,0,,lewishall_10,,7.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
11352566,home,Newcastle United,Loris Karius,,,loris-karius,L. Karius,G,1,190,1739,M,174135,EUR,740707200,G,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352566,home,Newcastle United,Alex Murphy,,,alex-murphy,A. Murphy,D,37,188,717,M,1125214,EUR,1088121600,D,54,54,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352566,home,Newcastle United,Paul Dummett,,,paul-dummett,P. Dummett,D,,183,154,M,185995,EUR,685843200,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352566,home,Newcastle United,Emil Krafth,,,emil-krafth,E. Krafth,D,17,184,985,M,150396,EUR,775785600,D,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352566,home,Newcastle United,Matt Ritchie,,,matt-ritchie,M. Ritchie,M,30,173,303,M,42699,EUR,621388800,M,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352566,away,Nottingham Forest,Matt Turner,,,matt-turner,M. Turner,G,30,190,1518,M,833943,EUR,772416000,G,1,1,False,35.0,28.0,16.0,9.0,24.0,27.0,8.0,,,8.0,5.0,5.0,90.0,51.0,7.9,7.0,0.00065444,,0,0.8872,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,1.0,,,,
11352566,away,Nottingham Forest,Gonzalo Montiel,,,gonzalo-montiel,G. Montiel,D,29,175,8927,M,822933,EUR,852076800,D,29,29,False,23.0,18.0,6.0,2.0,12.0,13.0,10.0,1.0,1.0,4.0,,,70.0,45.0,7.3,8.0,0.0033134,1.0,0,,gonzalo_montiel29,,6.0,,,,5.0,,5.0,5.0,1.0,,,,,1.0,,4.0,,1.0,,,,,,,,,,,,,,,
