match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_totalOffside,stat_dispossessed,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_goals,stat_hitWoodwork,stat_errorLeadToAGoal,stat_ownGoals,stat_blockedScoringAttempt
12928319,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4650,M,npope29,162653,EUR,703641600,G,22,22,False,21.0,11.0,12.0,2.0,0.0,10.0,12.0,1.0,9.0,1.0,3.0,1.0,3.0,5.0,8.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,90.0,38.0,8.0,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
12928319,home,Newcastle United,Emil Krafth,,,emil-krafth,E. Krafth,D,17,184,1000,M,,150396,EUR,775785600,D,17,17,False,27.0,25.0,2.0,1.0,0.0,14.0,15.0,11.0,12.0,,,4.0,6.0,5.0,5.0,,,,,,,,90.0,54.0,7.6,4.0,0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,
12928319,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3152,M,,101882,EUR,693187200,D,5,5,False,46.0,35.0,14.0,9.0,0.0,25.0,29.0,10.0,17.0,,1.0,1.0,4.0,3.0,3.0,1.0,,,,,,,90.0,56.0,7.5,11.0,0,,,,2.0,2.0,2.0,1.0,,1.0,1.0,,True,1.0,,,,,,,,,,,,
12928319,home,Newcastle United,Lloyd Kelly,,,lloyd-kelly,L. Kelly,D,6,191,3168,M,,865167,EUR,907632000,D,25,25,False,30.0,27.0,1.0,1.0,0.0,24.0,27.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,,,,,,,90.0,39.0,6.8,6.0,0,,,,2.0,,,,1.0,2.0,,,,,1.0,,,,,,,,,,,
12928319,home,Newcastle United,Lewis Hall,Lewis Hall,,lewis-hall,L. Hall,D,3,179,4180,M,lewishall_10,1136730,EUR,1094601600,D,20,20,False,30.0,23.0,3.0,1.0,0.0,14.0,16.0,11.0,19.0,1.0,,2.0,1.0,4.0,4.0,1.0,,,,,,,72.0,46.0,7.2,10.0,1,1.0,,,1.0,,,,,1.0,,,,,,5.0,2.0,1.0,,,,,,,,
12928319,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1663,M,,866191,EUR,878169600,M,36,36,False,38.0,30.0,1.0,1.0,0.0,12.0,15.0,18.0,24.0,,,2.0,1.0,1.0,7.0,,,,,,,,90.0,46.0,6.8,9.0,0,1.0,1.0,1.0,,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,
12928319,home,Newcastle United,Sandro Tonali,,,sandro-tonali,S. Tonali,M,8,181,14430,M,sandrotonali,892673,EUR,957744000,M,8,8,False,42.0,38.0,2.0,,1.0,16.0,18.0,22.0,25.0,,,4.0,1.0,,4.0,,,,,,,,89.0,56.0,7.5,9.0,1,1.0,1.0,,2.0,2.0,,,1.0,1.0,1.0,3.0,,,1.0,1.0,,,1.0,1.0,,,,,,
12928319,home,Newcastle United,Joe Willock,,,joe-willock,J. Willock,M,28,186,2664,M,,888550,EUR,935107200,M,28,28,False,17.0,15.0,2.0,1.0,0.0,3.0,3.0,12.0,15.0,,,3.0,1.0,,3.0,,,,,,,,63.0,30.0,7.1,5.0,3,1.0,2.0,1.0,,,,,1.0,,1.0,,,,,1.0,,,,3.0,1.0,,,,,
12928319,home,Newcastle United,Anthony Gordon,,,gordon-anthony,A. Gordon,F,10,183,18379,M,AGordon,914902,EUR,982972800,F,10,10,False,17.0,15.0,,,0.0,2.0,3.0,13.0,15.0,,,6.0,6.0,,3.0,,,,,,,,72.0,32.0,6.8,9.0,0,1.0,4.0,2.0,,,3.0,2.0,3.0,1.0,2.0,1.0,,,1.0,1.0,,,1.0,,,,,,,
12928319,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100918,M,AlexIsak,823941,EUR,937872000,F,14,14,False,14.0,6.0,,,0.0,2.0,5.0,5.0,12.0,1.0,,3.0,1.0,2.0,1.0,,,,,,,,63.0,27.0,7.5,14.0,1,,1.0,,,,,,3.0,1.0,1.0,1.0,,,,3.0,1.0,1.0,1.0,,,1.0,,,,
