match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_goalAssist,stat_aerialWon,stat_bigChanceCreated,stat_interceptionWon,stat_wonTackle,stat_fouls,captain,stat_aerialLost,stat_totalCross,stat_bigChanceMissed,stat_outfielderBlock,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_accurateCross,stat_penaltyWon,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAGoal
11598398,home,Blackburn Rovers,Leopold Wahlstedt,,,leopold-wahlstedt,L. Wahlstedt,G,22,190.0,85,M,932029,EUR,931046400,G,12,12,False,36.0,35.0,1.0,35.0,35.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,90.0,39.0,6.1,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598398,home,Blackburn Rovers,Joe Rankin-Costello,,,joe-rankin-costello,J. Rankin-Costello,D,26,183.0,69,M,905789,EUR,932947200,D,11,11,False,49.0,39.0,9.0,18.0,18.0,31.0,1.0,6.0,,,,,90.0,71.0,6.9,17.0,3,8.0,21.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11598398,home,Blackburn Rovers,James Hill,,,james-hill,J. Hill,D,23,184.0,569,M,1156586,EUR,1010620800,D,4,4,False,84.0,72.0,8.0,51.0,55.0,29.0,4.0,8.0,,,,,90.0,94.0,7.2,12.0,0,4.0,21.0,1.0,4.0,,,,,1.0,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11598398,home,Blackburn Rovers,Scott Wharton,,,scott-wharton,S. Wharton,D,16,182.0,40,M,845723,EUR,875836800,D,16,16,False,72.0,67.0,8.0,53.0,57.0,15.0,3.0,10.0,,,,,90.0,81.0,6.9,5.0,0,8.0,14.0,5.0,3.0,1.0,1.0,,,1.0,,,,,1.0,,2.0,1.0,3.0,True,2.0,,,,,,,,,,,,,,,
11598398,home,Blackburn Rovers,Harry Pickering,,,harry-pickering,H. Pickering,D,3,185.0,60,M,845571,EUR,914889600,D,3,3,False,37.0,30.0,2.0,15.0,18.0,20.0,,4.0,,,,,45.0,53.0,6.6,10.0,1,2.0,15.0,1.0,3.0,,,1.0,,3.0,1.0,,1.0,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,
11598398,home,Blackburn Rovers,Sondre Tronstad,,,sondre-tronstad,S. Trondstad,M,6,173.0,149,M,228374,EUR,809395200,M,6,6,False,88.0,79.0,4.0,37.0,39.0,50.0,,17.0,,,,,90.0,110.0,7.7,14.0,0,2.0,42.0,9.0,11.0,4.0,3.0,,,8.0,2.0,,1.0,,,,3.0,5.0,2.0,,1.0,1.0,,,4.0,1.0,,,,,,,,,,
11598398,home,Blackburn Rovers,Jake Garrett,,,jake-garrett,J. Garrett,M,34,188.0,40,M,1014507,EUR,1047254400,M,30,30,False,26.0,21.0,2.0,5.0,5.0,24.0,,3.0,,,,,73.0,40.0,7.7,10.0,2,,16.0,3.0,4.0,,,,1.0,3.0,2.0,1.0,2.0,,,,,3.0,2.0,,,3.0,,,1.0,,1.0,1.0,1.0,,,,,,,
11598398,home,Blackburn Rovers,Dilan Markanday,,,dilan-markanday,D. Markanday,M,24,167.0,275,M,966554,EUR,998265600,M,18,18,False,33.0,19.0,3.0,5.0,5.0,28.0,,3.0,,,,,79.0,60.0,8.2,19.0,4,1.0,14.0,5.0,9.0,7.0,6.0,1.0,1.0,3.0,1.0,,2.0,,,,2.0,2.0,,,2.0,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,
11598398,home,Blackburn Rovers,Andrew Moran,,,moran-andrew,A. Moran,M,23,177.0,506,M,1005706,EUR,1066176000,M,24,24,False,54.0,42.0,2.0,14.0,16.0,40.0,,7.0,,,,,90.0,76.0,10.0,18.0,5,1.0,29.0,4.0,7.0,2.0,1.0,2.0,1.0,1.0,4.0,5.0,4.0,2.0,,3.0,2.0,1.0,,,1.0,2.0,1.0,,2.0,,2.0,2.0,,1.0,1.0,,,,,
11598398,home,Blackburn Rovers,Arnór Sigurðsson,,,arnor-sigurdsson,A. Sigurðsson,M,8,177.0,376,M,841399,EUR,926726400,M,7,7,False,21.0,16.0,,5.0,5.0,17.0,,3.0,,,,,60.0,39.0,6.6,12.0,4,,11.0,6.0,3.0,2.0,1.0,1.0,1.0,,2.0,2.0,2.0,,,1.0,,,,,,1.0,2.0,,2.0,3.0,2.0,1.0,,,,1.0,,,,
11598398,home,Blackburn Rovers,Semir Telalović,,,semir-telalovic,S. Telalović,F,7,187.0,362,M,1129765,EUR,945907200,F,33,33,False,10.0,6.0,,4.0,5.0,5.0,,1.0,,,,,73.0,17.0,6.4,9.0,0,,2.0,4.0,1.0,,,,,1.0,2.0,,,,,,,1.0,3.0,,,,,,,3.0,,,,,,,,,,
