match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_errorLeadToAShot,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_accurateCross,captain,stat_fouls,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed,player_sofascoreId,stat_lastManTackle,stat_hitWoodwork
12436462,home,Ipswich Town,Arijanet Murić,arijanet-muric,A. Murić,G,49,198,1886,M,888971,EUR,910396800,G,1,1,False,29.0,18.0,20.0,9.0,0.0,10.0,12.0,8.0,17.0,2.0,2.0,8.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,90.0,39.0,6.7,11.0,0.00414718,0,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436462,home,Ipswich Town,Ben Johnson,ben-johnson,B. Johnson,D,18,182,616,M,914412,EUR,948672000,D,18,18,False,30.0,22.0,3.0,,0.0,13.0,17.0,9.0,14.0,6.0,2.0,5.0,,,,,,,,,90.0,66.0,6.7,19.0,0.003764,0,,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,
12436462,home,Ipswich Town,Dara O'Shea,dara-oshea,D. O'Shea,D,26,188,660,M,856719,EUR,920505600,D,26,26,False,47.0,27.0,16.0,8.0,0.0,16.0,27.0,11.0,20.0,9.0,7.0,6.0,,,,,,,,,90.0,62.0,6.9,22.0,0.0584769,0,,,1.0,7.0,2.0,,1.0,,,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
12436462,home,Ipswich Town,Cameron Burgess,cameron-burgess,C. Burgess,D,15,194,332,M,358084,EUR,814233600,D,15,15,False,24.0,19.0,5.0,5.0,1.0,10.0,12.0,9.0,12.0,5.0,10.0,3.0,,1.0,,,,,,,90.0,41.0,7.6,5.0,0.134397,1,,,2.0,4.0,2.0,,,,,2.0,,,,,,,,1.0,0.0288,2.0,,,,,,,,,,,,
12436462,home,Ipswich Town,Leif Davis,leif-davis,L. Davis,D,3,182,985,M,963493,EUR,946598400,D,3,3,False,30.0,26.0,2.0,2.0,0.0,15.0,16.0,12.0,17.0,3.0,1.0,10.0,,,,,,,,,90.0,49.0,6.8,12.0,0.116485,0,,3.0,2.0,3.0,3.0,,,1.0,,1.0,,,,1.0,,,,,,2.0,1.0,,,,,,,,,,,
12436462,home,Ipswich Town,Sam Morsy,sam-morsy,S. Morsy,M,40,175,1814,M,108515,EUR,684460800,M,5,5,False,44.0,35.0,3.0,1.0,0.0,17.0,20.0,18.0,24.0,3.0,,6.0,,1.0,,,,,,,90.0,57.0,6.4,12.0,0.050291,0,,,3.0,1.0,8.0,4.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,,,2.0,,True,1.0,,,,,,,,,
12436462,home,Ipswich Town,Jack Taylor,jack-taylor,J. Taylor,M,14,185,323,M,856669,EUR,898560000,M,14,14,False,43.0,33.0,4.0,1.0,0.0,18.0,19.0,15.0,24.0,6.0,2.0,9.0,,2.0,,,,,,,89.0,58.0,7.3,12.0,0.436435,4,,,,1.0,4.0,1.0,1.0,2.0,1.0,,1.0,2.0,,,,,,1.0,0.0936,3.0,,,1.0,1.0,1.0,2.0,0.5592,,,,,
12436462,home,Ipswich Town,Omari Hutchinson,omari-hutchinson,O. Hutchinson,M,21,174,3680,M,1090963,EUR,1067385600,M,20,20,False,9.0,8.0,,,0.0,2.0,2.0,7.0,9.0,5.0,1.0,3.0,,2.0,,,,,,,89.0,28.0,6.4,9.0,0.10525,1,,2.0,1.0,,7.0,,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,1.0,0.0678,1.0,1.0,,1.0,,,,,,,,,
12436462,home,Ipswich Town,Conor Chaplin,conor-chaplin,C. Chaplin,M,36,170,452,M,784625,EUR,856051200,M,10,10,False,36.0,27.0,3.0,,0.0,15.0,16.0,12.0,22.0,4.0,,4.0,,,,,,,,,90.0,53.0,7.4,15.0,0.019294,5,,2.0,2.0,1.0,4.0,,2.0,1.0,1.0,1.0,,2.0,1.0,2.0,,,,2.0,0.4767,,,,1.0,,1.0,2.0,0.6512,1.0,,,,
12436462,home,Ipswich Town,Sammie Szmodics,sammie-szmodics,S. Szmodics,M,23,168,1172,M,354782,EUR,811900800,M,23,23,False,17.0,16.0,2.0,2.0,0.0,8.0,9.0,10.0,13.0,5.0,1.0,3.0,,,,,,,,,80.0,39.0,7.1,9.0,0.245574,4,,5.0,1.0,1.0,7.0,3.0,2.0,2.0,1.0,,,3.0,2.0,2.0,,,,,0.2512,,2.0,,,,3.0,1.0,0.4878,,,,,
