match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,stat_dispossessed,player_firstName,stat_wonContest,stat_keyPass,stat_shotOffTarget,player_lastName,captain,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed
11453116,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,16.0,14.0,4.0,2.0,14.0,14.0,2.0,1.0,2.0,6.0,1.0,1.0,2.0,2.0,90.0,27.0,7.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453116,home,Al-Taawoun,Abdulmalik Al Oyayari,al-oyayari-abdulmalik,A. A. Oyayari,D,15,175.0,54,M,1210456,EUR,1071014400,D,15,15,False,54.0,48.0,2.0,2.0,22.0,24.0,33.0,,5.0,7.0,2.0,,,,75.0,73.0,7.0,12.0,0,27.0,3.0,1.0,2.0,5.0,1.0,1.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11453116,home,Al-Taawoun,Awn Al Saluli,awn-al-saluli,A. A. Saluli,D,93,194.0,64,M,881830,EUR,904694400,D,93,93,False,74.0,68.0,8.0,6.0,49.0,51.0,23.0,2.0,3.0,2.0,,,,,90.0,81.0,7.0,6.0,0,19.0,,,2.0,2.0,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11453116,home,Al-Taawoun,Andrei Girotto,andrei-girotto,A. Girotto,D,3,186.0,274,M,794836,EUR,698284800,D,4,4,False,71.0,64.0,8.0,4.0,48.0,50.0,21.0,5.0,5.0,2.0,,,,,90.0,82.0,6.9,10.0,0,16.0,,,2.0,4.0,,5.0,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11453116,home,Al-Taawoun,Fahad Al Abdulrazzaq,fahad-al-abdulrazzaq,F. A. Abdulrazzaq,D,19,170.0,23,M,1521216,EUR,956534400,D,11,11,False,45.0,39.0,3.0,1.0,21.0,23.0,25.0,1.0,7.0,1.0,,,,,90.0,59.0,7.1,10.0,0,18.0,3.0,,1.0,2.0,2.0,,5.0,4.0,,,,,,,Fahad Al Abdulrazzaq,1.0,2.0,,,,,,,,,,,,,,,
11453116,home,Al-Taawoun,Flávio,flavio,Flávio,M,8,177.0,261,M,839521,EUR,823910400,M,24,24,False,59.0,54.0,6.0,4.0,27.0,29.0,31.0,,5.0,4.0,1.0,,,,90.0,71.0,7.0,7.0,1,27.0,1.0,,,5.0,,,4.0,2.0,,2.0,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
11453116,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,133.0,123.0,14.0,11.0,62.0,64.0,69.0,4.0,9.0,8.0,1.0,,,,90.0,152.0,8.5,13.0,2,61.0,,,,3.0,1.0,2.0,4.0,3.0,2.0,2.0,,2.0,1.0,,,,1.0,,,True,2.0,1.0,,,,,,,,,,
11453116,home,Al-Taawoun,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,10,10,False,86.0,76.0,10.0,9.0,23.0,24.0,68.0,,2.0,8.0,,,,,88.0,99.0,8.8,18.0,0,54.0,6.0,1.0,,3.0,,,2.0,2.0,2.0,,,,2.0,1.0,,,3.0,,,,,,2.0,2.0,,,,,,,,
11453116,home,Al-Taawoun,Mateus Castro,mateus-castro,Mateus Castro,F,10,167.0,280,M,815630,EUR,779241600,F,16,16,False,24.0,22.0,2.0,2.0,11.0,11.0,16.0,,3.0,1.0,,,,,45.0,36.0,7.7,7.0,2,11.0,3.0,,,1.0,1.0,,2.0,2.0,2.0,,,,1.0,,,1.0,,,,,2.0,1.0,,,,,,,,,,
11453116,home,Al-Taawoun,Joao Pedro,joao-pedro,J. Pedro,F,9,182.0,429,M,351734,EUR,735436800,F,30,30,False,24.0,20.0,1.0,1.0,6.0,6.0,18.0,,2.0,1.0,,,,,75.0,37.0,6.7,11.0,1,14.0,,,,3.0,2.0,,,,4.0,,,,,3.0,,2.0,1.0,,,,,,,,1.0,,,,,,,
