match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass,player_id,player_name,from,confirmed
11453116,FT,4.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,
11453116,,,,,90,0.0,,1,,,injuryTime,4.0,,,,,,,,
11453116,,,,,88,,,3,,,substitution,,122269150.0,False,True,regular,,,,
11453116,,4.0,1.0,,84,,,7,,,goal,,175661247.0,,True,regular,952442.0,Abdulfattah Adam Mohammed,,
11453116,,,,,83,,,8,,,substitution,,122269135.0,False,False,regular,,,,
11453116,,,,,78,,,13,,,substitution,,122269126.0,False,True,regular,,,,
11453116,,,,,75,,,16,,,substitution,,122269124.0,False,True,regular,,,,
11453116,,,,,75,,,16,,,substitution,,122269123.0,False,True,regular,,,,
11453116,,,,,70,,,21,,,substitution,,122269117.0,False,False,regular,,,,
11453116,,,,,70,,,21,,,substitution,,122269116.0,False,False,regular,,,,
11453116,,3.0,1.0,,62,,,29,,,goal,,175660465.0,,True,regular,916680.0,Musa Barrow,,
11453116,,,,,60,,,31,,,substitution,,122269093.0,False,False,regular,,,,
11453116,,,,,59,,,32,,,substitution,,122269092.0,False,False,regular,,,,
11453116,,,,,46,,,45,,,substitution,,122269077.0,False,True,regular,,,,
11453116,HT,2.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,
11453116,,,,,45,0.0,,1,,,injuryTime,5.0,,,,,,,,
11453116,,2.0,1.0,,40,,,6,,,goal,,175658792.0,,True,penalty,788348.0,Ashraf El Mahdioui,penalty,
11453116,,,,,37,,,9,,,varDecision,,22257.0,,True,penaltyNotAwarded,351734.0,Joao Pedro,,False
11453116,,,,,31,,,15,,,varDecision,,22256.0,,False,goalAwarded,809220.0,Henry Onyekuru,,False
11453116,,1.0,1.0,,15,,,31,,,goal,,175658122.0,,True,regular,815630.0,Mateus Castro,,
11453116,,0.0,1.0,,6,,,40,,,goal,,175657752.0,,False,regular,876626.0,Fashion Sakala,,
