match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_fouls,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_wonTackle,stat_keyPass,stat_accurateCross,stat_interceptionWon,captain,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_blockedScoringAttempt,player_sofascoreId,stat_onTargetScoringAttempt,stat_punches
10407383,home,Cercle Brugge,Radosław Majecki,radoslaw-majecki,R. Majecki,G,1,191,1544,M,849114,EUR,942710400,G,1,1,False,30.0,13.0,24.0,7.0,9.0,12.0,4.0,18.0,2.0,11.0,1.0,2.0,4.0,90.0,44.0,7.8,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407383,home,Cercle Brugge,Robbe Decostere,robbe-decostere,R. Decostere,D,,180,23,M,943248,EUR,894585600,D,8,8,False,38.0,21.0,4.0,2.0,8.0,11.0,13.0,28.0,4.0,3.0,,,,90.0,77.0,7.2,30.0,0,,,1.0,1.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
10407383,home,Cercle Brugge,Boris Popović,boris-popovic,B. Popović,D,5,189,112,M,902050,EUR,951523200,D,5,5,False,31.0,19.0,6.0,,15.0,18.0,4.0,13.0,3.0,2.0,,,,90.0,36.0,6.5,12.0,0,,,,2.0,2.0,,,,3.0,5.0,2.0,,,,,,,,,,,,,,,,,,
10407383,home,Cercle Brugge,Jesper Daland,jesper-daland,J. Daland,D,2,188,224,M,958915,EUR,947116800,D,4,4,False,45.0,30.0,9.0,5.0,21.0,26.0,9.0,19.0,2.0,8.0,,,,90.0,54.0,7.0,16.0,1,,,,4.0,5.0,1.0,,,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10407383,home,Cercle Brugge,Louis Torres,torres-louis,L. Torres,M,,182,10,M,976277,EUR,988502400,D,29,29,False,26.0,15.0,9.0,3.0,6.0,9.0,10.0,19.0,,2.0,,,,64.0,41.0,6.7,15.0,0,,,2.0,,1.0,,,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,
10407383,home,Cercle Brugge,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182,622,M,928033,EUR,905904000,M,14,14,False,27.0,17.0,4.0,1.0,4.0,5.0,13.0,26.0,,8.0,,,,87.0,38.0,6.8,16.0,0,,,4.0,1.0,3.0,2.0,1.0,,2.0,5.0,1.0,1.0,,,2.0,,,,True,1.0,,,,,,,,,
10407383,home,Cercle Brugge,Leonardo Lopes,leonardo-lopes,L. Lopes,M,22,168,205,M,783478,EUR,912384000,M,22,22,False,34.0,19.0,7.0,4.0,9.0,11.0,10.0,24.0,1.0,8.0,,,,90.0,50.0,7.1,19.0,1,,,1.0,1.0,4.0,,,1.0,1.0,5.0,2.0,1.0,1.0,,,1.0,,2.0,,,3.0,2.0,1.0,,,,,,
10407383,home,Cercle Brugge,Thibo Somers,somers-thibo,T. Somers,F,24,183,218,M,1002804,EUR,921542400,M,34,34,False,21.0,8.0,3.0,2.0,2.0,4.0,6.0,18.0,,4.0,,,,90.0,32.0,6.8,15.0,2,,,1.0,4.0,10.0,1.0,,4.0,5.0,7.0,1.0,1.0,2.0,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,
10407383,home,Cercle Brugge,Dino Hotić,dino-hotic,D. Hotić,M,23,168,328,M,362270,EUR,806716800,M,10,10,False,30.0,22.0,3.0,1.0,7.0,8.0,16.0,31.0,,5.0,,,,90.0,47.0,7.2,18.0,0,,,9.0,1.0,3.0,1.0,1.0,,3.0,3.0,,,,,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,
10407383,home,Cercle Brugge,Olivier Deman,deman-olivier,O. Deman,D,2,181,444,M,960114,EUR,954979200,M,23,23,False,15.0,10.0,2.0,1.0,1.0,2.0,10.0,19.0,,3.0,,,,64.0,31.0,7.3,13.0,2,,,6.0,1.0,4.0,1.0,2.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,
