match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_dispossessed,stat_unsuccessfulTouch,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded,stat_goalAssist
11406901,home,Napoli,Pierluigi Gollini,,,pierluigi-gollini,P. Gollini,G,95,194.0,1254,M,329175,EUR,795484800,G,95,95,False,15.0,15.0,4.0,4.0,15.0,15.0,1.0,6.0,2.0,1.0,90.0,22.0,6.6,0.00010665,0,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406901,home,Napoli,Giovanni Di Lorenzo,,,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182.0,6986,M,153257,EUR,744422400,D,22,22,False,95.0,88.0,3.0,3.0,24.0,24.0,1.0,3.0,,,90.0,117.0,8.3,0.237673,1,,dilorenzo22,True,64.0,75.0,4.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,12.0,0.0425,3.0,,,,,,,,,,,,,,,,,,,
11406901,home,Napoli,Amir Rrahmani,,,amir-rrahmani,A. Rrahmani,D,13,190.0,3520,M,332155,EUR,762048000,D,13,13,False,108.0,104.0,13.0,11.0,38.0,40.0,,5.0,,,90.0,116.0,8.2,0.0234172,1,,,,66.0,68.0,,3.0,4.0,4.0,,,1.0,1.0,,,4.0,0.1265,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.6131,,,,,,,,,,,,
11406901,home,Napoli,Juan Jesus,,,juan-jesus,Juan Jesus,D,5,185.0,2485,M,108484,EUR,676512000,D,5,5,False,111.0,104.0,9.0,7.0,50.0,54.0,,6.0,,,90.0,121.0,7.1,0.0166194,0,,,,54.0,57.0,,4.0,4.0,6.0,,,2.0,1.0,,2.0,9.0,,,1.0,,,,3.0,,,1.0,1.0,,,,,,,,,,
11406901,home,Napoli,Mário Rui,,,mario-rui,M. Rui,D,,168.0,1034,M,99546,EUR,675302400,D,6,6,False,80.0,65.0,10.0,7.0,24.0,28.0,1.0,10.0,,,90.0,108.0,7.1,0.11787,0,,,,43.0,61.0,9.0,2.0,8.0,6.0,,,2.0,,2.0,1.0,22.0,,1.0,7.0,,,,2.0,,,,,2.0,,,,,,,,,
11406901,home,Napoli,Jens Cajuste,,,jens-cajuste,J. Cajuste,M,12,188.0,1162,M,857671,EUR,934243200,M,24,24,False,36.0,33.0,,,16.0,16.0,1.0,5.0,,,77.0,51.0,7.1,0.0531375,2,,,,17.0,20.0,,1.0,6.0,6.0,,2.0,3.0,2.0,,3.0,5.0,0.0748,,1.0,1.0,,,1.0,,,,1.0,,3.0,2.0,,,,,,,
11406901,home,Napoli,Stanislav Lobotka,,,stanislav-lobotka,S. Lobotka,M,68,170.0,4661,M,150383,EUR,785721600,M,68,68,False,73.0,65.0,1.0,1.0,25.0,25.0,,5.0,,,90.0,81.0,7.0,0.0476927,1,,StanLobotka,,40.0,48.0,,2.0,3.0,3.0,,,,,,,10.0,0.0303,1.0,1.0,1.0,1.0,,2.0,,0.1759,,1.0,,2.0,1.0,,,,,,,
11406901,home,Napoli,Gianluca Gaetano,,,gaetano-gianluca,G. Gaetano,M,10,183.0,1108,M,902019,EUR,957484800,M,70,70,False,26.0,22.0,1.0,,9.0,9.0,,3.0,,,56.0,44.0,6.5,0.0751201,2,,,,15.0,19.0,2.0,,6.0,1.0,,2.0,1.0,,,2.0,9.0,0.0558,2.0,,1.0,,,1.0,1.0,,2.0,1.0,2.0,2.0,,,,,,,,
11406901,home,Napoli,Matteo Politano,,,matteo-politano,M. Politano,F,21,171.0,4493,M,235672,EUR,744336000,F,21,21,False,34.0,30.0,3.0,3.0,4.0,5.0,,2.0,,,66.0,53.0,7.2,0.244611,4,,,,26.0,32.0,3.0,1.0,4.0,3.0,,2.0,,,1.0,,14.0,0.8714,,,1.0,1.0,1.0,,,0.9925,1.0,2.0,,3.0,1.0,1.0,,,,,,
11406901,home,Napoli,Giovanni Simeone,,,giovanni-simeone,G. Simeone,F,18,179.0,9782,M,341143,EUR,804902400,F,18,18,False,17.0,14.0,,,4.0,5.0,,3.0,,,90.0,38.0,7.1,0.0721313,3,,simeonegiovanni,,10.0,14.0,2.0,1.0,8.0,5.0,,1.0,3.0,1.0,1.0,2.0,11.0,0.4283,,3.0,1.0,1.0,,1.0,,0.2177,2.0,4.0,,,,1.0,1.0,1.0,,,,
11406901,home,Napoli,Khvicha Kvaratskhelia,,,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183.0,97764,M,889259,EUR,981936000,F,77,77,False,55.0,48.0,5.0,3.0,12.0,13.0,,5.0,,,90.0,83.0,7.3,0.165831,4,,Kvaradona,,37.0,45.0,3.0,,8.0,7.0,,1.0,1.0,1.0,1.0,1.0,18.0,0.5452,3.0,2.0,,2.0,,,,0.7702,2.0,2.0,1.0,8.0,5.0,1.0,1.0,,,,,
11406901,home,Napoli,Giacomo Raspadori,,,giacomo-raspadori,G. Raspadori,F,18,172.0,8190,M,865651,EUR,950832000,F,81,81,True,26.0,18.0,4.0,1.0,2.0,2.0,,3.0,,,34.0,37.0,6.8,0.0125005,1,,giacomo.raspadori,,16.0,27.0,3.0,,4.0,2.0,,,1.0,,,2.0,14.0,0.0286,1.0,,,1.0,,1.0,,0.0317,1.0,1.0,,2.0,1.0,,,,,,,
11406901,home,Napoli,Alessio Zerbin,,,alessio-zerbin,A. Zerbin,M,7,182.0,1060,M,869888,EUR,920419200,F,23,23,True,19.0,18.0,1.0,1.0,2.0,3.0,,1.0,,,24.0,26.0,7.3,0.236287,0,,,,16.0,18.0,2.0,,,2.0,1.0,,1.0,,1.0,,4.0,,2.0,,,,,,,,,1.0,,,,,,,,,,
11406901,home,Napoli,Diego Demme,,,diego-demme,D. Demme,M,6,170.0,333,M,124318,EUR,690681600,M,4,4,True,29.0,24.0,5.0,3.0,4.0,6.0,,4.0,,,13.0,33.0,7.3,0.0387714,0,,,,20.0,24.0,1.0,1.0,1.0,2.0,,,,,1.0,,7.0,,,,,,,,,,,,,1.0,,,,,,,,
11406901,home,Napoli,Hubert Idasiak,,,hubert-idasiak,H. Idasiak,G,16,188.0,332,M,970829,EUR,1012694400,G,16,16,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406901,home,Napoli,Nikita Contini,,,nikita-contini,N. Contini,G,14,190.0,976,M,352728,EUR,832636800,G,14,14,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406901,home,Napoli,Leo Østigård,,,leo-ostigard,L. Østigård,D,5,182.0,1809,M,879746,EUR,943747200,D,55,55,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406901,home,Napoli,Luigi D'Avino,Luigi D'Avino,,davino-luigi,L. D'Avino,D,15,186.0,137,M,1154899,EUR,1134000000,D,50,50,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406901,home,Napoli,Alessandro Zanoli,,,zanoli-alessandro,A. Zanoli,M,59,186.0,923,M,922928,EUR,970531200,D,59,59,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406901,home,Napoli,Jesper Lindstrøm,,,jesper-lindstrom,J. Lindstrøm,M,19,182.0,2672,M,947929,EUR,951782400,M,29,29,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406901,home,Napoli,Francesco Gioielli,,,gioielli-francesco,F. Gioielli,M,60,,118,M,1137347,EUR,1077753600,M,60,60,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406901,away,Salernitana,Guillermo Ochoa,,,guillermo-ochoa,G. Ochoa,G,13,185.0,4425,M,15497,EUR,490060800,G,13,13,False,34.0,17.0,30.0,13.0,10.0,14.0,,5.0,1.0,5.0,90.0,42.0,7.3,0.00068158,0,0.8011,GuiOchoa,,7.0,20.0,,,,,,,,,,,17.0,,,,,,,1.0,,,,,,,,,,,3.0,1.0,,
11406901,away,Salernitana,Norbert Gyömbér,,,norbert-gyomber,N. Gyömbér,D,23,189.0,301,M,224456,EUR,710121600,D,23,23,False,24.0,18.0,7.0,2.0,13.0,14.0,,3.0,,,84.0,37.0,6.7,0.00214345,1,,,,5.0,10.0,,1.0,3.0,7.0,,1.0,2.0,,2.0,,7.0,0.0253,1.0,,2.0,,,2.0,,,,,,3.0,2.0,,,,,,,
11406901,away,Salernitana,Matteo Lovato,,,lovato-matteo,M. Lovato,D,20,188.0,274,M,982601,EUR,950486400,D,66,66,False,23.0,20.0,4.0,3.0,16.0,17.0,1.0,1.0,,,90.0,36.0,6.8,0.00057799,0,,,,4.0,6.0,,,2.0,4.0,,,4.0,2.0,,1.0,5.0,,,,,,,5.0,1.0,,1.0,1.0,,,,,,,,,,
11406901,away,Salernitana,Federico Fazio,,,federico-fazio,F. Fazio,D,,195.0,373,M,27569,EUR,542937600,D,17,17,False,28.0,22.0,4.0,2.0,11.0,13.0,2.0,3.0,,,90.0,52.0,6.4,0.00226393,1,,,True,11.0,15.0,,4.0,7.0,6.0,,,2.0,2.0,,1.0,8.0,0.0282,,3.0,2.0,,,12.0,,,1.0,,,,,1.0,,,,,1.0,
11406901,away,Salernitana,Junior Sambia,,,junior-sambia,J. Sambia,M,,185.0,154,M,603738,EUR,842054400,M,6,6,False,29.0,19.0,1.0,1.0,4.0,7.0,2.0,4.0,,,89.0,45.0,7.0,0.0278748,0,,,,15.0,25.0,3.0,7.0,3.0,8.0,,,1.0,,,1.0,17.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,
11406901,away,Salernitana,Mateusz Łęgowski,,,mateusz-legowski,M. Łęgowski,M,20,181.0,801,M,1064080,EUR,1043798400,M,99,99,False,19.0,16.0,,,9.0,11.0,,3.0,,,66.0,23.0,6.2,0.00130305,0,,,,7.0,8.0,,,2.0,,,,,,,1.0,6.0,,,,,,,,,,1.0,2.0,,,,,,,,,,
11406901,away,Salernitana,Agustín Martegani,,,agustin-martegani,A. Martegani,M,19,183.0,565,M,984926,EUR,958780800,M,7,7,False,28.0,22.0,2.0,1.0,15.0,17.0,,8.0,,,90.0,40.0,6.6,0.0121403,1,,,,7.0,12.0,1.0,,5.0,5.0,,,3.0,3.0,1.0,1.0,8.0,0.0109,,,3.0,,,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,
11406901,away,Salernitana,Domagoj Bradarić,,,domagoj-bradaric,D. Bradarić,M,12,178.0,1470,M,897594,EUR,944784000,M,3,3,False,34.0,29.0,8.0,4.0,14.0,17.0,3.0,9.0,,,90.0,54.0,6.8,0.0131733,0,,,,15.0,18.0,1.0,,6.0,4.0,,,2.0,1.0,1.0,2.0,12.0,,1.0,1.0,,,,1.0,,,1.0,1.0,,3.0,1.0,,,,,,,1.0
11406901,away,Salernitana,Loum Tchaouna,,,loum-tchaouna,L. Tchaouna,F,17,180.0,1357,M,1004505,EUR,1062979200,F,33,33,False,25.0,10.0,4.0,1.0,4.0,7.0,,4.0,,,90.0,51.0,6.6,0.0490399,2,,,,7.0,22.0,4.0,1.0,9.0,7.0,,1.0,3.0,2.0,3.0,,27.0,0.0328,,3.0,1.0,1.0,,1.0,,0.1275,1.0,4.0,1.0,4.0,,,,,,,,
11406901,away,Salernitana,Simy,,,simy,Simy,F,9,198.0,516,M,170499,EUR,705196800,F,9,9,False,22.0,11.0,,,9.0,14.0,,5.0,,,89.0,30.0,6.6,0.00048735,0,,,,2.0,8.0,,5.0,9.0,7.0,,,,,2.0,,14.0,,,8.0,,,,1.0,,,1.0,2.0,,,,,,,,,,
11406901,away,Salernitana,Antonio Candreva,,,antonio-candreva,A. Candreva,F,87,180.0,936,M,27982,EUR,541468800,F,87,87,False,30.0,22.0,6.0,3.0,11.0,13.0,,3.0,,,90.0,45.0,7.5,0.0270752,1,,,,12.0,21.0,4.0,,3.0,7.0,,,1.0,,4.0,1.0,13.0,0.0268,1.0,,1.0,1.0,1.0,1.0,,0.4925,,1.0,1.0,3.0,2.0,,,,,,,
11406901,away,Salernitana,Niccolò Pierozzi,,,niccolo-pierozzi,N. Pierozzi,M,27,184.0,211,M,970938,EUR,1000252800,D,27,27,True,7.0,3.0,4.0,,2.0,3.0,,2.0,,,24.0,18.0,6.6,0.00045523,0,,,,1.0,4.0,,,1.0,1.0,,,1.0,1.0,,1.0,5.0,,,,,,,1.0,1.0,,,,,,,,,,,,,
11406901,away,Salernitana,Flavius Daniliuc,,,flavius-daniliuc,F. Daniliuc,D,24,186.0,441,M,901885,EUR,988329600,D,5,5,True,1.0,1.0,,,1.0,1.0,,,,,17.0,3.0,6.3,9.9e-07,0,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11406901,away,Salernitana,Dylan Bronn,,,dylan-bronn,D. Bronn,D,25,186.0,1740,M,845271,EUR,803520000,D,28,28,True,,,,,,,,,,,10.0,1.0,6.2,,0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
11406901,away,Salernitana,Chukwubuikem Ikwuemesi,,,ikwuemesi-chukwubuikem,C. Ikwuemesi,F,19,195.0,414,M,1143547,EUR,996969600,F,22,22,True,,,,,,,,,,,9.0,1.0,6.4,,0,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,
