match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_fouls,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_clearanceOffLine,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_lastManTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_totalContest,stat_wonContest,captain,stat_accurateCross,stat_challengeLost,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_bigChanceCreated
14131925,home,FC Arouca,João Valido,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,1,1,False,42.0,30.0,17.0,5.0,0.0,26.0,27.0,4.0,15.0,1.0,1.0,2.0,12.0,1.0,3.0,3.0,1.0,1.0,90.0,56.0,7.3,12.0,0.0028241,0.1474,0,-0.6323,0.04,-0.03,0.23,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131925,home,FC Arouca,Tiago Esgaio,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,22.0,11.0,4.0,,0.0,4.0,7.0,7.0,15.0,3.0,5.0,3.0,1.0,1.0,,,,,90.0,42.0,6.7,16.0,0.0581456,,0,,0.19,-0.03,0.24,,1.0,1.0,6.0,1.0,1.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14131925,home,FC Arouca,Boris Popović,boris-popovic,B. Popović,D,5,189,112,M,902050,EUR,951523200,D,5,5,False,39.0,31.0,4.0,1.0,0.0,30.0,35.0,1.0,4.0,2.0,2.0,6.0,1.0,,,,,,90.0,49.0,7.2,8.0,0.00074004,,0,,0.02,0.03,0.24,,,1.0,2.0,,2.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14131925,home,FC Arouca,Jose Fontán,jose-fontan,J. Fontán,D,3,182,67,M,964609,EUR,950227200,D,3,3,False,59.0,51.0,8.0,3.0,0.0,46.0,50.0,5.0,9.0,4.0,7.0,8.0,4.0,,,,,,84.0,79.0,6.9,9.0,0.190513,,2,,0.06,0.1,0.87,,,2.0,5.0,,,3.0,3.0,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,0.1211,-0.24,,,,,,,,,,,,,
14131925,home,FC Arouca,Arnau Solà,arnau-sola,A. Solà,D,16,179,86,M,997025,EUR,1049414400,D,16,16,False,21.0,18.0,4.0,3.0,0.0,12.0,13.0,6.0,8.0,3.0,3.0,6.0,3.0,1.0,,,,,83.0,43.0,7.6,8.0,0.00327804,,0,,0.04,0.03,0.51,,1.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
14131925,home,FC Arouca,Taichi Fukui,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,21,21,False,26.0,20.0,2.0,1.0,0.0,12.0,14.0,8.0,12.0,2.0,5.0,1.0,5.0,1.0,,,,,90.0,35.0,6.6,10.0,0.01785,,0,,0.07,0.1,-0.05,,,1.0,5.0,1.0,,,2.0,,,,,,,,,,,2.0,,,3.0,2.0,,,,,,,,,,,
14131925,home,FC Arouca,David Simão,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,8,8,False,37.0,31.0,9.0,5.0,0.0,20.0,22.0,11.0,15.0,,1.0,,4.0,1.0,,,,,71.0,49.0,6.9,14.0,0.111489,,0,,0.3,0.03,-0.15,,6.0,1.0,4.0,1.0,,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,True,1.0,1.0,1.0,,,,,,,
14131925,home,FC Arouca,Alfonso Trezza,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,M,19,19,False,10.0,5.0,1.0,,0.0,2.0,4.0,3.0,6.0,,3.0,1.0,1.0,1.0,,,,,90.0,25.0,7.7,9.0,0.0578068,,1,,0.3,-0.05,-0.09,,3.0,2.0,5.0,1.0,,2.0,,,2.0,,,,,,1.0,,,1.0,0.276,0.56,,,,1.0,2.0,,1.0,1.0,0.2438,,,,
14131925,home,FC Arouca,Pablo Gozálbez,pablo-gozalbez,P. Gozálbez,M,10,170,61,M,996932,EUR,988588800,M,10,10,False,8.0,6.0,2.0,,0.0,2.0,2.0,4.0,6.0,1.0,6.0,,1.0,4.0,,,,,71.0,23.0,6.6,6.0,0.0159121,,2,,0.12,-0.14,0.14,,1.0,2.0,3.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,2.0,0.2801,-0.52,1.0,,,,,,1.0,,0.2762,,,,
14131925,home,FC Arouca,Naïs Djouahra,nais-djouahra,N. Djouahra,M,7,172,601,M,955133,EUR,943315200,M,7,7,False,16.0,14.0,2.0,1.0,0.0,7.0,7.0,7.0,9.0,,2.0,2.0,2.0,,,,,,83.0,27.0,6.6,7.0,0.0105704,,0,,0.03,0.03,0.22,,,1.0,4.0,,,,1.0,,,,,,,,1.0,,,2.0,,,4.0,2.0,,,,,,,,,,,
