match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_goalAssist,stat_clearanceOffLine,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,player_sofascoreId,stat_totalOffside
11631146,home,Adana Demirspor,Vedat Karakuş,vedat-karakus,V. Karakuş,G,1,185.0,49,M,847353,EUR,888624000,G,39,39,False,34.0,20.0,14.0,2.0,19.0,26.0,1.0,8.0,2.0,1.0,9.0,1.0,1.0,2.0,3.0,90.0,47.0,5.7,14.0,0.0,0.0,0.00016282,0,-0.6093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11631146,home,Adana Demirspor,Jonas Svensson,jonas-svensson,J. Svensson,D,71,170.0,1475,M,98199,EUR,731376000,D,22,22,False,19.0,16.0,3.0,1.0,9.0,10.0,7.0,9.0,4.0,1.0,5.0,,,,,90.0,33.0,6.2,5.0,0.0,0.0,0.00688652,0,,2.0,7.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11631146,home,Adana Demirspor,Semih Güler,semih-guler,S. Güler,D,6,184.0,112,M,325155,EUR,786153600,D,4,4,False,40.0,25.0,19.0,6.0,19.0,22.0,6.0,18.0,3.0,7.0,3.0,,,,,90.0,55.0,7.2,16.0,0.0,0.0,0.00157805,0,,1.0,3.0,,1.0,2.0,,2.0,1.0,,2.0,1.0,True,1.0,1.0,,,,,,,,,,,,,,,,
11631146,home,Adana Demirspor,Andreaw Gravillon,andreaw-gravillon,A. Gravillon,D,26,188.0,179,M,827934,EUR,886896000,D,5,5,False,26.0,15.0,10.0,5.0,9.0,14.0,6.0,12.0,5.0,10.0,5.0,,1.0,,,90.0,43.0,6.9,11.0,0.0,0.0,0.0014699,0,,2.0,5.0,,,1.0,1.0,2.0,2.0,,1.0,,,,,,,4.0,,,,,,,,,,,,,
11631146,home,Adana Demirspor,Abdurrahim Dursun,abdurrahim-dursun,A. Dursun,D,77,176.0,46,M,883275,EUR,912470400,D,3,3,False,23.0,10.0,6.0,1.0,9.0,15.0,1.0,8.0,7.0,1.0,2.0,,2.0,,,79.0,43.0,6.3,17.0,0.0,0.0,0.00821022,0,,2.0,2.0,2.0,,,,3.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
11631146,home,Adana Demirspor,Emre Akbaba,emre-akbaba,E. Akbaba,M,8,180.0,414,M,343527,EUR,718156800,M,8,8,False,30.0,20.0,5.0,2.0,13.0,19.0,7.0,11.0,9.0,2.0,9.0,,4.0,,,90.0,50.0,6.8,14.0,1.0398,0.7163,0.0122704,3,,1.0,12.0,2.0,1.0,,2.0,3.0,2.0,2.0,4.0,1.0,,,,,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
11631146,home,Adana Demirspor,Dorukhan Toköz,dorukhan-tokoz,D. Toköz,M,24,180.0,156,M,796133,EUR,832636800,M,26,26,False,8.0,6.0,,,3.0,5.0,3.0,3.0,4.0,2.0,1.0,,,,,60.0,17.0,6.8,2.0,0.0,0.0,0.0018412,0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,
11631146,home,Adana Demirspor,Yusuf Sarı,yusuf-sari,Y. Sarı,M,7,168.0,562,M,896364,EUR,911520000,M,7,7,False,18.0,11.0,4.0,2.0,6.0,7.0,6.0,12.0,3.0,1.0,5.0,,,,,90.0,36.0,7.1,11.0,0.419,0.3375,0.0176194,6,,,4.0,1.0,3.0,,1.0,1.0,,2.0,1.0,2.0,,,,,,2.0,,2.0,1.0,4.0,2.0,,,1.0,1.0,,,,
11631146,home,Adana Demirspor,Younès Belhanda,younes-belhanda,Y. Belhanda,M,10,177.0,1189,M,72999,EUR,635904000,M,10,10,False,9.0,6.0,1.0,,3.0,4.0,3.0,5.0,3.0,,2.0,,,,,45.0,18.0,7.5,5.0,0.0338,0.7452,0.00657632,2,,1.0,3.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,Younès,Belhanda,,,1.0,,,2.0,,1.0,,,,,,
11631146,home,Adana Demirspor,Nani,nani,Nani,F,17,177.0,2176,M,17740,EUR,532569600,M,30,30,False,16.0,13.0,,,7.0,7.0,6.0,9.0,5.0,1.0,2.0,,2.0,,,79.0,31.0,7.7,9.0,0.0,0.0,0.0229153,0,,,4.0,1.0,3.0,,,,,4.0,,2.0,,2.0,,,,2.0,1.0,3.0,,,,,,,,1.0,,,
