match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,from,id,isHome,incidentClass,player_id,player_name,playerName,reason,rescinded,length,injury
11450017,FT,2.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
11450017,,2.0,0.0,,90,3.0,,1,,,goal,penalty,181357402.0,True,penalty,806964.0,Berkay Özcan,,,,,
11450017,,,,,90,2.0,,1,,,card,,121280472.0,False,red,889382.0,Attila Mocsi,Attila Mocsi,Professional foul last man,False,,
11450017,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,4.0,
11450017,,,,,88,,,3,,,card,,121280462.0,False,yellow,281233.0,Casper Højer,Casper Højer,Foul,False,,
11450017,,,,,87,,,4,,,substitution,,122614610.0,False,regular,,,,,,,False
11450017,,,,,83,,,8,,,substitution,,122614599.0,True,regular,,,,,,,False
11450017,,,,,77,,,14,,,substitution,,122614564.0,True,regular,,,,,,,False
11450017,,,,,72,,,19,,,substitution,,122614530.0,False,regular,,,,,,,False
11450017,,,,,66,,,25,,,substitution,,122614502.0,True,regular,,,,,,,False
11450017,,,,,66,,,25,,,substitution,,122614503.0,True,regular,,,,,,,False
11450017,,,,,46,,,45,,,substitution,,122614367.0,False,injury,,,,,,,True
11450017,,,,,46,,,45,,,substitution,,122614366.0,False,regular,,,,,,,False
11450017,,,,,46,,,45,,,substitution,,122614365.0,True,regular,,,,,,,False
11450017,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
11450017,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,3.0,
11450017,,1.0,0.0,,12,,,34,,,goal,,181353680.0,True,regular,139304.0,Dimitrios Pelkas,,,,,
11450017,,,,,2,,,44,,,card,,121280151.0,True,yellow,920514.0,Jerome Opoku,Jerome Opoku,Foul,False,,
