match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,player_firstName,player_lastName,stat_totalCross,stat_dispossessed,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross,stat_bigChanceCreated,stat_errorLeadToAGoal
14083224,home,Real Betis,Álvaro Valles,alvaro-valles,Á. Valles,G,1,192,931,M,964983,EUR,869788800,G,1,1,False,33.0,21.0,17.0,6.0,0.0,20.0,23.0,1.0,10.0,7.0,2.0,3.0,90.0,42.0,7.2,14.0,0.00063716,46.515076537618,11.0,30.66,8.4,0.2269,0,0.5591,0.03,-0.02,0.2,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083224,home,Real Betis,Aitor Ruibal,aitor-ruibal,A. Ruibal,D,24,176,879,M,893062,EUR,827452800,D,24,24,False,55.0,45.0,9.0,4.0,0.0,18.0,19.0,27.0,36.0,1.0,,,90.0,70.0,8.3,10.0,0.0247476,106.73401010318,16.0,54.705,14.91,,1,,0.29,0.12,0.18,,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,0.4866,0.4366,18.181070265526,1.0,1.0,0.55,,,,,,,,,,,,,,,,,,,,,
14083224,home,Real Betis,Marc Bartra,marc-bartra,M. Bartra,D,5,183,1917,M,99519,EUR,663897600,D,5,5,False,56.0,47.0,10.0,3.0,0.0,35.0,36.0,12.0,20.0,8.0,,,90.0,71.0,7.0,11.0,0.00502296,106.02049819861,18.0,49.035,9.03,,2,,-0.01,0.13,0.28,,2.0,3.0,4.0,1.0,1.0,,,,7.0,,,1.0,0.0316,,,,,-0.16,True,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
14083224,home,Real Betis,Natan,natan,Natan,D,4,188,3251,M,1015287,EUR,981417600,D,4,4,False,47.0,44.0,1.0,,0.0,35.0,36.0,9.0,11.0,3.0,,,90.0,60.0,6.9,3.0,0.0014085,107.55507295032,17.0,-4.62,7.035,,0,,0.03,0.07,0.41,,,5.0,2.0,1.0,,,,,4.0,,,1.0,,,,,,,,,,2.0,1.0,,3.0,1.0,3.0,,,,,,,,,,,,
14083224,home,Real Betis,Valentín Gómez,diego-gomez,V. Gómez,D,16,181,2163,M,1186010,EUR,1056585600,D,16,16,False,57.0,47.0,6.0,2.0,0.0,25.0,26.0,22.0,31.0,2.0,,,90.0,78.0,7.2,15.0,0.0384596,75.484066331825,9.0,-6.615,15.54,,0,,0.07,0.0,0.33,,2.0,4.0,8.0,,,,,,3.0,,,2.0,,,,,,,,,,6.0,3.0,3.0,1.0,,1.0,Valentín,Gómez,1.0,1.0,,,,,,,,
14083224,home,Real Betis,Sergi Altimira,sergi-altimira,S. Altimira,M,6,188,1049,M,1137814,EUR,998697600,M,6,6,False,76.0,72.0,7.0,7.0,0.0,29.0,32.0,43.0,44.0,10.0,,,90.0,90.0,7.3,8.0,0.0405904,208.61660533744,28.0,93.765,11.235,,0,,0.07,0.2,-0.1,,1.0,2.0,6.0,,,,,,,,3.0,1.0,,,,,3.0,,,,,2.0,2.0,2.0,,,2.0,,,1.0,1.0,,,,,,,,
14083224,home,Real Betis,Marc Roca,marc-roca,M. Roca,M,21,184,1491,M,847128,EUR,848966400,M,21,21,False,56.0,50.0,5.0,4.0,0.0,21.0,24.0,29.0,32.0,4.0,,,90.0,69.0,6.7,11.0,0.0141755,144.94172032626,22.0,38.745,10.185,,3,,-0.1,0.25,-0.02,,,5.0,1.0,,2.0,1.0,2.0,,,,,1.0,0.2621,0.3517,,,,-0.06,,,1.0,,,1.0,1.0,,1.0,,,,2.0,1.0,,,,,,,
14083224,home,Real Betis,Antony,antony,Antony,M,7,172,219783,M,958380,EUR,951350400,M,7,7,False,46.0,39.0,1.0,1.0,1.0,6.0,6.0,33.0,40.0,3.0,,,89.0,62.0,7.4,14.0,0.0566671,224.25818824692,18.0,79.485,31.92,,2,,-0.04,0.28,0.13,,,3.0,6.0,,2.0,2.0,1.0,,,,1.0,1.0,0.0669,0.209,80.352490181099,4.0,3.0,0.19,,1.0,,3.0,2.0,5.0,,,,,,,2.0,,Antony,,,,,,
14083224,home,Real Betis,Pablo Fornals,pablo-fornals,P. Fornals,M,8,178,2735,M,816763,EUR,824947200,M,8,8,False,48.0,40.0,3.0,2.0,0.0,11.0,12.0,29.0,36.0,5.0,,,90.0,64.0,8.3,13.0,0.0498129,120.55154619127,19.0,67.725,10.395,,3,,0.18,0.33,-0.02,,1.0,7.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,,,1.0,0.1076,0.3988,25.136634990394,3.0,1.0,0.65,,,1.0,2.0,2.0,,2.0,,1.0,,,2.0,2.0,,,2.0,,,,,
14083224,home,Real Betis,Giovani Lo Celso,lo-celso-giovani,G. Lo Celso,M,20,177,15743,M,798835,EUR,829008000,M,20,20,False,40.0,35.0,2.0,2.0,0.0,13.0,14.0,22.0,26.0,5.0,,,79.0,60.0,7.0,14.0,0.0428084,244.27944796667,26.0,111.72,20.16,,2,,0.3,0.41,0.14,,1.0,7.0,8.0,1.0,5.0,4.0,,,,,2.0,2.0,0.068,,29.146949736365,2.0,,-0.32,,2.0,,1.0,1.0,2.0,2.0,,,,,5.0,1.0,,locelso_giovani,,,,,,
14083224,home,Real Betis,Chimy Ávila,chimy-avila,C. Ávila,F,9,171,2160,M,789381,EUR,760492800,F,9,9,False,14.0,10.0,2.0,,0.0,1.0,2.0,9.0,12.0,3.0,,,72.0,27.0,6.5,8.0,0.0536574,29.767209492826,4.0,15.33,10.08,,1,,0.23,0.1,-0.07,,1.0,7.0,3.0,2.0,1.0,,,,,,3.0,,0.0129,,,,1.0,-0.13,,1.0,,,,1.0,2.0,,2.0,,,,2.0,,,1.0,,,,,
14083224,home,Real Betis,Pablo García,pablo-garcia,P. García,M,52,175,2261,M,1893910,EUR,1155600000,F,52,52,True,3.0,3.0,,,0.0,3.0,3.0,,,1.0,,,18.0,7.0,6.3,3.0,6.901e-05,14.654618417621,2.0,-3.885,4.62,,0,,-0.01,-0.52,0.13,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,1.0,,,,,
14083224,home,Real Betis,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174,4780,M,989113,EUR,954633600,M,17,17,True,11.0,10.0,,,0.0,2.0,3.0,8.0,8.0,1.0,,,11.0,18.0,6.6,3.0,0.0029335,67.248271674288,4.0,55.44,37.17,,1,,-0.03,0.26,-0.01,,,2.0,1.0,,2.0,1.0,,,,,,1.0,0.0374,,55.814829692075,2.0,,-0.26,,1.0,,,,1.0,,,,,,,,,,,,,,,
14083224,home,Real Betis,Angel Ortiz,angel-ortiz,Á. Ortiz,D,40,167,493,M,1152139,EUR,1090713600,D,40,40,True,2.0,1.0,,,0.0,,1.0,1.0,1.0,,,,1.0,4.0,,2.0,0.0108439,30.543427103537,2.0,17.01,23.625,,0,,,,,,,,,,,,,,,,,,,,23.69623432109,1.0,,,,,,,,,,,,,,,,,,,,,,,
14083224,home,Real Betis,Pau López,pau-lopez,P. López,G,25,189,1242,M,548848,EUR,787276800,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083224,home,Real Betis,Adrián,adrian,Adrián,G,13,190,2131,M,50539,EUR,536630400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083224,home,Real Betis,Diego Llorente,diego-llorente,D. Llorente,D,3,185,1146,M,305278,EUR,745459200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083224,home,Real Betis,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182,1729,M,67769,EUR,714700800,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083224,home,Real Betis,Dani Pérez,dani-perez,D. Pérez,M,37,173,113,M,1171626,EUR,1122336000,M,37,37,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083224,home,Real Betis,Cédric Bakambu,cedric-bakambu,C. Bakambu,F,11,182,44768,M,115665,EUR,671328000,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bakambu17,,,,,,
14083224,away,Villarreal,Luiz Júnior,luiz-junior,L. Júnior,G,1,192,2350,M,1066603,EUR,979430400,G,1,1,False,28.0,22.0,11.0,6.0,0.0,18.0,21.0,4.0,7.0,6.0,2.0,4.0,90.0,38.0,7.6,6.0,0.00225776,21.815230020438,5.0,8.82,4.62,0.9707,0,-0.6039,0.05,0.0,-0.19,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luiz Lúcio Reis Júnior,,,,,,,2.0,2.0,,,
14083224,away,Villarreal,Pau Navarro,pau-navarro,P. Navarro,D,6,185,319,M,1525863,EUR,1114387200,D,26,26,False,18.0,14.0,2.0,2.0,0.0,8.0,9.0,6.0,9.0,1.0,,,45.0,32.0,6.6,6.0,0.00306419,14.810573006403,2.0,2.52,2.415,,0,,0.05,0.04,-0.11,,,5.0,1.0,3.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,
14083224,away,Villarreal,Juan Foyth,juan-foyth,J. Foyth,D,8,187,6465,M,873189,EUR,884563200,D,8,8,False,41.0,33.0,5.0,3.0,0.0,27.0,32.0,6.0,9.0,6.0,,,90.0,52.0,6.2,9.0,0.0049861,61.045760966781,5.0,42.42,22.785,,0,,0.1,0.03,-0.44,,,2.0,2.0,,,,,,4.0,2.0,,1.0,,,,,,,,,,2.0,1.0,,,1.0,1.0,,,,1.0,,juanfoyth,,,,,,
