match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_wonContest,stat_outfielderBlock,stat_fouls,stat_totalTackle,stat_shotOffTarget,stat_clearanceOffLine,stat_wonTackle,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_dispossessed,stat_goodHighClaim,stat_goals
10388366,home,Borussia M'gladbach,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12744,M,yannsommer,16206,EUR,598320000,G,1,1,False,True,51.0,36.0,22.0,7.0,31.0,34.0,5.0,17.0,3.0,7.0,2.0,3.0,1.0,2.0,2.0,90.0,63.0,7.1,16.0,0.0,0.0,0.00274628,0,0.2712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388366,home,Borussia M'gladbach,Joseph Scally,scally-joseph,J. Scally,D,29,184,1087,M,,1002920,EUR,1041292800,D,29,29,False,,26.0,17.0,5.0,1.0,9.0,13.0,9.0,14.0,1.0,4.0,,,,,,82.0,44.0,6.2,13.0,0.0735,0.0,0.178414,1,,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,
10388366,home,Borussia M'gladbach,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,,790989,EUR,854323200,D,3,3,False,,34.0,31.0,5.0,3.0,25.0,25.0,6.0,9.0,3.0,,,,,,,53.0,46.0,6.3,4.0,0.0,0.0,0.00178385,0,,,,1.0,2.0,3.0,,1.0,,,2.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
10388366,home,Borussia M'gladbach,Nico Elvedi,nico-elvedi,N. Elvedi,D,30,188,1059,M,,282229,EUR,844041600,D,30,30,False,,24.0,22.0,,,16.0,17.0,6.0,7.0,5.0,6.0,,,,,,45.0,36.0,7.2,2.0,0.0,0.0,0.00178782,0,,,,1.0,1.0,4.0,1.0,,,,2.0,,1.0,,,,,,1.0,,2.0,,,,,,,,,,
10388366,home,Borussia M'gladbach,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,rbens,577726,EUR,797990400,D,25,25,False,,38.0,30.0,3.0,2.0,18.0,22.0,12.0,17.0,7.0,3.0,,,,,,90.0,65.0,8.0,11.0,0.1579,0.0,0.0224185,3,,1.0,,5.0,3.0,12.0,,2.0,,,,,3.0,,,,3.0,2.0,1.0,,2.0,3.0,1.0,1.0,,,,,,,
10388366,home,Borussia M'gladbach,Christoph Kramer,christoph-kramer,C. Kramer,M,,191,168,M,,110967,EUR,666921600,M,6,6,False,,51.0,43.0,4.0,,29.0,32.0,14.0,19.0,3.0,5.0,,,,,,90.0,66.0,6.9,9.0,0.0118,0.0,0.00763671,1,,,,2.0,2.0,7.0,,4.0,,1.0,1.0,,1.0,,,,1.0,3.0,,,1.0,,,1.0,,,,,,,
10388366,home,Borussia M'gladbach,Manu Koné,manu-kone,M. Koné,M,17,186,6974,M,,974087,EUR,990057600,M,17,17,False,,49.0,39.0,2.0,,17.0,20.0,22.0,29.0,1.0,5.0,,,,,,87.0,62.0,6.8,13.0,0.0145,0.0,0.0105366,1,,,,1.0,3.0,6.0,,2.0,,,1.0,2.0,2.0,,,,1.0,2.0,,2.0,1.0,1.0,,1.0,,,,,,,
10388366,home,Borussia M'gladbach,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,,142390,EUR,711072000,M,23,23,False,,39.0,30.0,1.0,1.0,10.0,14.0,24.0,33.0,,2.0,,,,,,90.0,56.0,7.7,14.0,0.1383,0.0,0.292579,1,,8.0,4.0,1.0,4.0,6.0,,2.0,,1.0,,,2.0,5.0,,,2.0,1.0,,1.0,3.0,,,3.0,1.0,,,,,,
10388366,home,Borussia M'gladbach,Florian Neuhaus,florian-neuhaus,F. Neuhaus,M,10,185,880,M,,837205,EUR,858470400,M,32,32,False,,34.0,27.0,4.0,2.0,8.0,9.0,19.0,25.0,1.0,4.0,,,,,,90.0,42.0,6.7,9.0,0.0,0.0,0.156157,0,,,,,4.0,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,
10388366,home,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,,192308,EUR,731721600,M,14,14,False,,19.0,16.0,2.0,,4.0,4.0,12.0,16.0,1.0,,,,,,,52.0,28.0,6.9,6.0,0.0,0.0,0.536448,0,,1.0,,1.0,5.0,3.0,1.0,1.0,1.0,,,2.0,1.0,3.0,,,3.0,1.0,,1.0,,,,,,,,,,,
10388366,home,Borussia M'gladbach,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192,25626,M,m_thuram,791702,EUR,870825600,F,10,10,False,,11.0,8.0,,,5.0,5.0,3.0,6.0,2.0,2.0,,,,,,90.0,32.0,6.4,7.0,0.787,0.2628,0.00351812,7,,,,1.0,3.0,3.0,,,,2.0,,4.0,,,,,2.0,,,1.0,2.0,3.0,,1.0,2.0,2.0,1.0,1.0,,,
10388366,home,Borussia M'gladbach,Marvin Friedrich,marvin-friedrich,M. Friedrich,D,5,193,161,M,,254449,EUR,818812800,D,5,5,True,,41.0,35.0,5.0,3.0,25.0,28.0,10.0,13.0,1.0,6.0,,,,,,45.0,48.0,6.4,8.0,0.0,0.0,0.056198,0,,,,3.0,2.0,3.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,
10388366,home,Borussia M'gladbach,Lars Stindl,lars-stindl,L. Stindl,M,,180,394,M,,23996,EUR,588556800,M,13,13,True,,18.0,14.0,,,6.0,6.0,8.0,13.0,1.0,1.0,,,,,,38.0,25.0,6.6,6.0,0.0,0.0,0.0742586,0,,1.0,,1.0,3.0,4.0,1.0,2.0,,,,1.0,1.0,1.0,,,2.0,2.0,,2.0,,,,,,,,2.0,,,
10388366,home,Borussia M'gladbach,Nathan N'Goumou,nathan-ngoumou,N. Ngoumou,M,19,182,657,M,,962409,EUR,952992000,M,19,19,True,,5.0,4.0,,,1.0,1.0,3.0,5.0,,,,,,,,8.0,14.0,6.5,4.0,0.0,0.0,0.00379887,0,,1.0,,,1.0,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,
10388366,home,Borussia M'gladbach,Julian Weigl,julian-weigl,J. Weigl,M,5,186,1190,M,,237068,EUR,810518400,M,8,8,True,,4.0,4.0,,,1.0,1.0,3.0,3.0,,1.0,,,,,,9.0,6.0,6.5,1.0,0.0,0.0,0.00186527,0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10388366,home,Borussia M'gladbach,Tobias Sippel,tobias-sippel,T. Sippel,G,21,180,101,M,,8772,EUR,574992000,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
