match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,player_firstName,player_lastName,stat_totalCross,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_dispossessed,stat_penaltyWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_goals,stat_shotOffTarget,stat_totalOffside,stat_outfielderBlock,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceMissed
10447715,home,Monza,Dany Mota,dany-mota,D. Mota,F,47,180,823,M,838907,EUR,894067200,F,47,47,False,30.0,26.0,1.0,1.0,9.0,11.0,17.0,20.0,4.0,8.0,,3.0,2.0,,,,,,90.0,42.0,6.9,8.0,,2,1.0,2.0,,2.0,,,,,1.0,2.0,2.0,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,
10447715,home,Monza,Stefano Sensi,stefano-sensi,S. Sensi,M,6,168,1074,M,294313,EUR,807580800,M,12,12,True,33.0,32.0,2.0,2.0,17.0,17.0,15.0,17.0,,3.0,1.0,4.0,2.0,,,,,,33.0,42.0,7.1,3.0,1.0,0,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
10447715,home,Monza,Valentin Antov,valentin-antov,V. Antov,D,26,185,690,M,827640,EUR,973728000,D,26,26,True,14.0,13.0,4.0,4.0,8.0,8.0,5.0,6.0,,,1.0,,,,,,,,17.0,17.0,6.8,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
10447715,home,Monza,Christian Gytkjær,christian-gytkjaer,C. Gytkjær,F,9,185,431,M,78939,EUR,641952000,F,9,9,True,4.0,3.0,,,,,3.0,4.0,,,,,,,,,,,17.0,7.0,7.2,3.0,1.0,1,1.0,1.0,,2.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,
10447715,home,Monza,José Machín,jose-machin,J. Machín,M,28,184,178,M,792308,EUR,839980800,M,7,7,True,5.0,3.0,,,1.0,2.0,2.0,3.0,,,,1.0,,,,,,,10.0,6.0,6.5,2.0,,0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10447715,home,Monza,Andrea Colpani,colpani-andrea,A. Colpani,M,28,186,930,M,928122,EUR,926380800,M,28,28,True,3.0,3.0,,,,,3.0,3.0,,,1.0,,,,,,,,10.0,5.0,7.2,1.0,1.0,0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
10447715,home,Monza,Alessandro Sorrentino,alessandro-sorrentino,A. Sorrentino,G,22,190,64,M,991416,EUR,1017792000,G,91,91,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447715,home,Monza,Michele Di Gregorio,michele-di-gregorio,M. Di Gregorio,G,16,187,8198,M,844609,EUR,869961600,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,L'UomoTigre,,,
10447715,home,Monza,Luca Caldirola,luca-caldirola,L. Caldirola,D,33,189,132,M,100565,EUR,665366400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447715,home,Monza,Andrea Carboni,andrea-carboni,A. Carboni,D,44,185,198,M,970978,EUR,981244800,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447715,home,Monza,Luca Marrone,luca-marrone,L. Marrone,D,4,186,56,M,81827,EUR,638582400,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447715,home,Monza,Salvatore Molina,salvatore-molina,S. Molina,M,79,177,74,M,165735,EUR,694224000,D,79,79,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447715,home,Monza,Samuele Vignato,samuele-vignato,S. Vignato,F,19,170,524,M,1119364,EUR,1077580800,F,80,80,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Samuele Vignato,,,,,,,,,,,,,,,,,,,,,,
10447715,away,Frosinone,Stefano Turati,stefano-turati,S. Turati,G,13,188,560,M,893752,EUR,999648000,G,22,22,False,21.0,13.0,15.0,7.0,9.0,11.0,4.0,10.0,,,2.0,9.0,,1.0,2.0,,1.0,1.0,90.0,31.0,6.0,8.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
10447715,away,Frosinone,Anthony Oyono,anthony-oyono,A. Oyono,D,20,179,390,M,1106257,EUR,987033600,D,2,2,False,27.0,21.0,3.0,1.0,8.0,10.0,13.0,20.0,2.0,7.0,1.0,1.0,,,,,,,90.0,49.0,6.4,13.0,,1,,2.0,,2.0,2.0,,Anthony Oyono,,3.0,2.0,2.0,3.0,,,,,,,,,1.0,,,,,,,1.0,
10447715,away,Frosinone,Fabio Lucioni,fabio-lucioni,F. Lucioni,D,,185,47,M,131916,EUR,559526400,D,5,5,False,34.0,21.0,13.0,4.0,12.0,15.0,9.0,19.0,4.0,5.0,5.0,9.0,1.0,,,,,,90.0,44.0,6.4,13.0,1.0,1,4.0,6.0,2.0,,2.0,,,,,,,,,,,,,,True,,1.0,,,,,,,,
10447715,away,Frosinone,Przemysław Szymiński,przemyslaw-szyminski,P. Szymiński,D,6,186,220,M,338099,EUR,772416000,D,25,25,False,23.0,20.0,2.0,2.0,11.0,14.0,9.0,10.0,4.0,4.0,4.0,5.0,,,,,,,90.0,37.0,7.0,5.0,1.0,1,1.0,2.0,1.0,1.0,1.0,,Przemysław,Szymiński,1.0,,,,,,,,,,,,1.0,,3.0,,,,,,
10447715,away,Frosinone,Matteo Cotali,matteo-cotali,M. Cotali,M,29,176,24,M,826704,EUR,861667200,D,29,29,False,34.0,29.0,4.0,3.0,12.0,14.0,17.0,20.0,1.0,4.0,,5.0,2.0,,,,,,90.0,53.0,6.6,8.0,1.0,0,1.0,2.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
10447715,away,Frosinone,Daniel Boloca,boloca-daniel,D. Boloca,M,11,185,435,M,882592,EUR,914284800,M,11,11,False,38.0,36.0,5.0,5.0,17.0,17.0,19.0,21.0,,3.0,,10.0,,,,,,,90.0,48.0,6.6,5.0,,0,,4.0,1.0,2.0,2.0,1.0,,,,,,3.0,3.0,,1.0,,,,,,,,,,,,,,
10447715,away,Frosinone,Ben Lhassine Kone,ben-lhassine-kone,B. L. Kone,M,92,172,181,M,915280,EUR,952992000,M,4,4,False,14.0,11.0,4.0,2.0,5.0,7.0,6.0,8.0,,4.0,1.0,5.0,2.0,,,,,,71.0,31.0,6.8,7.0,1.0,3,,6.0,2.0,2.0,3.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,,1.0,1.0,,,,,,,1.0,
10447715,away,Frosinone,Marcus Rohdén,marcus-rohden,M. Rohdén,M,8,182,77,M,209082,EUR,673920000,M,7,7,False,12.0,9.0,,,5.0,5.0,5.0,10.0,,3.0,,2.0,1.0,,,,,,54.0,23.0,6.5,8.0,1.0,1,,1.0,,2.0,,,,,3.0,,,2.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,
10447715,away,Frosinone,Hamza Haoudi,hamza-haoudi,H. Haoudi,M,15,176,52,M,994971,EUR,984096000,M,15,15,False,12.0,6.0,1.0,,2.0,4.0,8.0,13.0,,,,2.0,,,,,,,55.0,26.0,7.6,10.0,2.0,2,1.0,1.0,,3.0,,,,,5.0,,,,,4.0,,,1.0,,,1.0,1.0,,,,,,,,
10447715,away,Frosinone,Giuseppe Caso,giuseppe-caso,G. Caso,F,30,173,119,M,946985,EUR,913161600,M,10,10,False,12.0,8.0,,,,1.0,8.0,13.0,,5.0,,3.0,3.0,,,,,,84.0,31.0,6.7,14.0,1.0,1,,3.0,,5.0,,,,,2.0,3.0,2.0,,,,2.0,,,,,,1.0,1.0,,1.0,,,,,
10447715,away,Frosinone,Luca Moro,luca-moro,L. Moro,F,24,189,353,M,949780,EUR,980380800,F,24,24,False,11.0,4.0,,,1.0,2.0,3.0,9.0,4.0,7.0,,,2.0,,,,,,84.0,24.0,6.2,15.0,,0,5.0,10.0,,4.0,2.0,1.0,,,,3.0,1.0,,,,1.0,,,,,,,,,,,,,,
10447715,away,Frosinone,Luca Garritano,luca-garritano,L. Garritano,M,10,172,66,M,280087,EUR,760924800,M,16,16,True,10.0,5.0,,,3.0,3.0,4.0,13.0,,1.0,,,,,,,,,36.0,17.0,7.1,9.0,2.0,0,1.0,1.0,,,,,,,6.0,,,1.0,,2.0,,,,,,,,1.0,,,1.0,,,,
10447715,away,Frosinone,Riccardo Ciervo,riccardo-ciervo,R. Ciervo,M,11,190,117,M,1019953,EUR,1017619200,F,21,21,True,11.0,9.0,,,2.0,2.0,8.0,10.0,,,,2.0,,,,,,,35.0,16.0,6.5,4.0,,2,,5.0,,,2.0,2.0,,,1.0,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,
10447715,away,Frosinone,Karlo Lulić,karlo-lulic,K. Lulić,M,4,186,123,M,283851,EUR,831686400,M,8,8,True,10.0,8.0,,,1.0,1.0,7.0,9.0,,,,2.0,,,,,,,19.0,14.0,6.3,5.0,1.0,0,,2.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
10447715,away,Frosinone,Samuele Mulattieri,mulattieri-samuele,S. Mulattieri,F,7,183,531,M,927030,EUR,970876800,F,9,9,True,4.0,3.0,,,,1.0,3.0,3.0,1.0,1.0,,,,,,,,,10.0,5.0,6.1,1.0,,1,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
10447715,away,Frosinone,Miloš Bočić,milos-bocic,M. Bočić,F,33,173,32,M,928753,EUR,948844800,F,19,19,True,,,,,,,,,,2.0,,1.0,2.0,,,,,,10.0,2.0,6.6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447715,away,Frosinone,Giuseppe Marcianò,giuseppe-marciano,G. Marcianò,G,,190,5,M,973869,EUR,959385600,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Giuseppe,Marcianò,,,,,,,,,,,,,,,,,,,,,
10447715,away,Frosinone,Leonardo Loria,loria-leonardo,L. Loria,G,16,195,58,M,844483,EUR,922579200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447715,away,Frosinone,Ilario Monterisi,ilario-monterisi,I. Monterisi,D,30,190,149,M,1009363,EUR,1008720000,D,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447715,away,Frosinone,Sergio Kalaj,sergio-kalaj,S. Kalaj,D,23,193,102,M,928928,EUR,949017600,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447715,away,Frosinone,Gabriele Bracaglia,bracaglia-gabriele,G. Bracaglia,D,79,185,72,M,1394498,EUR,1058572800,M,79,79,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Gabriele Bracaglia,,,,,,,,,,,,,,,,,,,,,,
10447715,away,Frosinone,Gennaro Borrelli,borrelli-gennaro,G. Borrelli,F,29,194,536,M,979479,EUR,952646400,F,90,90,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
