match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_accurateCross,stat_bigChanceCreated,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle
12513695,home,Moreirense,Kewin,kewin,Kewin,G,1,187,111,M,865371,EUR,790992000,G,40,40,False,29.0,19.0,16.0,6.0,0.0,15.0,16.0,4.0,13.0,2.0,8.0,1.0,1.0,90.0,38.0,6.3,10.0,0.00051277,0,-0.0816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513695,home,Moreirense,Dinis Pinto,dinis-pinto,D. Pinto,D,76,178,150,M,1160980,EUR,967075200,D,76,76,False,28.0,21.0,4.0,2.0,0.0,11.0,14.0,10.0,16.0,5.0,3.0,,,90.0,62.0,6.8,17.0,0.0369448,1,,Dinis Pinto,,2.0,2.0,2.0,7.0,8.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,0.0481,1.0,,,,,,,,,,,,,,,
12513695,home,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,38.0,33.0,6.0,2.0,0.0,25.0,26.0,8.0,12.0,5.0,1.0,,,90.0,52.0,6.8,5.0,0.00830945,2,,,,,3.0,,4.0,2.0,,,,,1.0,2.0,1.0,,,1.0,0.5076,,True,1.0,1.0,1.0,,,,,,,,,,,
12513695,home,Moreirense,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,46.0,36.0,4.0,,0.0,35.0,38.0,1.0,8.0,7.0,9.0,,,90.0,66.0,7.0,11.0,0.00043989,0,,,,,1.0,2.0,2.0,6.0,,,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,,,,,,2.0,2.0,,,,,,,,,,
12513695,home,Moreirense,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180,173,M,931743,EUR,924652800,D,23,23,False,23.0,14.0,4.0,,0.0,9.0,14.0,7.0,13.0,2.0,3.0,,,90.0,51.0,6.0,16.0,0.301188,0,,,,4.0,3.0,1.0,7.0,3.0,1.0,,2.0,,,2.0,1.0,2.0,,1.0,,1.0,,,,,3.0,2.0,1.0,1.0,,,,,,,
12513695,home,Moreirense,Sidnei Tavares,sidnei-tavares,S. Tavares,M,8,188,129,M,989889,EUR,1001721600,M,5,5,False,19.0,17.0,1.0,1.0,0.0,8.0,9.0,9.0,11.0,,3.0,,,61.0,32.0,6.9,6.0,0.0150545,0,,,,1.0,,1.0,2.0,7.0,1.0,,1.0,1.0,,2.0,2.0,3.0,3.0,1.0,,,,,,1.0,,,,,,,,,,,
12513695,home,Moreirense,Lawrence Ofori,lawrence-ofori,L. Ofori,M,80,181,149,M,892170,EUR,898992000,M,80,80,False,44.0,41.0,3.0,2.0,0.0,20.0,20.0,21.0,25.0,,7.0,,,90.0,55.0,6.7,7.0,0.0599657,0,,,,1.0,,,1.0,,,1.0,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,
12513695,home,Moreirense,Cedric Teguia,cedric-teguia,C. Teguia,M,7,180,82,M,910033,EUR,1001894400,M,17,17,False,26.0,20.0,1.0,,0.0,5.0,8.0,16.0,21.0,,2.0,,,76.0,41.0,6.7,13.0,0.0941946,2,,,,3.0,1.0,1.0,5.0,4.0,,,4.0,,1.0,2.0,1.0,1.0,1.0,1.0,0.0487,1.0,,,,,,1.0,,,1.0,0.0492,,,,,
12513695,home,Moreirense,Alan,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,False,28.0,22.0,4.0,3.0,0.0,7.0,7.0,15.0,21.0,2.0,6.0,,,82.0,35.0,6.9,8.0,0.160021,0,,,,,,,5.0,2.0,3.0,1.0,2.0,1.0,,,,,1.0,,,5.0,,,,,,,,,,,1.0,,,,
12513695,home,Moreirense,Bernardo Martins,bernardo-martins,B. Martins,M,8,176,81,M,845811,EUR,881193600,M,20,20,False,37.0,29.0,4.0,2.0,1.0,7.0,10.0,22.0,29.0,1.0,6.0,,,90.0,63.0,8.3,17.0,0.0493957,4,,,,2.0,,,4.0,5.0,1.0,1.0,4.0,3.0,1.0,,,4.0,2.0,1.0,0.1911,1.0,,,2.0,1.0,,,,1.0,1.0,0.5618,,1.0,,,
