match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_lastName,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_challengeLost,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_penaltyWon,stat_penaltyConceded,stat_goodHighClaim,stat_penaltyFaced
12499406,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,35.0,24.0,20.0,9.0,0.0,18.0,18.0,6.0,17.0,1.0,2.0,4.0,9.0,1.0,4.0,4.0,2.0,90.0,48.0,7.3,11.0,0.00152228,1.0,0,0.4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499406,home,TSG Hoffenheim,Tim Drexler,drexler-tim,T. Drexler,D,21,185,185,M,1152499,EUR,1110067200,D,4,4,False,,54.0,48.0,6.0,3.0,0.0,24.0,28.0,24.0,26.0,,5.0,1.0,4.0,,,,,90.0,66.0,7.1,8.0,0.19668,,1,,Tim Drexler,5.0,8.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,0.0399,0.0966,,,,,,,,,,,,,,,,,,
12499406,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,D,16,16,False,,59.0,54.0,7.0,5.0,0.0,32.0,34.0,22.0,25.0,5.0,10.0,13.0,9.0,1.0,,,,90.0,85.0,7.9,6.0,0.0163818,1.0,2,,,2.0,2.0,,1.0,1.0,4.0,3.0,1.0,,0.0597,0.0637,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
12499406,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,D,25,25,False,,45.0,39.0,5.0,2.0,0.0,19.0,21.0,20.0,24.0,2.0,4.0,7.0,4.0,1.0,,,,90.0,61.0,6.6,8.0,0.0158956,1.0,0,,,4.0,7.0,1.0,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,
12499406,home,TSG Hoffenheim,Pavel Kadeřábek,pavel-kaderabek,P. Kadeřábek,M,3,182,266,M,109296,EUR,704160000,M,3,3,False,,44.0,29.0,5.0,2.0,0.0,10.0,14.0,22.0,34.0,5.0,9.0,2.0,2.0,1.0,,,,90.0,66.0,7.4,18.0,0.217009,5.0,0,,,5.0,5.0,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,4.0,3.0,,,,,,,,,,
12499406,home,TSG Hoffenheim,Grischa Prömel,grischa-promel,G. Prömel,M,6,182,280,M,253993,EUR,789609600,M,6,6,False,,42.0,36.0,3.0,1.0,0.0,15.0,15.0,21.0,27.0,1.0,4.0,3.0,4.0,3.0,,,,90.0,58.0,6.6,9.0,0.032065,,0,,,3.0,6.0,1.0,,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,
12499406,home,TSG Hoffenheim,Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,27,187,755,M,186719,EUR,807753600,M,11,11,False,,41.0,40.0,5.0,5.0,0.0,13.0,13.0,27.0,29.0,1.0,4.0,1.0,1.0,,,,,69.0,52.0,7.0,5.0,0.0722381,,2,,,1.0,4.0,2.0,,,1.0,1.0,1.0,1.0,0.0551,,,2.0,2.0,1.0,,,1.0,,1.0,,,,,,,,,
12499406,home,TSG Hoffenheim,Alexander Prass,alexander-prass,A. Prass,M,22,180,665,M,978062,EUR,990835200,M,22,22,False,,49.0,39.0,5.0,2.0,0.0,14.0,15.0,26.0,39.0,,2.0,1.0,3.0,1.0,,,,89.0,67.0,7.0,18.0,0.108125,3.0,2,,,3.0,6.0,,,,,,,1.0,0.233,,,3.0,1.0,1.0,,,5.0,1.0,1.0,,,,,,,,,
12499406,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,F,27,27,False,,40.0,33.0,2.0,1.0,0.0,6.0,7.0,29.0,44.0,,5.0,1.0,3.0,4.0,,,,89.0,67.0,10.0,20.0,0.488913,3.0,4,,,,3.0,2.0,4.0,,,,2.0,1.0,1.9164,3.297,,1.0,1.0,,,,11.0,2.0,,andrejkramaric,1.0,3.0,,,,,,
12499406,home,TSG Hoffenheim,Adam Hložek,adam-hlozek,A. Hložek,F,23,186,3087,M,963801,EUR,1027555200,F,23,23,False,,13.0,9.0,1.0,1.0,0.0,1.0,1.0,8.0,12.0,2.0,2.0,1.0,,,,,,59.0,21.0,6.4,6.0,0.0107006,,4,,,1.0,4.0,1.0,1.0,,,,,1.0,0.4204,0.328,,1.0,,3.0,,,,,,ahlozek,,,1.0,1.0,,,,
