match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_hitWoodwork,stat_dispossessed,captain,stat_bigChanceMissed,stat_totalOffside,stat_punches
12764992,home,SK Rapid Wien,Niklas Hedl,,,niklas-hedl,N. Hedl,G,1,188.0,295,M,918421,EUR,984787200,G,45,45,False,24.0,22.0,4.0,3.0,0.0,20.0,21.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,90.0,28.0,6.8,2.0,0.00038694,0,0.2796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764992,home,SK Rapid Wien,Bendegúz Bolla,,,bendeguz-bolla,B. Bolla,D,77,179.0,1205,M,921140,EUR,943228800,D,77,77,False,75.0,59.0,10.0,3.0,0.0,21.0,26.0,39.0,58.0,,5.0,7.0,,,,90.0,109.0,7.1,26.0,0.0637732,2,,9.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0592,1.0,,,,,,,,,,,,,,,,
12764992,home,SK Rapid Wien,Nenad Cvetković,,,nenad-cvetkovic,N. Cvetković,D,55,194.0,154,M,878471,EUR,820886400,D,55,55,False,89.0,79.0,4.0,3.0,0.0,46.0,52.0,33.0,37.0,5.0,10.0,5.0,,,,90.0,106.0,8.1,13.0,0.0161716,2,,,,2.0,2.0,,1.0,1.0,,3.0,2.0,1.0,,0.1594,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.4807,,,,,,,
12764992,home,SK Rapid Wien,Serge-Philippe Raux-Yao,,,serge-philippe-raux-yao,S. Raux-Yao,D,6,196.0,187,M,989887,EUR,928022400,D,6,6,False,92.0,86.0,8.0,5.0,1.0,59.0,63.0,27.0,29.0,1.0,4.0,1.0,,,,90.0,99.0,7.5,6.0,0.197627,0,,,,1.0,1.0,,1.0,1.0,,2.0,1.0,,,,1.0,,,,3.0,,1.0,,,,1.0,,,,,,
12764992,home,SK Rapid Wien,Jonas Antonius Auer,,,jonas-antonius-auer,J. A. Auer,D,23,182.0,189,M,978405,EUR,965433600,D,23,23,False,74.0,59.0,9.0,3.0,0.0,24.0,29.0,38.0,56.0,1.0,4.0,10.0,,,,90.0,106.0,7.2,26.0,0.161262,0,,11.0,3.0,,2.0,,2.0,1.0,,2.0,,,1.0,,1.0,,,,1.0,,1.0,,2.0,,,,,,,,
12764992,home,SK Rapid Wien,Mamadou Sangare,Mamadou Sangare,,mamadou-sangare,M. Sangare,M,8,181.0,4848,M,1064697,EUR,1025049600,M,17,17,False,73.0,62.0,2.0,1.0,0.0,22.0,25.0,40.0,50.0,5.0,10.0,6.0,,,,90.0,96.0,7.4,17.0,0.0683117,2,,2.0,,1.0,5.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,,0.037,,,,,3.0,,1.0,,1.0,,,1.0,,,,,
12764992,home,SK Rapid Wien,Lukas Grgić,,,lukas-grgic,L. Grgić,M,8,183.0,183,M,576080,EUR,808617600,M,8,8,False,82.0,70.0,5.0,2.0,0.0,31.0,31.0,39.0,52.0,2.0,8.0,9.0,,,,90.0,95.0,7.3,15.0,0.0492064,0,,1.0,,,2.0,,2.0,1.0,,3.0,,2.0,,,,,,,,,1.0,,,,,,1.0,,,,
12764992,home,SK Rapid Wien,Louis Schaub,,,louis-schaub,L. Schaub,M,21,177.0,185,M,138146,EUR,788659200,M,21,21,False,38.0,32.0,1.0,,0.0,10.0,10.0,22.0,29.0,1.0,4.0,1.0,,,,67.0,46.0,7.2,9.0,0.0323776,1,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,2.0,,0.1258,1.0,,1.0,,,,,,,,,,1.0,,,,
12764992,home,SK Rapid Wien,Matthias Seidl,,,matthias-seidl,M. Seidl,M,18,175.0,248,M,1006268,EUR,980294400,M,18,18,False,66.0,54.0,1.0,,0.0,13.0,16.0,45.0,65.0,1.0,3.0,2.0,,,,88.0,95.0,7.6,27.0,0.626279,3,,15.0,4.0,,4.0,2.0,2.0,,2.0,1.0,,1.0,,0.2677,5.0,,1.0,,,,,,2.0,,2.0,1.0,,True,,,
12764992,home,SK Rapid Wien,Dion Drena Beljo,,,dion-drena-beljo,D. D. Beljo,F,9,195.0,3451,M,995773,EUR,1014940800,F,7,7,False,23.0,21.0,,,0.0,3.0,3.0,18.0,20.0,4.0,7.0,2.0,,,,90.0,42.0,7.4,9.0,0.235357,4,,,,3.0,6.0,,4.0,2.0,3.0,1.0,1.0,,,0.9632,3.0,,1.0,,1.0,,,,3.0,,,1.0,1.0,,2.0,1.0,
