match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_wasFouled,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,captain,stat_bigChanceMissed,stat_clearanceOffLine,stat_goalAssist,stat_goodHighClaim,stat_errorLeadToAShot,stat_blockedScoringAttempt,player_sofascoreId,stat_hitWoodwork
11450063,home,Alanyaspor,Ahmed Hassan,,,ahmed-hassan,A. Hassan,F,19,191,1938,M,1143587,EUR,731289600,F,9,9,False,22.0,16.0,2.0,1.0,7.0,11.0,11.0,3.0,,,3.0,,,,,63.0,26.0,6.7,8.0,0.0519842,1,,9.0,,,1.0,1.0,,,,,,2.0,2.0,,,,1.0,1.0,,0.2311,,,,,,,,,,,,,
11450063,home,Alanyaspor,Carlos Eduardo,,,carlos-eduardo,Carlos Eduardo,F,96,173,354,M,795295,EUR,844905600,F,28,28,True,1.0,1.0,,,1.0,1.0,,6.0,,,,,,,,27.0,6.0,6.4,3.0,5.405e-05,0,,,,,3.0,2.0,1.0,,,1.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,
11450063,home,Alanyaspor,João Novais,,,joao-novais,J. Novais,M,7,183,160,M,233370,EUR,742262400,M,10,10,True,11.0,11.0,,,7.0,7.0,4.0,1.0,,,1.0,,,,,19.0,14.0,7.2,1.0,0.541829,0,,4.0,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,
11450063,home,Alanyaspor,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171,91,M,802150,EUR,902793600,M,17,17,True,4.0,3.0,1.0,,1.0,1.0,4.0,,,,1.0,,,,,24.0,7.0,6.7,2.0,0.00322963,0,,2.0,1.0,,,2.0,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
11450063,home,Alanyaspor,Yusuf Karagöz,Yusuf Karagoz,,yusuf-karagoz,Y. Karagöz,G,99,195,33,M,1133582,EUR,939081600,G,99,99,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450063,home,Alanyaspor,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,3,184,123,M,1133301,EUR,984700800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450063,home,Alanyaspor,Fatih Aksoy,,,fatih-aksoy,F. Aksoy,D,20,189,69,M,827922,EUR,878774400,D,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450063,home,Alanyaspor,Yunus Bahadir,,,yunus-bahadir,Y. Bahadir,D,2,170,42,M,964756,EUR,1028678400,D,42,42,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450063,home,Alanyaspor,Pione Sisto,,,pione-sisto,P. Sisto,M,77,171,409,M,287943,EUR,791856000,F,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450063,home,Alanyaspor,Mert-Yusuf Torlak,,,mert-yusuf-torlak,M. Torlak,M,37,173,19,M,1015654,EUR,1026950400,M,37,37,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450063,home,Alanyaspor,Anderson Silva,,,anderson-silva,A. Silva,F,33,186,521,M,892272,EUR,880070400,F,33,33,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450063,away,Kayserispor,Bilal Bayazit,,,bilal-bayazit,B. Bayazit,G,25,185,235,M,825850,EUR,923529600,G,25,25,False,41.0,28.0,18.0,5.0,25.0,29.0,12.0,,,1.0,8.0,2.0,2.0,1.0,1.0,90.0,53.0,7.0,13.0,0.0278066,0,0.2263,3.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,
11450063,away,Kayserispor,Ramazan Civelek,,,ramazan-civelek,R. Civelek,M,28,172,61,M,781408,EUR,822268800,D,28,28,False,36.0,25.0,6.0,3.0,13.0,17.0,20.0,5.0,2.0,,4.0,,,,,90.0,54.0,6.7,14.0,0.0815034,0,,13.0,1.0,1.0,2.0,3.0,1.0,,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
11450063,away,Kayserispor,Joseph Attamah,,,joseph-attamah,J. Attamah,D,3,180,183,M,332963,EUR,769564800,D,3,3,False,65.0,61.0,6.0,3.0,50.0,51.0,14.0,,,5.0,4.0,,,,,90.0,76.0,6.4,5.0,0.00300998,1,,11.0,,,,3.0,,,,,,1.0,,,1.0,,2.0,1.0,,0.0657,,,,,,,,,,2.0,,,
11450063,away,Kayserispor,Dimitris Kolovetsios,,,dimitris-kolovetsios,D. Kolovetsios,D,,183,103,M,68228,EUR,687571200,D,4,4,False,68.0,63.0,6.0,3.0,49.0,52.0,16.0,2.0,,3.0,5.0,,,,,90.0,76.0,7.0,5.0,0.0562602,1,,14.0,,,,4.0,,,,1.0,1.0,,2.0,1.0,2.0,,1.0,,,0.1135,,,1.0,,True,1.0,,,,,,,
11450063,away,Kayserispor,Lionel Carole,,,lionel-carole,L. Carole,D,23,180,84,M,122922,EUR,671414400,D,23,23,False,46.0,34.0,2.0,1.0,22.0,31.0,15.0,5.0,2.0,3.0,4.0,,,,,90.0,74.0,7.0,19.0,0.237576,0,,12.0,,,,4.0,2.0,,4.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,
11450063,away,Kayserispor,Ali Karimi,,,ali-karimi,A. Karimi,M,24,186,411,M,803869,EUR,760924800,M,6,6,False,63.0,54.0,10.0,5.0,36.0,36.0,28.0,4.0,,,9.0,,,,,89.0,76.0,7.3,13.0,0.0668013,2,,18.0,1.0,,,4.0,2.0,,,2.0,1.0,1.0,2.0,2.0,2.0,,,1.0,,0.02,,1.0,,,,,,,,,1.0,,
11450063,away,Kayserispor,Mehdi Bourabia,,,mehdi-bourabia,M. Bourabia,M,,183,403,M,98003,EUR,681523200,M,10,10,False,43.0,35.0,4.0,,19.0,20.0,24.0,4.0,1.0,1.0,5.0,,,,,90.0,55.0,6.5,14.0,0.0547973,0,,17.0,1.0,1.0,1.0,2.0,,1.0,,,,5.0,1.0,2.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,
11450063,away,Kayserispor,Kartal Kayra Yılmaz,,,kartal-kayra-yilmaz,K. K. Yılmaz,M,17,177,1057,M,966811,EUR,973296000,M,8,8,False,57.0,47.0,11.0,6.0,31.0,37.0,21.0,5.0,,1.0,11.0,,,,,90.0,66.0,6.5,12.0,0.0193507,2,,16.0,1.0,,1.0,1.0,1.0,,1.0,,,,3.0,,,,1.0,1.0,,0.0618,,,,,,,,,,,1.0,,
11450063,away,Kayserispor,Aylton Boa Morte,,,aylton-boa-morte,A. B. Morte,M,10,182,83,M,883918,EUR,748742400,F,70,70,False,22.0,16.0,,,4.0,5.0,19.0,8.0,,,5.0,,,,,89.0,34.0,7.1,10.0,0.0788588,0,,12.0,2.0,,3.0,8.0,,4.0,,2.0,1.0,1.0,5.0,2.0,1.0,,1.0,,,,4.0,,,,,,,,,,,,
11450063,away,Kayserispor,Duckens Nazon,,,duckens-nazon,D. Nazon,F,9,181,19636,M,796023,EUR,765676800,F,9,9,False,13.0,8.0,,,2.0,2.0,11.0,12.0,,,,,,,,79.0,27.0,6.5,12.0,0.0527049,4,,6.0,,,5.0,4.0,1.0,5.0,,,,2.0,3.0,,3.0,,,1.0,,0.2712,1.0,,2.0,,,1.0,,,,,1.0,nazon,
11450063,away,Kayserispor,Miguel Cardoso,,,miguel-cardoso,M. Cardoso,M,7,176,326,M,344009,EUR,771984000,F,7,7,False,34.0,26.0,,,12.0,13.0,25.0,2.0,1.0,,4.0,,,,,90.0,54.0,7.2,13.0,0.241349,1,,17.0,4.0,3.0,,7.0,1.0,,,4.0,3.0,2.0,,3.0,,,3.0,1.0,1.0,0.2805,,,,,,1.0,,,,,,,1.0
11450063,away,Kayserispor,Carlos Mané,,,carlos-mane,C. Mané,M,20,172,381,M,859748,EUR,763344000,M,20,20,True,7.0,3.0,,,1.0,1.0,6.0,2.0,1.0,,,,,,,11.0,11.0,6.7,4.0,0.244144,1,,2.0,,,1.0,3.0,,1.0,,,,,,,1.0,,1.0,1.0,,0.0557,1.0,,,,,,,,,,,,
11450063,away,Kayserispor,Otabek Shukurov,,,otabek-shukurov,O. Shukurov,M,63,182,2967,M,358890,EUR,835401600,M,29,29,True,,,,,,,,2.0,,,,,,,,15.0,1.0,6.2,1.0,,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11450063,away,Kayserispor,Stéphane Bahoken,,,stephane-bahoken,S. Bahoken,F,,185,234,M,153220,EUR,707011200,F,13,13,True,3.0,2.0,,,,,3.0,1.0,,,,,,,,16.0,4.0,6.6,1.0,0.00064979,1,,2.0,,,,2.0,,,,,,,1.0,,2.0,,,,,0.0155,,,,,,,,,,,1.0,,
11450063,away,Kayserispor,Onurcan Piri,,,onurcan-piri,O. Piri,G,1,190,61,M,213542,EUR,780710400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450063,away,Kayserispor,Hasan Ali Kaldırım,,,hasan-ali-kaldirim,H. A. Kaldırım,D,3,182,94,M,39847,EUR,629164800,D,33,33,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450063,away,Kayserispor,Julian Jeanvier,,,julian-jeanvier,J. Jeanvier,D,,183,619,M,250477,EUR,702000000,D,92,92,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450063,away,Kayserispor,Yiğit Emre Çeltik,Yigit Celtik,,yigit-emre-celtik,Y. E. Çeltik,M,21,164,63,M,1035954,EUR,1049673600,M,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450063,away,Kayserispor,Yaw Ackah,,,yaw-ackah,Y. Ackah,M,79,169,85,M,984096,EUR,928195200,M,89,89,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450063,away,Kayserispor,Mehmet Eray Özbek,,,mehmet-eray-ozbek,M. E. Özbek,M,16,178,34,M,1011955,EUR,1042070400,M,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450063,away,Kayserispor,Berat Eskin,,,eskin-berat,B. Eskin,M,24,176,7,M,1484658,EUR,1097625600,M,24,24,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
