match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_totalContest,stat_wonContest,stat_accurateCross,stat_wasFouled,stat_keyPass,stat_totalOffside,captain,stat_bigChanceMissed,stat_interceptionWon,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_bigChanceCreated
11406846,home,Juventus,Wojciech Szczęsny,wojciech-szczesny,W. Szczęsny,G,25,196,95111,M,wojciech.szczesny1,50490,EUR,640396800,G,1,1,False,22.0,19.0,8.0,5.0,0.0,18.0,20.0,1.0,2.0,4.0,90.0,24.0,6.4,3.0,0.00025569,0,-1.2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406846,home,Juventus,Federico Gatti,federico-gatti,F. Gatti,D,4,190,4940,M,FedericoGatti,1128063,EUR,898646400,D,4,4,False,69.0,65.0,10.0,8.0,0.0,36.0,36.0,29.0,34.0,4.0,87.0,85.0,7.2,9.0,0.0173503,2,,Federico Gatti,,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2746,,,,,,,,,,,,,,,,,,,
11406846,home,Juventus,Bremer,bremer,Bremer,D,3,188,9433,M,Bremer,885197,EUR,858643200,D,3,3,False,104.0,94.0,15.0,12.0,0.0,65.0,70.0,29.0,34.0,3.0,90.0,113.0,6.8,12.0,0.0116564,1,,,,,2.0,4.0,5.0,1.0,1.0,2.0,,3.0,2.0,1.0,3.0,0.0505,,,,,,,,,,,,,,,,,,,
11406846,home,Juventus,Daniele Rugani,daniele-rugani,D. Rugani,D,24,188,2117,M,,139273,EUR,775440000,D,24,24,False,91.0,85.0,3.0,2.0,0.0,66.0,72.0,19.0,19.0,4.0,90.0,97.0,7.4,6.0,0.00465291,3,,,,,4.0,1.0,5.0,,1.0,,,1.0,1.0,,,0.2653,1.0,1.0,1.0,1.0,0.0696,,,,,,,,,,,,,,
11406846,home,Juventus,Andrea Cambiaso,cambiaso-andrea,A. Cambiaso,D,27,181,7318,M,andrea_cambiaso,917048,EUR,951004800,M,27,27,False,46.0,43.0,3.0,2.0,0.0,28.0,29.0,15.0,22.0,7.0,90.0,69.0,6.7,10.0,0.269276,2,,,,5.0,,8.0,5.0,1.0,1.0,1.0,,4.0,3.0,,3.0,0.0809,1.0,,1.0,,,2.0,2.0,1.0,,,,,,,,,,,
11406846,home,Juventus,Weston McKennie,weston-mckennie,W. McKennie,M,22,185,7292,M,west.mckennie,881931,EUR,904262400,M,16,16,False,29.0,24.0,,,2.0,8.0,10.0,20.0,27.0,3.0,86.0,57.0,8.1,15.0,0.298333,0,,,,8.0,,2.0,5.0,1.0,,,,2.0,1.0,3.0,,,,,,,,1.0,1.0,1.0,4.0,2.0,6.0,,,,,,,,
11406846,home,Juventus,Manuel Locatelli,manuel-locatelli,M. Locatelli,M,5,185,8228,M,locamanuel73,363860,EUR,884217600,M,5,5,False,58.0,49.0,5.0,3.0,0.0,21.0,24.0,29.0,35.0,10.0,90.0,70.0,6.9,11.0,0.0414198,1,,,,1.0,1.0,2.0,4.0,1.0,,1.0,,2.0,1.0,1.0,,0.0294,,1.0,,,0.0538,1.0,,,1.0,1.0,,1.0,,,,,,,
11406846,home,Juventus,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191,11335,M,adrienrabiot_25,250737,EUR,796867200,M,25,25,False,10.0,10.0,,,0.0,3.0,3.0,7.0,7.0,1.0,28.0,12.0,6.4,,0.00093173,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,
11406846,home,Juventus,Filip Kostić,filip-kostic,F. Kostić,M,18,184,7055,M,filipkostic,126588,EUR,720576000,M,11,11,False,41.0,39.0,1.0,1.0,0.0,18.0,18.0,22.0,28.0,4.0,62.0,60.0,6.9,8.0,0.0276979,0,,,,5.0,1.0,1.0,5.0,1.0,,,,3.0,2.0,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,
11406846,home,Juventus,Dušan Vlahović,dusan-vlahovic,D. Vlahović,F,9,190,43057,M,DV9,832208,EUR,949017600,F,9,9,False,28.0,18.0,1.0,,1.0,7.0,10.0,12.0,19.0,2.0,90.0,44.0,8.8,15.0,0.335144,8,,,,1.0,3.0,6.0,3.0,3.0,4.0,,,,,,2.0,1.2427,,3.0,1.0,2.0,1.1244,,2.0,,1.0,,3.0,2.0,,1.0,,,,,
