match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_aerialWon,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_interceptionWon,stat_aerialLost,stat_keyPass,stat_unsuccessfulTouch,stat_totalCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,player_sofascoreId,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_hitWoodwork,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated
14061185,home,Nantes,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,48.0,35.0,25.0,12.0,0.0,30.0,32.0,5.0,16.0,1.0,1.0,1.0,15.0,2.0,2.0,3.0,90.0,63.0,6.7,13.0,0.00134982,0.0916,0,-0.8135,0.08,-0.04,0.27,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14061185,home,Nantes,Kelvin Amian,,,kelvin-amian,K. Amian,D,98,179,199,M,802143,EUR,886896000,D,98,98,False,16.0,11.0,,,0.0,7.0,8.0,4.0,8.0,1.0,,4.0,2.0,,,,90.0,27.0,6.8,5.0,0.00654645,,0,,0.01,0.06,0.17,,True,1.0,5.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14061185,home,Nantes,Chidozie Awaziem,,,chidozie-awaziem,C. Awaziem,D,6,189,1826,M,804764,EUR,852076800,D,6,6,False,48.0,37.0,8.0,2.0,0.0,34.0,37.0,3.0,11.0,1.0,1.0,2.0,2.0,,,,90.0,56.0,6.8,11.0,0.00086479,,0,,0.0,0.03,0.14,,,1.0,3.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14061185,home,Nantes,Tylel Tati,,,tylel-tati,T. Tati,D,78,190,819,M,2193204,EUR,1200700800,D,78,78,False,33.0,27.0,3.0,,0.0,26.0,29.0,1.0,4.0,2.0,,5.0,2.0,,,,90.0,39.0,6.4,6.0,0.00425872,,0,,-0.11,0.0,-0.02,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
14061185,home,Nantes,Nicolas Cozza,,,nicolas-cozza,N. Cozza,D,3,178,184,M,886286,EUR,915753600,D,3,3,False,22.0,12.0,7.0,2.0,0.0,11.0,17.0,1.0,5.0,1.0,1.0,1.0,4.0,,,,90.0,44.0,6.4,15.0,0.00052258,,0,,-0.01,0.01,-0.24,,,,3.0,2.0,1.0,1.0,,,2.0,,,3.0,,,,,,,,,,,,,,,,,
14061185,home,Nantes,Hyeok-kyu Kwon,,,hyeok-kyu-kwon,H. K. Kwon,M,8,190,664,M,1025895,EUR,984441600,M,5,5,False,15.0,11.0,2.0,,0.0,10.0,11.0,1.0,4.0,3.0,1.0,2.0,1.0,,,,79.0,26.0,7.2,5.0,0.00019049,,0,,0.03,0.03,0.57,,,,3.0,3.0,,,,3.0,,2.0,,1.0,,,,,,,,,,,,,,,,,
14061185,home,Nantes,Yassine Benhattab,,,benhattab-yassine,Y. Benhattab,M,90,170,1201,M,1049528,EUR,1037577600,M,90,90,False,19.0,14.0,,,0.0,8.0,10.0,6.0,9.0,2.0,,,7.0,,,,59.0,29.0,6.5,13.0,0.0244895,,1,,-0.03,0.33,0.14,,,,1.0,,,,,,,1.0,,4.0,2.0,2.0,1.0,1.0,0.0473,-0.31,,,,,,,,,,,
14061185,home,Nantes,Louis Leroux,,,louis-leroux,L. Leroux,M,66,184,364,M,1405998,EUR,1137974400,M,66,66,False,21.0,16.0,,,0.0,9.0,10.0,7.0,11.0,3.0,,1.0,1.0,,,,86.0,36.0,6.9,8.0,0.028798,,0,,-0.02,0.03,0.33,,,,5.0,4.0,4.0,,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,,,,1.0,,,,,,,,,,
14061185,home,Nantes,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,8,8,False,30.0,23.0,6.0,3.0,0.0,12.0,15.0,11.0,15.0,4.0,,1.0,6.0,,,,90.0,47.0,6.7,10.0,0.017402,,1,,0.07,0.09,-0.02,,,,3.0,1.0,,2.0,2.0,,1.0,,2.0,1.0,,2.0,,1.0,0.0336,-0.1,,,,,,,,,,,
14061185,home,Nantes,Bahereba Guirassy,,,bahereba-guirassy,B. Guirassy,F,11,177,1755,M,1406007,EUR,1156809600,M,11,11,False,13.0,8.0,,,0.0,4.0,7.0,4.0,6.0,3.0,2.0,,5.0,,,,59.0,24.0,7.1,7.0,0.00162683,,1,,0.0,0.04,0.14,,,1.0,7.0,6.0,3.0,,,,1.0,,,1.0,,1.0,,1.0,0.0182,-0.13,,,,,,,,,,,
