match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_height,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotValueNormalized,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,captain,stat_totalCross,stat_challengeLost,stat_totalOffside,stat_keyPass,stat_blockedScoringAttempt,stat_bigChanceCreated,player_lastName,stat_accurateCross,stat_bigChanceMissed
14015667,home,VfB Lübeck,Phillip Diestel,phillip-diestel,P. Diestel,G,21,1,M,1566151,EUR,1160956800,G,21,21,False,29.0,16.0,17.0,4.0,0.0,15.0,18.0,1.0,11.0,1.0,1.0,1.0,10.0,4.0,6.0,90.0,42.0,7.0,13.0,0.3068,0,-0.04,0.0,-0.09,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015667,home,VfB Lübeck,Joel Chinaemerem Amadi,joel-chinaemerem-amadi,J. C. Amadi,D,37,1,M,1507953,EUR,1066003200,D,37,37,False,26.0,17.0,3.0,2.0,0.0,11.0,15.0,6.0,11.0,2.0,3.0,,6.0,,,78.0,47.0,6.1,18.0,,1,0.02,0.03,-0.31,,Joel Chinaemerem Amadi,186.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.03,,,,,,,,,,,,,,,,
14015667,home,VfB Lübeck,Luca Menke,luca-menke,L. Menke,D,5,1,M,990125,EUR,961286400,D,5,5,False,31.0,21.0,6.0,1.0,0.0,17.0,19.0,4.0,12.0,4.0,,,4.0,,,90.0,42.0,6.2,10.0,,0,0.04,,-0.12,,,189.0,2.0,6.0,,,1.0,1.0,1.0,,1.0,,5.0,5.0,1.0,1.0,,,,,,,,,,,,
14015667,home,VfB Lübeck,Pierre Becken,pierre-becken,P. Becken,M,45,2,M,39933,EUR,559785600,D,45,45,False,41.0,26.0,15.0,4.0,0.0,19.0,24.0,7.0,17.0,3.0,,,8.0,,,90.0,61.0,7.2,16.0,,1,0.06,0.06,-0.16,,,185.0,,5.0,,,5.0,1.0,1.0,1.0,2.0,0.51,3.0,8.0,1.0,2.0,1.0,1.0,,,,,,,,,,
14015667,home,VfB Lübeck,Marvin Thiel,marvin-thiel,M. Thiel,M,13,1,M,1392787,EUR,791337600,D,13,13,False,31.0,16.0,9.0,3.0,0.0,10.0,12.0,6.0,19.0,6.0,,,3.0,,,90.0,66.0,6.1,24.0,,2,-0.01,0.1,-0.39,,,174.0,1.0,6.0,,,2.0,5.0,3.0,1.0,2.0,-0.12,1.0,6.0,,,2.0,,True,1.0,3.0,1.0,,,,,,
14015667,home,VfB Lübeck,Bjarne Pfundheller,pfundheller-bjarne,B. Pfundheller,M,6,2,M,2203969,EUR,1150675200,M,6,6,False,31.0,22.0,2.0,1.0,0.0,8.0,13.0,14.0,18.0,9.0,1.0,1.0,7.0,,,90.0,48.0,6.8,12.0,,0,0.29,0.08,-0.04,,,183.0,2.0,12.0,3.0,,2.0,4.0,2.0,,4.0,,5.0,2.0,,2.0,,,,,1.0,,2.0,,,,,
14015667,home,VfB Lübeck,Julian Albrecht,albrecht-julian,J. Albrecht,M,39,5,M,960453,EUR,999216000,M,39,39,False,35.0,23.0,11.0,2.0,0.0,16.0,18.0,7.0,17.0,,,,4.0,,,90.0,46.0,6.0,15.0,,1,0.06,0.12,-0.04,,,180.0,,8.0,2.0,,1.0,,,,4.0,-0.06,1.0,2.0,1.0,,1.0,,,1.0,1.0,,,,,,,
14015667,home,VfB Lübeck,Mikail Polat,mikail-polat,M. Polat,M,8,5,M,1424571,EUR,1056153600,M,8,8,False,22.0,18.0,5.0,3.0,0.0,7.0,8.0,11.0,14.0,4.0,,,5.0,,,86.0,37.0,6.8,10.0,,0,0.08,0.17,0.15,,,182.0,1.0,5.0,1.0,,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,,2.0,1.0,,1.0,,,,,
14015667,home,VfB Lübeck,Colin Ulrich,colin-ulrich,C. Ulrich,M,22,1,M,2221189,EUR,1070841600,F,22,22,False,19.0,12.0,2.0,1.0,0.0,4.0,7.0,8.0,12.0,10.0,2.0,2.0,4.0,,,90.0,37.0,7.4,12.0,,1,0.04,0.14,0.0,,Colin Ulrich,180.0,2.0,3.0,1.0,,,3.0,2.0,2.0,1.0,-0.41,1.0,2.0,,3.0,,,,1.0,,,1.0,1.0,,,,
14015667,home,VfB Lübeck,Antonio Verinac,antonio-verinac,A. Verinac,F,19,38,M,1394703,EUR,1104105600,F,9,9,False,16.0,9.0,1.0,,0.0,5.0,6.0,4.0,10.0,3.0,2.0,,4.0,,,90.0,26.0,6.2,14.0,,0,0.01,0.15,0.13,,,193.0,2.0,9.0,1.0,,1.0,1.0,1.0,2.0,1.0,,5.0,,,,,,,,,,,,,,,
14015667,home,VfB Lübeck,Fabian Istefo,fabian-istefo,F. Istefo,M,19,14,M,271843,EUR,751852800,F,19,19,False,8.0,5.0,,,0.0,1.0,2.0,4.0,6.0,1.0,,,,,,66.0,16.0,6.2,7.0,,2,-0.02,0.02,-0.04,,,177.0,,6.0,3.0,1.0,,1.0,1.0,,,-0.15,2.0,,,,,,,1.0,1.0,,,1.0,,,,
14015667,home,VfB Lübeck,Mika Lehnfeld,lehnfeld-mika,M. Lehnfeld,F,44,4,M,1858055,EUR,1133827200,F,44,44,True,5.0,2.0,,,0.0,1.0,1.0,1.0,4.0,,,,,,,24.0,5.0,6.2,3.0,,0,-0.13,-0.37,-0.1,,,187.0,,3.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,
14015667,home,VfB Lübeck,Dardan Karimani,dardan-karimani,D. Karimani,M,23,6,M,872359,EUR,911779200,M,23,23,True,3.0,3.0,,,1.0,1.0,1.0,2.0,2.0,,2.0,,3.0,,,12.0,7.0,6.9,3.0,,0,0.31,0.04,0.15,,,178.0,,3.0,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,
14015667,home,VfB Lübeck,Rohin Shivani,shivani-rohin,R. Shivani,M,20,1,M,2203972,EUR,1140307200,M,20,20,True,3.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,,,,1.0,,,12.0,4.0,6.4,2.0,,0,-0.03,0.03,0.0,,,182.0,,3.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
14015667,home,VfB Lübeck,Finn Böhmker,bohmker-finn,F. Böhmker,G,1,6,M,1157717,EUR,1083456000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14015667,home,VfB Lübeck,Torben Sachau,torben-sachau,T. Sachau,D,46,1,M,2202605,EUR,1161820800,D,46,46,True,,,,,,,,,,,,,,,,,,,,,0,,,,,Torben Sachau,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14015667,home,VfB Lübeck,Yehor Melenivskyi,melenivskyi-yehor,Y. Melenivskyi,D,4,4,M,2216841,EUR,1098489600,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14015667,home,VfB Lübeck,Henry Jeschonek,jeschonek-henry,H. Jeschonek,M,41,0,M,2017376,EUR,1189468800,D,41,41,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015667,home,VfB Lübeck,Nemo Semjon Philipp,philipp-nemo-semjon,N. S. Philipp,M,18,0,M,2216842,EUR,999475200,M,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14015667,home,VfB Lübeck,Ramiz Demir,ramiz-demir,R. Demir,F,28,3,M,1891054,EUR,1113436800,F,28,28,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14015667,away,Darmstadt 98,Marcel Schuhen,marcel-schuhen,M. Schuhen,G,1,103,M,132654,EUR,726883200,G,1,1,False,45.0,39.0,14.0,9.0,0.0,32.0,34.0,7.0,11.0,,,,13.0,1.0,3.0,90.0,59.0,7.1,6.0,0.061,0,0.2,-0.02,0.18,0.07,,188.0,,,,,,,,,,,,,,,,,True,,,,,,,,,
14015667,away,Darmstadt 98,Patric Pfeiffer,patric-pfeiffer,P. Pfeiffer,D,6,274,M,930135,EUR,935107200,D,6,6,False,77.0,58.0,15.0,7.0,0.0,35.0,39.0,23.0,38.0,11.0,1.0,1.0,8.0,,,90.0,94.0,7.4,20.0,,3,0.25,0.15,-0.05,,,195.0,7.0,3.0,,2.0,3.0,2.0,2.0,,,-0.45,3.0,3.0,1.0,1.0,,,,1.0,,,,1.0,,,,
14015667,away,Darmstadt 98,Aleksandar Vukotić,aleksandar-vukotic,A. Vukotić,D,20,113,M,858360,EUR,806371200,D,20,20,False,75.0,63.0,18.0,12.0,0.0,49.0,52.0,14.0,23.0,8.0,1.0,1.0,6.0,,,90.0,84.0,7.8,12.0,,0,0.27,0.13,0.29,,,201.0,5.0,1.0,,,1.0,2.0,2.0,,1.0,,,4.0,1.0,,,,,,,,,,,,,
14015667,away,Darmstadt 98,Matej Maglica,matej-maglica,M. Maglica,D,5,199,M,1082797,EUR,906681600,D,5,5,False,52.0,41.0,12.0,7.0,0.0,27.0,30.0,14.0,22.0,3.0,1.0,1.0,5.0,,,71.0,64.0,7.9,17.0,,1,0.14,0.15,0.13,,,196.0,1.0,8.0,4.0,,,1.0,1.0,2.0,3.0,0.53,1.0,,,,1.0,1.0,,,,,1.0,,,,,
14015667,away,Darmstadt 98,Luca Marseiler,luca-marseiler,L. Marseiler,F,8,85,M,797871,EUR,856224000,M,8,8,False,37.0,23.0,5.0,2.0,0.0,9.0,10.0,14.0,27.0,7.0,4.0,1.0,3.0,,,86.0,73.0,6.5,30.0,,2,-0.47,0.43,0.13,,,176.0,,10.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,-0.04,2.0,,,4.0,1.0,,,4.0,,,1.0,,,,,
14015667,away,Darmstadt 98,Kai Klefisch,kai-klefisch,K. Klefisch,M,17,46,M,928416,EUR,944179200,M,17,17,False,86.0,78.0,5.0,3.0,0.0,40.0,41.0,38.0,45.0,7.0,1.0,1.0,16.0,,,90.0,106.0,7.7,12.0,,3,0.43,0.17,0.24,,,186.0,,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,-0.06,,1.0,,4.0,,,,,,,3.0,2.0,,,,
14015667,away,Darmstadt 98,Marco Richter,marco-richter,M. Richter,M,23,248,M,796027,EUR,880329600,M,23,23,False,23.0,20.0,2.0,,0.0,7.0,8.0,13.0,15.0,3.0,,,3.0,,,71.0,45.0,6.8,6.0,,3,-0.18,0.2,0.13,,,176.0,1.0,3.0,,1.0,2.0,1.0,1.0,,1.0,0.0,,1.0,,1.0,2.0,,,3.0,2.0,,,,,,1.0,1.0
14015667,away,Darmstadt 98,Killian Corredor,killian-corredor,K. Corredor,M,34,325,M,1127332,EUR,975888000,M,34,34,False,32.0,21.0,1.0,,0.0,6.0,6.0,15.0,26.0,7.0,1.0,1.0,6.0,,,90.0,45.0,6.3,18.0,,1,-0.58,0.06,-0.12,,,182.0,3.0,4.0,2.0,1.0,,1.0,,3.0,,-0.12,2.0,,,2.0,,,,2.0,,,2.0,,,,,
14015667,away,Darmstadt 98,Fabian Nürnberger,fabian-nurnberger,F. Nürnberger,D,15,307,M,940886,EUR,933120000,M,15,15,False,53.0,47.0,8.0,6.0,0.0,28.0,28.0,19.0,25.0,11.0,,,3.0,,,90.0,70.0,7.5,8.0,,2,-0.03,0.23,-0.04,,,180.0,2.0,2.0,1.0,,2.0,7.0,4.0,1.0,,-0.07,,,,2.0,1.0,,,1.0,1.0,,2.0,1.0,,,1.0,
14015667,away,Darmstadt 98,Fraser Hornby,fraser-hornby,F. Hornby,F,9,399,M,914877,EUR,937180800,F,9,9,False,44.0,30.0,4.0,2.0,0.0,12.0,13.0,18.0,31.0,12.0,3.0,3.0,7.0,,,89.0,61.0,8.6,17.0,,2,-0.42,0.48,0.14,,,195.0,5.0,1.0,,,,2.0,1.0,2.0,,0.5,1.0,,,2.0,2.0,1.0,,2.0,,,,,,,1.0,
14015667,away,Darmstadt 98,Isac Lidberg,isac-lidberg,I. Lidberg,F,7,1090,M,798175,EUR,905212800,F,7,7,False,13.0,8.0,1.0,1.0,0.0,3.0,3.0,5.0,10.0,3.0,,,,,,86.0,16.0,6.2,7.0,,0,-0.59,0.07,-0.02,,,185.0,2.0,5.0,1.0,,,,,,2.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,
14015667,away,Darmstadt 98,Clemens Riedel,clemens-riedel,C. Riedel,D,38,359,M,1129360,EUR,1058572800,D,38,38,True,11.0,10.0,,,1.0,5.0,5.0,5.0,6.0,,,,,,,19.0,19.0,6.8,1.0,,0,0.34,0.02,-0.18,,,186.0,,,,,5.0,,,,,,,,,,,,,1.0,,,2.0,,1.0,,1.0,
14015667,away,Darmstadt 98,Matondo-Merveille Papela,matondo-merveille-papela,M. Papela,M,21,63,M,930279,EUR,979776000,M,21,21,True,11.0,10.0,,,0.0,9.0,10.0,1.0,1.0,,,,1.0,,,19.0,12.0,6.3,2.0,,0,-0.02,-0.01,-0.06,,,174.0,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
14015667,away,Darmstadt 98,Yosuke Furukawa,yosuke-furukawa,Y. Furukawa,M,44,335,M,1173109,EUR,1058313600,F,44,44,True,5.0,4.0,,,0.0,,,4.0,5.0,,,,,,,12.0,5.0,6.4,1.0,,0,-0.07,-0.23,0.0,,Yosuke Furukawa,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14015667,away,Darmstadt 98,Bartosz Białek,bartosz-bialek,B. Białek,F,27,1324,M,1005211,EUR,1005436800,F,27,27,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,1.0,,,1.0,,,12.0,6.0,6.5,1.0,,1,-0.11,0.11,0.0,,,191.0,,1.0,1.0,,,,,,,-0.19,,,,1.0,1.0,,,,,,,,,,,
14015667,away,Darmstadt 98,Jean-Paul Boëtius,jean-paul-boetius,J. Boëtius,M,,280,M,138830,EUR,764294400,M,10,10,True,4.0,4.0,,,0.0,,,4.0,4.0,1.0,,,,,,1.0,5.0,,,,0,,,,,,178.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,
14015667,away,Darmstadt 98,Alexander Brunst,alexander-brunst,A. Brunst-Zoellner,G,30,32,M,174285,EUR,805075200,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14015667,away,Darmstadt 98,Fabian Holland,fabian-holland,F. Holland,M,32,44,M,39718,EUR,647654400,D,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14015667,away,Darmstadt 98,Hiroki Akiyama,hiroki-akiyama,H. Akiyama,M,16,234,M,1007952,EUR,976320000,M,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14015667,away,Darmstadt 98,Serhat-Semih Güler,serhat-semih-guler,S. Güler,F,22,380,M,1049730,EUR,868665600,F,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,
