match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_shotOffTarget,stat_wasFouled,stat_onTargetScoringAttempt,stat_dispossessed,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_punches,stat_hitWoodwork,stat_goals,player_sofascoreId
11453090,home,Al Raed,André Moreira,André,Moreira,andre-moreira,A. Moreira,G,195.0,72,M,576272,EUR,817862400,G,1,1,False,22.0,17.0,13.0,8.0,0.0,11.0,13.0,6.0,9.0,5.0,1.0,1.0,2.0,1.0,1.0,90.0,30.0,6.8,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453090,home,Al Raed,Hamad Al-Jayzani,,,hamad-al-jayzani,H. Al-Jayzani,D,176.0,11,M,802975,EUR,731203200,D,28,28,False,32.0,24.0,1.0,,0.0,10.0,10.0,16.0,27.0,4.0,,,,,,90.0,63.0,7.0,13.0,0,28,5.0,2.0,1.0,2.0,4.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,,
11453090,home,Al Raed,Oumar Gonzalez,,,oumar-gonzalez,O. Gonzalez,D,186.0,312,M,842744,EUR,888364800,D,21,21,False,53.0,48.0,7.0,3.0,0.0,30.0,30.0,18.0,23.0,4.0,,,,,,90.0,66.0,7.0,6.0,1,21,,,1.0,2.0,3.0,6.0,2.0,,,,4.0,,1.0,3.0,2.0,,,,,1.0,1.0,,,,,,,,,
11453090,home,Al Raed,Mamadou Loum,,,mamadou-loum,M. Loum,M,193.0,526,M,796059,EUR,851904000,D,5,5,False,69.0,60.0,13.0,7.0,0.0,40.0,41.0,20.0,28.0,3.0,,,,,,90.0,76.0,7.1,9.0,2,21,,,1.0,5.0,3.0,5.0,1.0,,,,4.0,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,
11453090,home,Al Raed,Abdullah Al Yousif,,,abdullah-al-yousif,A. A. Yousif,D,175.0,9,M,892897,EUR,878083200,D,43,43,False,43.0,33.0,6.0,2.0,0.0,21.0,25.0,12.0,19.0,6.0,,,,,,90.0,73.0,7.0,20.0,0,13,1.0,,1.0,2.0,3.0,3.0,,,,,1.0,1.0,3.0,1.0,,2.0,2.0,,1.0,,,,,,,,,,,
11453090,home,Al Raed,Khalid Alsubaie,,,khalid-alsubaie,K. Alsubaie,M,176.0,8,M,893373,EUR,940896000,M,24,24,False,58.0,43.0,12.0,6.0,0.0,17.0,19.0,28.0,50.0,10.0,,,,,,90.0,81.0,7.5,25.0,2,27,11.0,2.0,,1.0,1.0,5.0,,1.0,1.0,1.0,,,1.0,3.0,2.0,,,,3.0,1.0,,,1.0,1.0,,,,,,
11453090,home,Al Raed,Mansour Al Bishi,,,mansour-al-bishi,M. A. Bishi,M,168.0,20,M,982351,EUR,956534400,M,14,14,False,37.0,35.0,1.0,1.0,0.0,24.0,25.0,11.0,12.0,5.0,,,,,,84.0,54.0,7.1,4.0,3,14,,,,,1.0,6.0,,,,,1.0,,,4.0,3.0,1.0,,,,2.0,2.0,,1.0,1.0,,,,,,
11453090,home,Al Raed,Amir Saâyoud,,,amir-saayoud,A. Saâyoud,F,170.0,2347,M,309154,EUR,654652800,M,7,7,False,26.0,23.0,2.0,1.0,0.0,7.0,7.0,16.0,20.0,3.0,,,,,,59.0,37.0,6.7,10.0,1,11,1.0,,,,3.0,2.0,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,,
11453090,home,Al Raed,Karim El Berkaoui,,,el-berkaoui-karim,K. El Berkaoui,F,175.0,2625,M,919719,EUR,818812800,M,11,11,False,16.0,11.0,2.0,1.0,0.0,2.0,3.0,10.0,15.0,5.0,,,,,,90.0,32.0,6.5,12.0,2,33,2.0,1.0,4.0,,7.0,4.0,,3.0,2.0,,,,,1.0,,3.0,1.0,1.0,,1.0,1.0,,1.0,1.0,True,1.0,,,,
11453090,home,Al Raed,Yahya Sunbul,,,sunbul-yahya,Y. Sunbul,M,166.0,9,M,958020,EUR,884131200,M,45,45,False,10.0,8.0,,,0.0,1.0,1.0,7.0,9.0,3.0,,,,,,45.0,20.0,6.9,4.0,0,45,,,,,2.0,3.0,,1.0,,,,,,3.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,
