match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_wasFouled,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,player_firstName,player_lastName,stat_aerialWon,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoalsOnTarget,stat_wonContest,player_sofascoreId,stat_shotOffTarget,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
13981598,home,Genoa,Nicola Leali,nicola-leali,N. Leali,G,1,193.0,635,M,98059,EUR,729907200,G,1,1,False,26.0,15.0,20.0,9.0,0.0,7.0,8.0,8.0,18.0,2.0,4.0,1.0,1.0,1.0,1.0,90.0,32.0,5.8,12.0,0.00380361,51.14231689898,10.0,33.6,6.93,0.0577,1.0,0,-0.5357,0.12,0.0,-0.46,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981598,home,Genoa,Sebastian Otoa,otoa-sebastian,S. Otoa,D,34,198.0,372,M,1404639,EUR,1084406400,D,34,34,False,48.0,45.0,4.0,3.0,0.0,29.0,32.0,16.0,16.0,6.0,7.0,,,,,84.0,62.0,7.1,6.0,0.00908539,235.66976374039,30.0,148.995,29.085,,,0,,0.02,0.23,0.43,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,29.793771580651,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13981598,home,Genoa,Leo Østigård,leo-ostigard,L. Østigård,D,5,182.0,1809,M,879746,EUR,943747200,D,5,5,False,54.0,51.0,6.0,6.0,0.0,32.0,34.0,19.0,20.0,13.0,1.0,,,,,90.0,71.0,7.8,4.0,0.00704579,205.95842596613,26.0,111.615,30.66,,1.0,1,,0.2,0.15,0.24,,,,1.0,9.0,1.0,,,,,50.47770937791,2.0,,,7.0,1.0,2.0,2.0,0.0096,-0.08,,,,,,,,,,,,,,,,
13981598,home,Genoa,Johan Vásquez,johan-vasquez,J. Vásquez,D,22,185.0,4788,M,889785,EUR,909014400,D,22,22,False,59.0,49.0,4.0,,0.0,39.0,40.0,10.0,19.0,6.0,4.0,,,,,90.0,79.0,6.8,13.0,0.134515,165.49326242458,23.0,74.34,16.59,,2.0,1,,0.11,0.11,-0.04,,1.0,3.0,4.0,5.0,,,,1.0,1.0,28.84782222618,2.0,,,3.0,,1.0,1.0,0.077,0.09,True,1.0,1.0,3.0,2.0,1.0,0.2287,,,,,,,,,
13981598,home,Genoa,Brooke Norton-Cuffy,brooke-norton-cuffy,B. Norton-Cuffy,D,15,181.0,1189,M,1087514,EUR,1073865600,M,15,15,False,36.0,30.0,2.0,1.0,0.0,16.0,18.0,14.0,18.0,2.0,2.0,,,,,76.0,49.0,6.8,9.0,0.0414943,151.02517051847,12.0,45.465,43.785,,1.0,0,,0.09,0.27,0.24,,1.0,3.0,3.0,2.0,,,1.0,1.0,,71.597150465078,2.0,,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,
13981598,home,Genoa,Ruslan Malinovskyi,ruslan-malinovskyi,R. Malinovskyi,M,17,181.0,4666,M,195850,EUR,736473600,M,17,17,False,64.0,56.0,5.0,3.0,0.0,19.0,20.0,37.0,44.0,2.0,6.0,,,,,90.0,84.0,6.8,13.0,0.0330412,336.11204325949,35.0,135.555,55.86,,,2,,0.1,0.43,0.18,,,6.0,13.0,9.0,,4.0,,,2.0,134.16303653294,4.0,,,5.0,1.0,2.0,1.0,0.0734,-0.5,,,,,1.0,3.0,,,malinovskyi18,1.0,,,,,,
13981598,home,Genoa,Morten Frendrup,morten-frendrup,M. Frendrup,M,32,178.0,1679,M,918440,EUR,986601600,M,32,32,False,45.0,38.0,3.0,,0.0,16.0,18.0,22.0,27.0,6.0,4.0,,,,,90.0,62.0,6.9,7.0,0.0224941,112.07414549719,16.0,-4.41,11.13,,,1,,-0.12,0.17,0.2,,,,1.0,5.0,1.0,,1.0,,1.0,18.920013213526,1.0,,,,,3.0,2.0,0.0577,-0.25,,,,1.0,,,,1.0,,1.0,,,,,,
13981598,home,Genoa,Morten Thorsby,morten-thorsby,M. Thorsby,M,2,189.0,697,M,280991,EUR,831254400,M,2,2,False,18.0,6.0,,,0.0,3.0,9.0,3.0,9.0,1.0,1.0,,,,,64.0,29.0,6.9,16.0,0.00142352,20.177135757426,4.0,-13.125,1.47,,,1,,-0.07,-0.15,-0.03,,,3.0,3.0,10.0,,,,,,,,,,10.0,,,,0.0268,0.08,,,1.0,,4.0,,0.4244,,,,1.0,,,,,
13981598,home,Genoa,Aarón Martín,aaron-martin,A. Martín,D,3,180.0,1144,M,797286,EUR,861667200,M,3,3,False,33.0,26.0,6.0,2.0,0.0,11.0,11.0,15.0,22.0,,5.0,,,,,90.0,66.0,7.3,18.0,0.272895,171.31965487796,21.0,12.285,16.8,,5.0,0,,0.63,0.07,-0.05,,10.0,4.0,6.0,4.0,,1.0,1.0,,2.0,16.668779949354,1.0,,,,,2.0,,,,,6.0,,,1.0,,,,,,,,,,,
13981598,home,Genoa,Lorenzo Colombo,lorenzo-colombo,L. Colombo,F,29,183.0,2440,M,930191,EUR,1015545600,F,29,29,False,20.0,14.0,,,0.0,3.0,5.0,11.0,15.0,1.0,,,,,,76.0,41.0,8.1,16.0,0.230833,88.364353939279,9.0,11.235,25.515,,,1,,0.37,-0.11,0.14,,3.0,1.0,6.0,5.0,,3.0,2.0,,3.0,25.613487872603,1.0,,,1.0,,1.0,1.0,0.078,0.55,,,1.0,,2.0,,0.8134,,,,,1.0,,,,
