match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_dispossessed,stat_fouls,stat_goals,stat_outfielderBlock,captain,stat_challengeLost,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_hitWoodwork
12448248,home,Heracles Almelo,Fabian de Keijzer,fabian-de-keijzer,F. d. Keijzer,G,1,193,109,M,856743,EUR,957916800,G,1,1,False,30.0,18.0,16.0,4.0,0.0,14.0,14.0,4.0,16.0,7.0,1.0,3.0,90.0,36.0,6.4,12.0,0.0007395,0,0.6043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448248,home,Heracles Almelo,Mimeirhel Benita,mimeirhel-benita,M. Benita,D,2,176,216,M,1130308,EUR,1069027200,D,2,2,False,45.0,38.0,7.0,5.0,0.0,10.0,13.0,29.0,39.0,3.0,,,90.0,79.0,7.0,21.0,0.119164,2,,Mimeirhel Benita,,7.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0228,0.2216,1.0,,,,,,,,,,,,,,,,
12448248,home,Heracles Almelo,Damon Mirani,damon-mirani,D. Mirani,D,4,182,56,M,318575,EUR,831945600,D,4,4,False,57.0,50.0,11.0,8.0,0.0,28.0,30.0,22.0,27.0,2.0,,,90.0,72.0,7.4,8.0,0.0256356,1,,,,,,2.0,10.0,1.0,,,5.0,1.0,1.0,,2.0,0.1081,,,2.0,6.0,1.0,1.0,3.0,,,,,,,,,,,
12448248,home,Heracles Almelo,Ivan Mesík,ivan-mesik,I. Mesík,D,24,187,163,M,918484,EUR,991353600,D,24,24,False,66.0,60.0,11.0,6.0,0.0,40.0,43.0,20.0,23.0,6.0,,,90.0,79.0,6.9,7.0,0.143657,1,,,,,,4.0,6.0,,,,7.0,2.0,2.0,,1.0,0.0925,,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,,,,,,,,,
12448248,home,Heracles Almelo,Ruben Roosken,ruben-roosken,R. Roosken,D,12,183,99,M,988990,EUR,951955200,D,12,12,False,28.0,22.0,4.0,,0.0,9.0,9.0,15.0,22.0,2.0,,,83.0,51.0,6.9,17.0,0.0883475,1,,,,3.0,2.0,6.0,1.0,2.0,1.0,,,,,5.0,1.0,0.0644,0.2613,3.0,1.0,,,,,,3.0,1.0,1.0,,,,,,,
12448248,home,Heracles Almelo,Brian De Keersmaecker,brian-de-keersmaecker,B. D. Keersmaeker,M,14,182,235,M,981222,EUR,957571200,M,14,14,False,62.0,49.0,6.0,1.0,0.0,22.0,26.0,27.0,37.0,5.0,,,90.0,73.0,6.7,15.0,0.0393247,0,,,,1.0,,3.0,1.0,,,,1.0,,,,1.0,,,1.0,2.0,,,,1.0,,2.0,,,True,,,,,,
12448248,home,Heracles Almelo,Jan Žambůrek,jan-zamburek,J. Žambůrek,M,13,182,81,M,930295,EUR,982022400,M,13,13,False,24.0,19.0,3.0,2.0,0.0,8.0,10.0,12.0,16.0,4.0,,,75.0,38.0,6.9,8.0,0.0555691,0,,,,2.0,1.0,2.0,5.0,3.0,,,1.0,1.0,,1.0,1.0,,,,,,3.0,,2.0,,2.0,,,,,,,,,
12448248,home,Heracles Almelo,Suf Podgoreanu,suf-podgoreanu,S. Podgoreanu,M,17,193,150,M,1010062,EUR,1011484800,M,29,29,False,22.0,20.0,1.0,1.0,0.0,5.0,5.0,15.0,20.0,5.0,,,67.0,34.0,6.7,9.0,0.0288695,2,,,,3.0,,2.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,0.091,0.3839,,,1.0,,,1.0,1.0,,,,,,,,,,
12448248,home,Heracles Almelo,Jizz Hornkamp,jizz-hornkamp,J. Hornkamp,F,19,180,683,M,914392,EUR,889228800,M,9,9,False,25.0,17.0,1.0,,1.0,5.0,7.0,12.0,19.0,2.0,,,90.0,42.0,6.7,16.0,0.0691196,4,,,,1.0,,9.0,3.0,,2.0,,,,,3.0,1.0,0.5534,1.0066,2.0,1.0,2.0,,2.0,1.0,4.0,2.0,,,,2.0,1.0,1.0,,,
12448248,home,Heracles Almelo,Mario Engels,mario-engels,M. Engels,M,8,183,72,M,132674,EUR,751248000,M,8,8,False,9.0,8.0,,,1.0,2.0,2.0,8.0,10.0,,,,75.0,19.0,6.7,4.0,0.202026,1,,,,3.0,2.0,4.0,2.0,2.0,1.0,,,1.0,,1.0,,0.2635,0.3263,1.0,,,1.0,,,,2.0,,,,1.0,1.0,1.0,1.0,,
