match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoals,stat_hitWoodwork,player_firstName,player_lastName,stat_totalContest,stat_lastManTackle,stat_wonContest,stat_totalOffside,stat_dispossessed,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12437831,home,Espanyol,Joan García,joan-garcia,J. García,G,13,193.0,111965,M,930267,EUR,988934400,G,1,1,False,22.0,16.0,11.0,5.0,0.0,12.0,12.0,4.0,10.0,2.0,7.0,1.0,3.0,1.0,90.0,30.0,6.7,6.0,0.00074995,0,-0.0852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437831,home,Espanyol,Omar El Hilali,omar-el-hilali,O. E. Hilali,D,23,183.0,6663,M,1064026,EUR,1063324800,D,23,23,False,32.0,24.0,7.0,4.0,1.0,14.0,19.0,11.0,14.0,3.0,4.0,,,,90.0,51.0,7.2,8.0,0.493968,0,,1.0,1.0,2.0,4.0,6.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437831,home,Espanyol,Marash Kumbulla,marash-kumbulla,M. Kumbulla,D,4,191.0,1585,M,893642,EUR,949968000,D,4,4,False,54.0,50.0,2.0,1.0,0.0,28.0,28.0,22.0,26.0,5.0,2.0,,,,90.0,69.0,7.0,6.0,0.0108404,1,,,,6.0,2.0,8.0,,,2.0,1.0,,,,2.0,1.0,1.0,2.0,1.0,2.0,0.0154,,,,,,,,,,,,,,,,,,
12437831,home,Espanyol,Leandro Cabrera,leandro-cabrera,L. Cabrera,D,6,190.0,819,M,81992,EUR,677116800,D,6,6,False,62.0,48.0,11.0,3.0,0.0,33.0,35.0,15.0,29.0,3.0,4.0,,,,90.0,72.0,6.7,18.0,0.00913133,1,,2.0,,4.0,1.0,5.0,,,1.0,,,,,1.0,1.0,,,,1.0,0.0723,1.0,,,,,,,,,,,,,,,,,
12437831,home,Espanyol,Brian Oliván,brian-olivan,B. Oliván,D,12,179.0,147,M,351500,EUR,765158400,D,14,14,False,23.0,17.0,4.0,2.0,0.0,8.0,10.0,9.0,16.0,2.0,4.0,,,,90.0,36.0,6.8,10.0,0.0471698,1,,3.0,,1.0,2.0,2.0,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,0.1499,,,,1.0,1.0,,,,,,,,,,,,,
12437831,home,Espanyol,Antoniu Roca,antoniu-roca,A. Roca,M,20,180.0,175,M,1099344,EUR,1031184000,M,31,31,False,5.0,4.0,,,0.0,,1.0,4.0,5.0,,2.0,,,,58.0,15.0,6.6,5.0,0.00578707,0,,1.0,,1.0,4.0,5.0,,,,,2.0,2.0,,2.0,,,,,3.0,,,,,2.0,,2.0,1.0,,,,,,,,,,,
12437831,home,Espanyol,Pol Lozano,pol-lozano,P. Lozano,M,10,176.0,521,M,826010,EUR,939168000,M,10,10,False,33.0,31.0,1.0,1.0,0.0,13.0,15.0,18.0,19.0,1.0,5.0,,,,63.0,41.0,6.4,4.0,0.0248719,0,,1.0,,,5.0,1.0,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
12437831,home,Espanyol,Alex Král,alex-kral,A. Král,M,33,185.0,664,M,825740,EUR,895536000,M,20,20,False,22.0,17.0,1.0,,0.0,10.0,11.0,7.0,14.0,,4.0,,,,90.0,31.0,6.5,11.0,0.00350971,0,,3.0,,,4.0,2.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,
12437831,home,Espanyol,Javi Puado,javi-puado,J. Puado,M,7,178.0,1352,M,891511,EUR,896054400,M,7,7,False,30.0,22.0,2.0,,0.0,6.0,8.0,17.0,23.0,,1.0,,,,90.0,45.0,7.2,15.0,0.0579039,1,,1.0,1.0,,3.0,2.0,,,,,1.0,,,1.0,,,1.0,,5.0,0.1373,,,,3.0,,1.0,,,True,1.0,1.0,0.6305,,,,,,
12437831,home,Espanyol,Álvaro Tejero,alvaro-tejero,Á. Tejero,D,15,173.0,307,M,826679,EUR,837820800,F,12,12,False,25.0,22.0,1.0,,1.0,7.0,7.0,17.0,21.0,3.0,6.0,,,,63.0,39.0,7.8,5.0,0.234312,2,,3.0,2.0,,3.0,2.0,1.0,1.0,,,2.0,,3.0,1.0,1.0,1.0,1.0,,,0.0475,,,,,,,,1.0,,1.0,,0.2275,,,,,,
12437831,home,Espanyol,Alejo Véliz,alejo-veliz,A. Véliz,F,9,187.0,3243,M,1116987,EUR,1063929600,F,9,9,False,10.0,8.0,,,0.0,6.0,7.0,2.0,3.0,1.0,2.0,,,,79.0,28.0,6.5,8.0,0.00480355,2,,,,3.0,12.0,8.0,,,,,5.0,2.0,,7.0,1.0,,,,3.0,0.0908,,Alejo Veliz,,,,,,3.0,,1.0,,0.0209,aleeveliz,1.0,,,,
12437831,home,Espanyol,Jofre Carreras,jofre,J. Carreras,M,17,175.0,337,M,1019236,EUR,992736000,F,17,17,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,1.0,1.0,,,,32.0,8.0,6.5,4.0,1.598e-05,0,,,,,2.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,
12437831,home,Espanyol,Edu Expósito,edu-exposito,E. Expósito,M,8,175.0,1017,M,877262,EUR,838857600,M,8,8,True,9.0,7.0,1.0,,0.0,3.0,3.0,4.0,6.0,1.0,4.0,,,,27.0,25.0,7.0,8.0,0.00578723,3,,,,,4.0,6.0,,,3.0,2.0,2.0,1.0,,1.0,2.0,,,,4.0,0.0736,,,,1.0,,1.0,,2.0,,,,,,,1.0,,,
12437831,home,Espanyol,Roberto Fernández,roberto-fernandez,R. Fernández,F,9,186.0,2068,M,1392592,EUR,1025654400,F,2,2,True,6.0,4.0,,,0.0,1.0,1.0,3.0,5.0,,1.0,,,,27.0,14.0,7.4,6.0,0.0205101,1,,,,2.0,4.0,3.0,,,,,,2.0,1.0,2.0,,,,,4.0,0.4274,,,,1.0,,1.0,,,,1.0,1.0,0.5368,,,,,,
