match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,player_lastName,captain,stat_challengeLost,stat_bigChanceCreated,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_dispossessed,stat_blockedScoringAttempt,stat_punches,player_sofascoreId,stat_bigChanceMissed,stat_totalOffside,stat_penaltyMiss
12117332,home,Athletico,Mycael,Mycael,mycael,Mycael,G,1,191,790,M,1128850,EUR,1079049600,G,41,41,False,22.0,16.0,13.0,7.0,0.0,10.0,10.0,6.0,12.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,90.0,30.0,7.5,6.0,0.00154661,0,0.9911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117332,home,Athletico,Leonardo Godoy,,leonardo-godoy,L. Godoy,D,29,174,518,M,794006,EUR,799027200,D,29,29,False,15.0,10.0,3.0,,0.0,6.0,6.0,5.0,12.0,,2.0,,,,,,,90.0,32.0,6.7,8.0,0.0454523,0,,3.0,1.0,2.0,5.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12117332,home,Athletico,Lucas Belezi,,belezi-lucas,L. Belezi,D,45,186,218,M,1130040,EUR,1052352000,D,45,45,False,35.0,27.0,7.0,1.0,0.0,23.0,26.0,4.0,9.0,4.0,2.0,,,,,,,90.0,51.0,8.0,8.0,0.00123695,3,,,,2.0,5.0,1.0,3.0,1.0,,,,,2.0,2.0,2.0,1.0,1.0,3.0,0.4993,0.8903,,,,,,,,,,,,,,
12117332,home,Athletico,Thiago Heleno,,thiago-heleno,T. Heleno,D,44,185,283,M,33106,EUR,590457600,D,44,44,False,32.0,28.0,8.0,5.0,1.0,19.0,19.0,9.0,13.0,5.0,2.0,,,,,,,90.0,42.0,7.4,4.0,0.00388067,1,,,,3.0,2.0,1.0,,,,1.0,,1.0,2.0,1.0,1.0,,,2.0,0.0453,,,True,1.0,1.0,,,,,,,,,,
12117332,home,Athletico,Lucas Esquivel,Lucas Esquivel,lucas-esquivel,L. Esquivel,D,37,183,1067,M,1087079,EUR,1003017600,D,37,37,False,26.0,21.0,4.0,1.0,0.0,13.0,14.0,8.0,13.0,1.0,4.0,,,,,,,90.0,54.0,7.0,12.0,0.0719051,1,,1.0,,3.0,6.0,1.0,5.0,3.0,,1.0,1.0,2.0,,,,1.0,,,0.0172,0.0146,,,,,2.0,,,,,,,,,
12117332,home,Athletico,Felipinho,Felipinho,felipinho,Felipinho,M,5,183,272,M,1107060,EUR,1003363200,M,23,23,False,14.0,14.0,,,0.0,9.0,9.0,5.0,6.0,3.0,7.0,,,,,,,90.0,31.0,7.1,4.0,0.0217943,0,,1.0,,3.0,7.0,,5.0,2.0,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,2.0,1.0,2.0,,,,,,,
12117332,home,Athletico,Gabriel Girotto,,gabriel-girotto,Gabriel,M,6,171,540,M,242052,EUR,710726400,M,3,3,False,23.0,19.0,3.0,1.0,0.0,12.0,13.0,8.0,11.0,2.0,3.0,,,,,,,81.0,36.0,7.0,5.0,0.0196576,1,,1.0,1.0,3.0,5.0,,3.0,2.0,,1.0,,1.0,2.0,1.0,1.0,,,1.0,0.0137,,,,1.0,,,,1.0,,,,,,,
12117332,home,Athletico,Nikão,,nikao,Nikão,M,11,174,442,M,139300,EUR,712368000,M,11,11,False,13.0,10.0,2.0,2.0,0.0,6.0,7.0,5.0,8.0,,1.0,,,,,,,71.0,25.0,7.1,6.0,0.0902727,3,,2.0,1.0,4.0,5.0,,3.0,2.0,,,2.0,2.0,,1.0,2.0,,,,0.0793,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,
12117332,home,Athletico,Christian,,christian,Christian,M,88,178,1761,M,981733,EUR,977184000,M,88,88,False,5.0,3.0,,,0.0,,1.0,3.0,4.0,1.0,1.0,,,,,,,67.0,13.0,6.6,2.0,0.0034588,1,,,,5.0,,2.0,,,,,1.0,,4.0,,1.0,,,1.0,0.0147,,,,,,,,,,,,,,,
12117332,home,Athletico,Tomás Cuello,,tomas-cuello,T. Cuello,M,28,176,1951,M,871273,EUR,952214400,M,28,28,False,17.0,9.0,4.0,,0.0,2.0,3.0,7.0,19.0,,1.0,,,,,,,90.0,42.0,6.6,20.0,0.0170175,4,,5.0,,10.0,6.0,,,,,4.0,2.0,,2.0,1.0,2.0,2.0,,,0.1577,0.9581,,,,,5.0,1.0,1.0,2.0,,,,,,
