match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_possessionLostCtrl,player_firstName,player_lastName,stat_aerialLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalCross,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_interceptionWon,captain,stat_challengeLost,stat_bigChanceMissed,stat_hitWoodwork,stat_blockedScoringAttempt,stat_crossNotClaimed,stat_punches,stat_outfielderBlock
13444505,home,Lexington SC,Brooks Thompson,brooks-thompson,B. Thompson,G,31,192.0,9,M,1025258,EUR,1023926400.0,G,31,31,False,22.0,22.0,0.0,22.0,22.0,7.0,1.0,1.0,90.0,31.0,7.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13444505,home,Lexington SC,Gaël Gibert,gael-gibert,G. Gibert,D,,,3,,1847706,EUR,965001600.0,D,27,27,False,114.0,110.0,0.0,51.0,53.0,4.0,,,90.0,120.0,7.2,0,3.0,2.0,59.0,61.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13444505,home,Lexington SC,Daniel Wu,daniel-wu,D. Wu,D,15,,2,M,1481412,EUR,973123200.0,D,15,15,False,135.0,134.0,0.0,82.0,82.0,7.0,,,90.0,142.0,7.5,1,7.0,6.0,52.0,53.0,1.0,2.0,2.0,,1.0,,2.0,Daniel Wu,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
13444505,home,Lexington SC,Joe Hafferty,joe-hafferty,J. Hafferty,D,6,175.0,4,,1121467,EUR,890438400.0,D,6,6,False,53.0,48.0,0.0,23.0,24.0,4.0,,,45.0,57.0,7.4,1,3.0,3.0,25.0,29.0,1.0,,3.0,,,,6.0,Joe Hafferty,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
13444505,home,Lexington SC,Eliot Goldthorp,eliot-goldthorp,E. Goldthorp,M,37,183.0,13,M,953564,EUR,1004745600.0,D,37,37,False,27.0,24.0,1.0,5.0,5.0,2.0,,,56.0,51.0,9.1,2,3.0,2.0,19.0,22.0,,4.0,5.0,1.0,1.0,1.0,11.0,,,1.0,6.0,4.0,,,9.0,1.0,1.0,,5.0,5.0,1.0,2.0,1.0,,,,,,,,,,
13444505,home,Lexington SC,Sofiane Djeffal,sofiane-djeffal,S. Djeffal,M,3,177.0,35,M,1172551,EUR,924480000.0,M,3,3,False,49.0,47.0,0.0,13.0,13.0,,,,45.0,52.0,7.0,0,3.0,3.0,34.0,36.0,,2.0,1.0,,1.0,,3.0,Sofiane Djeffal,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,
13444505,home,Lexington SC,Speedy Williams,speedy-williams,S. Williams,M,80,,21,M,882379,EUR,702691200.0,M,80,80,False,46.0,44.0,0.0,14.0,14.0,3.0,,,45.0,49.0,6.9,0,4.0,3.0,30.0,32.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,1.0,True,,,,,,,
13444505,home,Lexington SC,Lucas Stauffer,lucas-stauffer,L. Stauffer,M,4,168.0,6,M,991255,EUR,798422400.0,M,4,4,False,58.0,48.0,0.0,18.0,19.0,1.0,,,90.0,79.0,7.6,4,3.0,3.0,30.0,39.0,,6.0,2.0,4.0,2.0,,20.0,,,,,,1.0,,5.0,2.0,2.0,,2.0,2.0,1.0,3.0,1.0,2.0,,,2.0,2.0,,,,,
13444505,home,Lexington SC,Alfredo Midence,alfredo-midence,A. Midence,M,23,175.0,47,,1809531,EUR,1025308800.0,M,23,23,False,48.0,42.0,3.0,8.0,8.0,5.0,,,90.0,71.0,10.0,3,7.0,4.0,34.0,40.0,,4.0,5.0,3.0,,,17.0,Alfredo Midence,,,3.0,3.0,1.0,,4.0,2.0,2.0,,7.0,1.0,3.0,2.0,1.0,4.0,1.0,,,,,,,,
13444505,home,Lexington SC,Edrey Caceres,edrey-caceres,E. Caceres,M,16,173.0,7,M,982870,EUR,991094400.0,M,16,16,False,57.0,51.0,0.0,21.0,23.0,6.0,,,90.0,70.0,7.6,1,6.0,6.0,30.0,34.0,,2.0,4.0,1.0,1.0,,9.0,,,,,,1.0,,2.0,3.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,
13444505,home,Lexington SC,Cory Burke,cory-burke,C. Burke,F,99,191.0,82,M,884947,EUR,693878400.0,F,99,99,False,7.0,2.0,0.0,1.0,1.0,3.0,,,45.0,16.0,7.8,3,2.0,,1.0,6.0,1.0,,7.0,,,,5.0,,,,1.0,1.0,2.0,,,1.0,1.0,4.0,,,,1.0,1.0,,,,,,,,,,
13444505,home,Lexington SC,Daniel Barbir,daniel-barbir,D. Barbir,D,14,193.0,7,M,818399,EUR,886204800.0,D,14,14,True,60.0,55.0,0.0,27.0,29.0,1.0,,,45.0,65.0,6.8,1,6.0,3.0,28.0,31.0,,2.0,,1.0,2.0,,8.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13444505,home,Lexington SC,Nicolas Firmino,nicolas-firmino,N. Firmino,M,8,180.0,63,M,972531,EUR,980812800.0,M,8,8,True,57.0,53.0,0.0,20.0,21.0,2.0,,,45.0,64.0,6.8,3,3.0,2.0,33.0,36.0,1.0,,1.0,1.0,,,5.0,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,2.0,,,
13444505,home,Lexington SC,Braudilio Rodrigues,rodrigues-braudilio,B. Rodrigues,M,72,182.0,9,M,1652996,EUR,942624000.0,F,72,72,True,28.0,26.0,0.0,5.0,5.0,2.0,,,45.0,44.0,8.1,1,1.0,1.0,21.0,23.0,1.0,2.0,8.0,1.0,,,7.0,,,,1.0,1.0,,,1.0,1.0,1.0,5.0,2.0,,,1.0,1.0,2.0,,,,,,,,,
13444505,home,Lexington SC,Christian Volesky,christian-volesky,C. Volesky,F,,185.0,1,M,790164,EUR,716515200.0,F,13,13,True,5.0,4.0,1.0,1.0,1.0,,,,45.0,8.0,7.2,1,,,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
13444505,home,Lexington SC,Jacob Greene,jacob-greene,J. Greene,D,22,170.0,18,,1025207,EUR,1048377600.0,D,22,22,True,33.0,30.0,0.0,3.0,3.0,1.0,,,34.0,42.0,6.8,0,,,27.0,30.0,,2.0,2.0,,,1.0,6.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
13444505,home,Lexington SC,Logan Ketterer,logan-ketterer,L. Ketterer,G,1,191.0,12,M,873422,EUR,752803200.0,G,1,1,True,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13444505,home,Lexington SC,Jack Beer,jack-beer,J. Beer,M,,,3,,1809795,EUR,929404800.0,M,28,28,True,,,,,,,,,,,,0,,,,,,,,,,,,Jack Beer,,,,,,,,,,,,,,,,,,,,,,,,,
