match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_keyPass,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,captain,stat_goalAssist,stat_bigChanceMissed,stat_totalOffside,player_firstName,player_lastName,stat_blockedScoringAttempt,player_sofascoreId
10433957,home,Adana Demirspor,Ertaç Özbir,ertac-ozbir,E. Özbir,G,186,93,M,126077,EUR,625276800,G,25,25,False,43.0,33.0,19.0,10.0,30.0,34.0,3.0,9.0,1.0,1.0,2.0,8.0,1.0,1.0,2.0,2.0,90.0,55.0,7.5,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433957,home,Adana Demirspor,Jonas Svensson,jonas-svensson,J. Svensson,D,170,1497,M,98199,EUR,731376000,D,22,22,False,44.0,39.0,3.0,,22.0,23.0,17.0,23.0,,4.0,1.0,4.0,,,,,90.0,65.0,7.0,9.0,0,71,2.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
10433957,home,Adana Demirspor,Samet Akaydın,samet-akaydin,S. Akaydın,D,190,968,M,863600,EUR,763516800,D,5,5,False,50.0,38.0,8.0,2.0,32.0,36.0,6.0,14.0,1.0,2.0,7.0,3.0,,,,,90.0,65.0,7.1,13.0,0,3,,4.0,5.0,,,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
10433957,home,Adana Demirspor,Tayyip Talha Sanuç,tayyip-talha-sanuc,T. T. Sanuç,D,188,921,M,851909,EUR,945388800,D,2,2,False,36.0,29.0,5.0,2.0,22.0,26.0,7.0,11.0,3.0,4.0,5.0,7.0,,,,,90.0,46.0,7.0,9.0,0,23,1.0,4.0,4.0,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,
10433957,home,Adana Demirspor,Kévin Rodrigues,kevin-rodrigues,K. Rodrigues,D,169,251,M,234232,EUR,762825600,D,77,77,False,52.0,41.0,9.0,5.0,25.0,30.0,17.0,24.0,,4.0,,5.0,,,,,90.0,78.0,8.0,15.0,2,77,2.0,,5.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10433957,home,Adana Demirspor,Benjamin Stambouli,benjamin-stambouli,B. Stambouli,M,180,168,M,105951,EUR,650505600,M,90,90,False,27.0,19.0,4.0,2.0,10.0,12.0,9.0,15.0,,3.0,,4.0,,,,,59.0,35.0,6.3,12.0,1,21,,,5.0,2.0,,,,,,1.0,,2.0,,,3.0,2.0,,1.0,,,True,,,,,,,
10433957,home,Adana Demirspor,Badou Ndiaye,badou-ndiaye,B. Ndiaye,M,180,429,M,228342,EUR,656985600,M,17,17,False,40.0,35.0,2.0,2.0,12.0,13.0,23.0,27.0,,10.0,1.0,7.0,,,,,90.0,61.0,7.9,8.0,1,,,,1.0,,,,4.0,1.0,1.0,3.0,,1.0,4.0,,3.0,3.0,,1.0,,,,1.0,1.0,,,,,
10433957,home,Adana Demirspor,Babajide David Akintola,babajide-david-akintola,D. Babajide,M,178,298,M,798676,EUR,821491200,M,11,11,False,13.0,11.0,,,2.0,3.0,11.0,15.0,,2.0,,3.0,,,,,72.0,28.0,6.5,10.0,2,11,5.0,1.0,4.0,,,,,,3.0,1.0,2.0,,3.0,2.0,2.0,1.0,,1.0,1.0,,,,2.0,1.0,,,,
10433957,home,Adana Demirspor,Birkir Bjarnason,birkir-bjarnason,B. Bjarnason,M,182,162,M,13270,EUR,580694400,M,8,8,False,12.0,9.0,,,3.0,4.0,6.0,9.0,,1.0,,3.0,,,,,60.0,20.0,6.5,8.0,1,,1.0,,3.0,1.0,,1.0,,,2.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,
10433957,home,Adana Demirspor,Henry Onyekuru,henry-onyekuru,H. Onyekuru,F,175,738,M,809220,EUR,865468800,M,7,7,False,18.0,12.0,1.0,,5.0,6.0,7.0,13.0,,1.0,,2.0,,,,,81.0,32.0,6.2,15.0,2,7,1.0,,6.0,1.0,,,,,3.0,,1.0,1.0,,,4.0,1.0,,,1.0,,,,,1.0,,,1.0,
